ss_promo_sk,avg(ss_wholesale_cost),avg(ss_list_price),avg(ws_wholesale_cost),avg(ws_list_price),sum(ss_wholesale_cost),sum(ss_list_price),sum(ws_wholesale_cost),sum(ws_list_price)
66,50.0373,74.7311,50.76577139287945,102.73016864459713,610035434,911092277,618916740,1252446665
67,50.5129,75.8361,51.07473749227918,101.89005558987029,615642559,924277386,622490320,1241818880
68,50.6299,76.0266,49.650891210817456,98.44867854947756,624977883,938476378,612893034,1215255312
69,50.7428,75.9957,50.42200124300808,100.02734617775016,633239649,948381607,629236524,1248281664
70,51.2944,76.9663,49.391573729863694,98.94427244582043,637686528,956836832,613270574,1229302935
71,50.5886,76.0435,49.24007444168735,99.02793296089385,620097712,932114820,603567500,1213096536
72,50.0916,75.2399,51.4688115561392,103.47568988173455,578884685,869511160,594800556,1195034120
73,50.1709,75.2784,51.48112642300779,103.58777711204314,640742452,961394070,657475144,1322938976
74,50.3798,75.3144,50.30726600985221,101.3134236453202,615016920,919408112,614131383,1236794561
75,50.6690,75.7958,52.032960199004975,103.30472636815921,619764274,927105800,636051738,1262798628
76,50.5925,75.9053,49.56363636363636,98.89084293511219,621324000,932188950,608688540,1213737453
77,50.8959,76.6231,50.01919504643963,100.85510835913313,618284985,930819785,607634682,1225190882
78,49.8842,74.4794,49.99212121212121,99.49454545454546,636824100,950807550,638201919,1270152342
79,50.6040,75.9205,50.44862155388471,99.92919799498746,602095788,903315252,600246780,1188975585
80,49.9061,74.7913,50.80652962515115,103.06106408706167,632044674,947207758,643448338,1305235191
81,50.2756,75.3743,50.56253968253968,101.64063492063492,601719300,902111175,605153964,1216478316
82,50.5685,75.7417,50.56221792392005,102.74210186976144,575061168,861329238,574990104,1168376196
83,50.9155,76.2001,50.29940828402367,102.8112426035503,649311520,971760140,641455276,1311125046
84,50.6333,76.3811,48.26023944549464,95.91430371770636,614862484,927528568,585676083,1163995752
85,50.6712,75.9475,49.745073891625616,99.47627849661122,636760656,954395568,625122068,1249300100
86,50.1870,75.3359,49.48558616271621,99.78347213324791,590854110,886933663,582596874,1174757004
87,50.3772,74.9597,50.854818523153945,102.05444305381727,606588016,902583958,612339310,1228830405
88,50.0393,75.1261,50.97060662914321,100.30393996247655,610178400,916086288,621534252,1223103636
89,50.7541,75.8990,49.8636926889715,99.03903345724908,624759520,934280730,613418560,1218369078
90,50.4943,75.5891,50.98136645962733,101.66832298136646,632887780,947422210,638992800,1274295510
91,50.3425,75.7072,49.63543003851091,100.32734274711169,596801248,897495248,588419188,1189362790
92,49.6984,74.4246,49.91765439800374,100.45137157107231,604727248,905594340,607016548,1222286664
93,50.9091,76.5960,50.51528384279476,101.3406113537118,624621774,939784398,619790304,1243384646
94,50.2598,75.1957,50.028482972136224,100.16718266253869,601061010,899270760,598294380,1197906850
95,51.1905,76.7744,49.65996228786926,99.78252671275926,624594780,936753753,605920021,1217484426
96,50.8689,76.0597,49.74034462269756,98.13844325609031,646372980,966464433,632033150,1247010850
97,50.5435,75.6196,50.2029702970297,100.56992574257426,599028576,896223904,594992752,1191929014
98,50.3829,75.8575,49.415189873417724,100.12341772151899,590032040,888364480,578699312,1172541340
99,50.5545,75.4049,49.774096385542165,99.17880794701986,612820967,914056605,602997250,1202243328
100,50.6361,76.2049,49.91858297078931,99.77473553204729,617650048,929533781,608898339,1215522378
101,50.9548,76.3332,51.381012658227846,104.41012658227848,615166680,921553960,620311662,1260520488
102,50.6619,75.9937,50.269044740024185,100.9619335347432,625906105,938869915,620677425,1247341780
103,50.6065,76.0785,50.506211180124225,103.3111801242236,622561240,935918760,621327915,1270935171
104,50.3305,75.3178,50.25297432686287,99.86975579211021,619632806,927258125,618678086,1229523828
105,50.3314,75.4972,49.440667094291214,99.03463758819757,603329882,904996382,592652742,1187143155
106,50.6736,76.2727,50.909205548549814,103.31904161412358,614254628,924561872,617111106,1252412552
107,50.0910,75.3500,50.36835599505562,101.18479604449938,604531722,909374248,607878664,1221165103
108,50.8948,76.4538,49.85558912386707,99.35891238670695,645881955,970240440,632694348,1260918252
109,50.2330,75.3291,50.14700315457413,101.34952681388013,607335545,910756850,606296324,1225354292
110,50.8077,76.4905,50.43461288223813,100.55627846454131,586388555,882802079,582082662,1160553495
111,49.7439,74.7887,50.31939908556499,100.61854996734161,571641718,859448284,578254734,1156276782
112,49.5620,74.0749,50.39795918367347,100.80216975111678,586268928,876231328,596157056,1191627608
113,50.3677,75.4232,50.75015974440895,102.97380191693291,597732970,895076710,602272192,1222030782
114,50.6839,76.3415,50.29981143934632,101.09365179132621,604923384,911152544,599962419,1205817480
115,50.4810,75.7323,49.55963894261767,99.50419084461637,593483946,890353101,582651860,1169828980
116,50.3966,75.5335,51.7787610619469,104.69405815423515,603616846,904688848,620170894,1253954446
117,50.4593,75.7432,50.34240506329114,101.97784810126582,599139160,899351800,597750615,1210854375
118,50.6481,76.2455,49.823783117683305,99.9377695625385,628514865,946165179,618286144,1240173554
119,50.7054,76.1024,50.507876496534344,102.05229993698802,621385089,932621181,618964632,1250631954
120,49.6338,74.5171,50.03820895522388,100.12298507462687,634582125,952721575,639752262,1280099898
121,50.8811,76.0951,50.9484412470024,102.36309167165967,648453232,969792478,648922552,1304564784
122,50.6383,75.7677,50.13359023763648,100.75979447655749,596283992,892191816,589962364,1185721714
123,50.8225,76.3850,49.63449163449163,101.36743886743886,601648160,904262045,587205916,1199237825
124,50.8500,76.2829,49.77694704049844,99.23287671232876,611916514,917970328,598630756,1194144424
125,50.9881,76.1259,50.87929915639195,102.62946138870863,586073120,875015243,584822895,1179655768
126,49.8234,75.0317,50.068236714975846,98.15760869565217,629284968,947674152,632377451,1239761223
127,50.7045,76.1017,49.17801374141162,97.27170518425984,632132436,948759004,613101658,1212685084
128,49.8766,75.0003,49.14100185528757,97.34322820037106,603829842,907989159,594924507,1178483748
129,50.3842,75.5247,49.6144578313253,100.49397590361446,596158041,893625974,587049726,1189067937
130,50.6099,75.9465,50.7474807350326,101.95969176052164,636670426,955403771,638401227,1282648742
131,50.6700,76.1096,51.0888178913738,103.87220447284345,602498142,904991400,607090722,1234318080
132,50.6422,75.9600,51.81504702194357,103.52037617554859,611138605,916667235,625292070,1249260090
133,51.1977,77.0282,50.54694391934468,102.16446124763705,598656075,900692328,591046224,1194610680
134,50.3779,75.4797,49.47022332506204,97.86778398510242,625148108,936641316,613884708,1213705170
135,50.8145,76.7752,50.33789670192906,99.69695084007468,629426546,950995281,623523244,1234921804
136,50.9037,76.3889,49.28786057692308,99.30228365384616,641462016,962612352,621099595,1251354947
137,50.1149,75.3350,49.8461038961039,99.64090909090909,572498080,860605900,569427934,1138269846
138,50.8276,76.5802,49.80880503144654,101.97797356828194,604317485,910503844,591831708,1210947339
139,50.3083,75.7242,49.09398496240601,99.0187969924812,610540224,918987972,595803816,1201690536
140,51.0916,76.5152,51.02625,101.970625,625769600,937158400,624969510,1248936215
141,50.6471,75.7587,49.933837429111534,101.7895400126024,603148872,902198391,594654480,1212196160
142,50.4181,75.3489,49.422982885085574,99.77200488997555,608361584,909184889,595989576,1203146217
143,50.1529,75.4100,50.074607329842934,101.43913612565446,573756360,862701160,572860318,1160477513
144,50.1375,75.0647,49.66239590006406,99.38116591928251,588002163,880343121,582430299,1165521742
145,50.2449,75.2606,49.32936507936508,98.5952380952381,569928744,853682760,559544172,1118368152
146,50.1234,75.2233,51.0,101.16539440203562,610574232,916326660,621252828,1232338968
147,50.2212,75.1784,49.1707779886148,99.18469323213156,608043114,910206996,595325262,1200858638
148,50.6827,75.7758,50.9301007556675,102.57556675062972,620452244,927639728,623480793,1255719010
149,50.9787,76.4707,50.03417721518987,99.84620253164557,609816800,914756800,598517834,1194378247
150,50.0022,74.6110,49.316022799240024,99.16466117796074,606125993,904433831,597807990,1202072337
151,50.9943,76.2042,47.879211697393515,95.75651621106167,616364320,921074869,578712776,1157402500
152,50.3423,75.3857,49.87179487179487,99.23514696685429,623520000,933697600,617306045,1228318657
153,50.1789,75.1274,49.77887584928968,99.71463866584311,622864918,932547238,617898864,1237745146
154,50.5438,76.0073,50.360759493670884,101.4253164556962,600621200,903208580,598445970,1205255292
155,50.6750,76.1749,50.12462552426603,101.64589574595566,649801784,976785588,642744414,1303397901
156,50.8267,76.2130,49.63740458015267,100.42684478371501,607317048,910651740,593106030,1199977471
157,50.5068,75.8672,50.46110414052698,101.12923462986198,609202890,915094678,608651645,1219800400
158,50.1654,75.3301,51.12736136502133,102.5624619134674,613706103,921562626,625474500,1254713775
159,50.1448,75.0691,48.935889377749845,98.7762413576367,609920987,913079673,595216765,1201434685
160,50.3867,75.4247,49.26132632961261,98.81089954038083,591964209,886120998,578742850,1160872146
161,50.4625,76.0246,50.43782383419689,101.50550874918989,589809544,888581264,589521320,1185636110
162,50.9216,76.3622,50.49142156862745,102.40257352941177,633751296,950375616,628397652,1274464746
163,50.1474,75.5152,49.53503184713376,100.00382165605096,598595470,901402940,591285310,1193716618
164,49.7496,75.1209,50.15217391304348,100.64099378881987,595519680,899223640,600339075,1204707920
165,50.8181,76.2986,50.09659442724458,99.97153465346534,623142528,935589664,613914728,1225871752
166,50.6417,76.4220,50.42821782178218,99.91893564356435,622943760,940065984,620317104,1229102028
167,50.4542,76.0226,49.06633291614518,98.24640400250156,599102127,902705856,582257808,1166594896
168,51.0977,76.7498,49.08825438027255,98.20571057754705,604577448,908088185,580802310,1161950130
169,51.0861,76.4471,50.3519079345851,100.5956416464891,622576024,931645400,613257387,1225939368
170,51.3548,76.8758,49.201765447667086,97.80517023959646,612982656,917607262,587283884,1167425594
171,50.5555,75.6043,49.56157317859446,99.33010960670535,607219602,908079480,595281280,1193048384
172,50.3515,75.7229,50.14470443349754,101.90024630541872,619905160,932265320,617358735,1254549366
173,50.8492,76.2239,49.32860665844636,99.32182490752157,623034530,933939490,604403094,1216949400
174,50.1078,74.8493,49.33101265822785,99.24367088607595,614757460,918303900,605227395,1217590825
175,51.3439,76.9013,49.72716488730724,100.15361803084222,644395944,965155758,624104960,1256986396
176,51.0898,76.8776,49.93836477987421,100.0069182389937,614038920,923977620,600199718,1201964149
177,50.7414,76.0841,49.648508430609596,100.67595593000648,575539000,862990642,562777858,1141926393
178,49.7873,74.6090,50.240932642487046,101.81347150259067,577997944,866160840,583263868,1181986800
179,51.0827,76.7744,49.590225563909776,99.79323308270676,615047328,924380856,597077424,1201532880
180,50.5483,75.8239,49.95526149968494,101.66519546027743,613604028,920423499,606405071,1233332409
181,50.7632,76.4431,49.74859987554449,99.48164281269446,606326952,913052952,593838888,1187492076
182,50.5824,75.5590,50.189480782198245,101.14362778152393,566878233,846791517,562475067,1133519772
183,50.4490,75.7186,49.79877300613497,100.96932515337423,627758640,942198680,619667048,1256403720
184,50.4599,75.6528,49.28913443830571,99.49416820135052,636303690,953988012,621540372,1254630316
185,50.8073,76.1730,49.74450721908349,99.67482736974263,630006012,944539083,616827512,1235959088
186,49.3620,73.9016,50.018927444794954,101.04731861198738,596007698,892304218,603558640,1219298080
187,50.2378,75.2845,50.3014440433213,99.7280385078219,625044960,936669960,625837086,1240789528
188,50.2391,75.6969,49.58838544990427,100.3694958519464,583113607,878596529,575560935,1164965553
189,50.6143,75.8301,49.5980087118855,100.04107031736154,613282624,918816713,600968160,1212175640
190,50.7787,76.3393,49.577580747308424,101.25253164556962,607263520,912942960,592524027,1210881051
191,50.7413,75.9639,49.796817625459,100.73072215422276,637753468,954769076,625882656,1266057048
192,50.2616,75.4148,49.1435736677116,98.64890282131661,616966735,925725240,603243264,1210927120
193,50.8029,76.1787,50.554763447828904,100.96176279974077,598420147,897328564,595497804,1189255056
194,50.3029,75.3590,50.70904645476772,101.18704156479218,620590424,929709352,625601360,1248352222
195,50.0282,74.9073,51.565006075334146,103.00789793438639,628220590,940636328,647519004,1293504579
196,50.6827,76.0000,51.279819471308834,103.9103803997421,592553346,888549288,599534830,1214861770
197,51.0183,76.4644,50.55596107055961,101.39111922141119,628468320,941926512,622773202,1248985691
198,50.5050,75.7426,50.45814696485623,101.185303514377,593039535,889384805,592489401,1188137565
199,50.3601,75.2034,48.778051787916155,97.3094944512947,633705668,946320216,613797444,1224491688
200,49.9014,74.7467,49.93235831809872,99.85435709932968,611950233,916633062,612330147,1224533253
201,50.3098,75.3969,49.73657612128869,99.53948199620973,616018118,923197685,608999755,1218811685
202,50.4966,75.9454,50.236102435977514,100.39537788881948,625094440,940123210,621869296,1242787556
203,50.3248,75.2928,50.122118380062304,101.59314641744548,618950595,926035245,616457698,1249505791
204,50.2076,75.0546,50.20790273556231,101.92401215805471,621418490,928949595,621422208,1261511460
205,50.9328,76.4499,49.068664169787766,97.9812734082397,607552092,911932092,585315168,1168768836
206,50.7382,76.0365,50.62540716612378,101.37825520833333,591908352,887035392,590207450,1182670615
207,50.8369,76.0682,50.35749690210657,101.74163568773234,616283304,922155672,610471547,1233388821
208,50.3250,75.5343,48.076384468491405,95.48758752387015,601650583,903035936,574768080,1141583710
209,51.1325,76.7331,50.06691221608349,99.20319214241866,638287812,957861774,624986617,1238356126
210,50.8255,76.2708,50.3154651879236,99.87615526802219,631129518,947098404,624795962,1240219449
211,50.3136,75.3384,50.35146966854284,101.70856785490932,610224771,913735758,610683520,1233563720
212,51.1541,76.7727,50.23809523809524,101.62818003913894,588457380,883164366,577920560,1169093184
213,51.0306,76.2905,50.38701464035646,99.6142584341184,608482862,909679695,600809220,1187789460
214,51.1061,76.5256,50.19314641744548,100.79003115264797,625197255,936161190,614028320,1232995696
215,49.8310,74.9873,49.8265931372549,100.22487745098039,613509600,923228928,613455448,1233949448
216,50.4155,75.0550,49.88721804511278,101.34774436090225,606933264,903559440,600573660,1220087793
217,50.6615,75.7858,49.53841536614646,97.86974789915966,632172030,945681576,618157190,1221251990
218,50.5531,75.8732,50.175471698113206,100.45220125786163,602684730,904546230,598182942,1197573062
219,50.2055,75.3705,50.3625,100.525,644651280,967775760,646666587,1290765126
220,51.0573,76.8385,50.41379310344828,100.3742946708464,609307545,916975070,601627620,1197845754
221,50.8560,76.3839,50.34536403235843,102.36963285625389,628470381,943938944,622159450,1265066520
222,49.7050,74.2628,49.76346749226006,99.58415841584159,612144032,914586512,612484528,1226432288
223,50.3740,75.5666,48.6015911872705,98.69400244798041,618535215,927870675,596406650,1211107660
224,50.6522,76.3367,50.35372501514234,101.09267110841914,627117491,945113299,623421866,1251613096
225,51.5758,76.8837,50.732165206508135,100.92177722152691,630828078,940371864,620509780,1234383542
226,50.3777,75.2062,50.852448853068815,102.99566294919455,608521578,908428602,613875100,1244102740
227,50.5836,76.1753,50.391581632653065,102.1109693877551,592642848,892477376,590392608,1196341920
228,50.0448,75.1353,50.44112372982666,102.5451285116557,619229163,929687773,624133648,1268842968
229,50.4300,75.8067,51.35495283018868,104.35908018867924,653443360,982260448,665428720,1352226520
230,50.3885,75.3928,50.22020568663037,101.43038740920097,616778931,922843452,614718670,1240804015
231,50.6846,76.2096,50.115186615186616,100.83462033462034,609632646,916645548,602783460,1212834780
232,50.0563,74.9765,50.77407174323474,102.47954688483323,602830053,902944483,611473720,1234164360
233,50.8418,76.6852,49.237597911227155,99.68342036553524,580433436,875473656,562119264,1138032180
234,50.6103,76.0467,49.66456891126494,100.56513530522341,613682923,922115768,602215627,1219418538
235,50.7614,76.2857,49.88257817485641,100.09827696234844,612800422,920933735,602190864,1208403216
236,50.2271,75.2520,48.984848484848484,97.89148264984227,609652815,913403800,594199536,1188199964
237,50.2744,75.5147,50.47415865384615,101.79927884615384,626253056,940664192,628741654,1268083484
238,50.2813,75.5496,49.62239902080783,99.82252141982865,622441254,935242776,614284808,1235721360
239,50.2533,75.3138,49.29842615012107,98.61477892186554,628947788,942593204,616997016,1233471288
240,50.4209,75.5221,50.02661596958175,101.07097591888467,605707558,907249188,600590736,1213399920
241,49.8634,74.9386,48.95151515151515,97.95272727272727,623394750,936886500,611994290,1224609894
242,50.1552,75.4632,49.06714944042133,98.99144173798551,580382558,873241201,567792394,1145503424
243,50.5729,75.7148,49.152870090634444,98.07306763285024,646707744,968213520,628169256,1254122298
244,50.6833,76.1537,49.65113427345187,98.36725935009197,611882698,919378390,599421362,1187554674
245,50.3617,75.3389,48.58562091503268,97.58954248366013,590306130,883071630,569488096,1143879232
246,50.1647,75.0507,49.99383096853794,99.50462677359654,605242496,905493842,603180720,1200533571
247,51.0595,76.8528,50.20470896010465,99.56115107913669,588726160,886127363,578869783,1147958889
248,50.4893,75.7644,49.44382371198014,99.23774053382992,632079072,948500415,618991234,1242365312
249,50.6280,76.1619,50.55275779376499,102.2679856115108,647881224,974635752,646918384,1308712776
250,50.4927,75.7826,49.94297082228117,100.35145888594164,569473580,854701224,563273406,1131797070
251,50.2938,75.7150,49.725875845113706,100.4339274738783,623938230,939311029,616893000,1245970750
252,50.6523,75.9835,50.40162907268171,100.82268170426065,617787660,926742936,614730122,1229697146
253,50.1955,75.1072,49.4723049434187,99.29107142857143,644016240,963637920,634359768,1273920333
254,50.5383,75.4092,50.8530895334174,102.0517023959647,602253804,898635576,605623377,1215361686
255,50.1337,74.9784,50.434306569343065,100.78223844282239,622681440,931263528,626415270,1251757730
256,50.9578,76.5289,49.6101083032491,101.02767749699157,650772720,977335776,633561168,1290205072
257,50.2466,75.4559,50.12188895979579,100.67007019783024,603436030,906186698,601938224,1208996000
258,51.1539,76.7477,50.12586532410321,100.04842767295598,621478530,932422110,608605650,1215507357
259,49.7459,74.1259,49.29950495049505,97.70420792079207,623661264,929311504,618064344,1224910620
260,50.9036,76.4911,50.338244321669734,100.98772252915899,622743894,935775792,615827510,1235462590
261,50.3246,75.9165,50.838023764853034,102.07879924953096,624668800,942336000,630647820,1266291792
262,51.0988,77.1009,50.50246913580247,101.34753086419754,617257348,931355276,609677928,1223491716
263,50.5724,75.9558,50.729866835764106,102.46924540266329,615531486,924479979,617447718,1247182492
264,50.2479,75.3349,49.91030534351145,100.1279439847231,602928024,903948732,598877547,1200678533
265,50.7731,76.0472,50.979791794243724,101.19350887936314,628891162,941943794,631451250,1253413665
266,51.0194,76.5269,50.72652096869462,101.7690490253987,631753108,947602574,628126320,1260165630
267,50.6989,76.0709,50.39777195281783,102.11926605504587,579707562,869818474,576264151,1167664162
268,50.3463,75.4348,50.97099538562953,103.93139841688654,589158807,882748368,596469622,1215417840
269,50.1968,75.4017,50.54123396456934,102.49175320708613,625083539,938952097,629372752,1276294853
270,50.2726,75.7592,50.4768253968254,101.77142857142857,593211150,893951100,595621492,1200892680
271,50.7871,75.7898,50.490062111801244,101.08198757763975,615707470,918822170,612106170,1225447260
272,50.9177,76.0865,49.21650124069479,97.9485111662531,631107672,943066748,610022193,1214039277
273,50.6078,76.2593,50.90670006261741,101.99686912961803,629189254,948105363,632904930,1268090865
274,50.8988,76.4210,50.0292470441817,98.73677660236466,609531886,915168823,599118444,1182408840
275,50.9755,76.2442,51.50667514303878,103.37571519389701,609001107,910884975,615346900,1235022950
276,49.7837,74.9550,50.21349772874757,101.56716417910448,575911766,867100667,580884153,1174958105
277,49.9216,74.8391,49.37265917602996,98.3776529338327,607885308,911300904,601201095,1197925201
278,51.1347,77.1527,50.822070675759456,102.04835709857409,614561065,927257245,610803176,1226464404
279,49.9900,75.0050,50.29207920792079,101.47957920792079,595618816,893667392,599218456,1209105643
280,50.2098,75.4712,50.61583236321304,103.046565774156,659461172,991246486,664793910,1353424930
281,50.8592,76.2016,50.30012610340479,100.52269861286254,603276336,903880432,596644704,1192369491
282,50.1955,75.4748,50.21331689272503,100.23304562268804,608918264,915580072,609134634,1215920862
283,49.3610,74.3684,50.35414091470952,102.71013597033375,585339006,881884428,597115617,1217969865
284,50.6711,75.9908,48.86514778325123,100.07512315270937,619395224,928900392,597320139,1223303094
285,49.9069,74.4739,50.93847150259067,102.61722797927462,579231600,864362080,591204533,1191000997
286,50.5531,75.6483,49.98434564809017,100.92360676268002,614218976,919124604,607308600,1226219400
287,50.1619,75.4236,50.87971849008317,101.55342290467051,598284740,899581520,606457650,1210459728
288,51.3054,77.3638,50.50216182828907,102.11735639283508,637843906,961810663,627858077,1269553712
289,50.3291,75.3035,49.67006369426752,101.42729591836735,605505040,905970070,597576066,1218708194
290,50.7520,75.9346,49.40241576605213,101.15384615384616,600343315,898227044,584379200,1196544800
291,50.4566,75.8304,49.67739975698663,99.76017000607165,636063165,955928682,625859926,1257590470
292,50.5928,75.9836,50.050251256281406,100.0144472361809,607461032,912324256,600946560,1200859866
293,50.3138,75.5824,50.05559025608994,100.00749531542786,626778692,941559307,623561559,1245831472
294,51.0481,76.3604,49.814745972738535,99.63073110285006,638370894,954906960,622946948,1245909392
295,50.6687,76.0379,50.5929648241206,102.67231638418079,625623669,938866410,624296544,1267730307
296,50.4933,75.8500,48.94859241126071,97.9547123623011,633233824,951231466,613861850,1228445150
297,50.8936,76.2807,51.72739018087855,103.67550096961861,600644124,900261072,610484176,1222782864
298,50.2576,75.2178,49.09846547314578,99.48849104859335,582211512,871363832,568783530,1152529200
299,50.3213,75.7752,50.252402306213966,99.87948717948719,602097993,906655337,601273260,1194298980
300,49.5176,73.7082,48.70044900577293,97.72418216805644,597898326,889986330,588031380,1179966240
