ss_store_sk,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_sales_price,tpcds-06667g-ssales_store_outlier_rate
1.0,56.27981,76.23878,38.442406,1966.0925,0.0029833512155043257
1.0,50.877476,73.32144,36.449562,1792.4812,0.0029833512155043257
1.0,50.43661,74.17581,36.462147,1927.8638,0.0029833512155043257
1.0,49.57176,73.61862,36.52542,1845.3511,0.0029833512155043257
1.0,51.58239,75.33026,36.081493,1840.0114,0.0029833512155043257
1.0,45.911903,72.91363,34.374615,1712.096,0.0029833512155043257
1.0,52.391197,74.39009,36.630314,1783.5288,0.0029833512155043257
1.0,50.404274,76.06728,37.638916,1897.7195,0.0029833512155043257
1.0,51.97555,73.95852,35.854042,1819.7383,0.0029833512155043257
1.0,53.30307,73.98215,38.56409,1918.4713,0.0029833512155043257
1.0,49.85458,73.92007,36.197807,1789.9891,0.0029833512155043257
1.0,49.47368,73.492935,36.121265,1793.2848,0.0029833512155043257
1.0,51.952137,74.75868,36.35019,1888.7921,0.0029833512155043257
1.0,52.56209,74.65436,36.883526,1891.5059,0.0029833512155043257
1.0,52.862465,75.89069,37.751667,1896.7623,0.0029833512155043257
1.0,53.974014,73.83219,34.39468,1830.838,0.0029833512155043257
1.0,50.313618,74.359566,36.749214,1817.6161,0.0029833512155043257
1.0,50.570534,74.00325,36.82366,1862.5986,0.0029833512155043257
1.0,51.032703,74.56181,38.177845,2044.7719,0.0029833512155043257
1.0,52.43771,75.488174,37.886658,1994.1323,0.0029833512155043257
1.0,50.09641,76.299164,35.73478,1848.3074,0.0029833512155043257
1.0,50.42615,74.35111,37.14446,1834.7192,0.0029833512155043257
1.0,52.27157,74.48019,37.564445,1926.8406,0.0029833512155043257
1.0,51.09155,74.27883,36.386196,2000.2471,0.0029833512155043257
1.0,52.579388,74.36788,36.581005,1868.1044,0.0029833512155043257
1.0,52.85385,74.77665,35.729347,1818.8302,0.0029833512155043257
1.0,49.172573,72.9062,35.154793,1817.4514,0.0029833512155043257
1.0,51.539303,74.58855,36.33221,1858.3417,0.0029833512155043257
1.0,50.450462,74.38431,36.99151,1844.205,0.0029833512155043257
1.0,50.94077,76.39967,39.24313,2046.1616,0.0029833512155043257
1.0,51.1688,73.41323,34.176315,1632.138,0.0029833512155043257
1.0,50.93025,74.37445,36.965347,1826.1675,0.0029833512155043257
1.0,50.476116,73.81593,35.44474,1830.8708,0.0029833512155043257
1.0,49.26174,73.19402,37.081467,1942.8147,0.0029833512155043257
1.0,52.268303,73.97823,35.781113,1834.6085,0.0029833512155043257
1.0,52.49475,75.37051,36.971695,1891.5829,0.0029833512155043257
1.0,45.153316,74.06099,35.342537,1834.1156,0.0029833512155043257
1.0,51.655914,75.66175,37.644833,1976.5082,0.0029833512155043257
1.0,48.870136,73.96425,38.01146,1948.5923,0.0029833512155043257
1.0,50.522682,74.80776,37.131645,1845.3904,0.0029833512155043257
1.0,49.680065,73.30521,34.970066,1715.0096,0.0029833512155043257
1.0,54.29379,75.73923,37.92934,2009.8846,0.0029833512155043257
1.0,51.317448,74.64368,37.212868,1868.3005,0.0029833512155043257
1.0,51.51796,76.67282,38.699112,2059.2266,0.0029833512155043257
1.0,51.437504,74.42115,36.603672,1885.8633,0.0029833512155043257
1.0,50.136944,74.839775,37.289066,1903.1582,0.0029833512155043257
1.0,50.72832,75.568665,38.21464,1933.1688,0.0029833512155043257
1.0,50.80265,73.79361,35.919647,1815.5046,0.0029833512155043257
1.0,50.37175,74.79472,35.452362,1762.9373,0.0029833512155043257
1.0,50.720825,74.41164,37.259525,1846.2405,0.0029833512155043257
1.0,55.374977,74.01899,37.539833,1920.3931,0.0029833512155043257
1.0,52.820915,75.23216,36.683865,1751.5823,0.0029833512155043257
1.0,49.747513,73.339165,35.33041,1717.5616,0.0029833512155043257
1.0,50.856033,74.09429,36.118416,1801.6023,0.0029833512155043257
1.0,50.21983,74.87288,37.064713,1947.2576,0.0029833512155043257
1.0,49.236725,74.46399,36.79327,1825.7101,0.0029833512155043257
1.0,50.948498,74.05375,37.01374,1885.0364,0.0029833512155043257
1.0,49.978153,73.99864,37.02741,1787.7722,0.0029833512155043257
1.0,50.85637,74.3514,36.815228,1823.5029,0.0029833512155043257
1.0,50.314423,74.39936,37.17723,1861.3192,0.0029833512155043257
1.0,50.826904,74.79791,36.809074,1874.8616,0.0029833512155043257
2.0,49.33389,72.1842,37.123325,1952.912,0.0029762671182078596
1.0,52.446712,77.15151,36.680367,1814.8944,0.0029833512155043257
1.0,49.379112,76.15892,36.89869,1889.4282,0.0029833512155043257
1.0,51.398003,74.84863,37.381126,1892.6029,0.0029833512155043257
1.0,52.512543,74.05748,34.234478,1730.812,0.0029833512155043257
1.0,48.06831,73.66195,34.378838,1614.8662,0.0029833512155043257
1.0,50.71266,74.32778,37.033363,1830.4379,0.0029833512155043257
1.0,51.16008,75.62428,37.247234,1906.0863,0.0029833512155043257
1.0,50.562584,74.10727,37.016624,1823.6836,0.0029833512155043257
1.0,48.013687,72.99716,35.34623,1806.3218,0.0029833512155043257
1.0,49.888546,74.19467,36.481125,1854.0985,0.0029833512155043257
1.0,49.12289,74.85516,37.035534,1982.6699,0.0029833512155043257
1.0,55.087242,76.029526,37.89134,1984.166,0.0029833512155043257
1.0,51.89383,74.650444,37.684025,1858.592,0.0029833512155043257
1.0,54.075127,75.760925,37.37173,1854.0548,0.0029833512155043257
1.0,52.04441,74.60434,38.142826,1924.5187,0.0029833512155043257
1.0,50.93716,74.908394,37.28127,1931.9451,0.0029833512155043257
1.0,49.111515,74.415794,36.370266,1911.6013,0.0029833512155043257
1.0,52.8901,75.32412,37.91457,1899.2338,0.0029833512155043257
1.0,49.69966,74.729576,36.48093,1860.7726,0.0029833512155043257
1.0,53.769917,75.84328,37.979504,1951.8112,0.0029833512155043257
1.0,58.310078,78.07216,39.849567,2090.6775,0.0029833512155043257
1.0,47.522346,72.297646,35.28961,1873.7927,0.0029833512155043257
1.0,54.426727,74.476944,37.768105,1904.308,0.0029833512155043257
2.0,43.16267,71.45013,32.7792,1665.062,0.0029762671182078596
1.0,50.816647,74.02833,37.165356,1885.9841,0.0029833512155043257
1.0,51.532455,74.03667,36.251385,1769.5361,0.0029833512155043257
1.0,50.796757,73.228836,35.169537,1768.5167,0.0029833512155043257
1.0,51.16153,74.644066,37.34102,1880.9421,0.0029833512155043257
1.0,52.888264,75.147194,37.03071,1852.8629,0.0029833512155043257
1.0,51.98785,74.81879,37.44321,1893.8789,0.0029833512155043257
1.0,49.46361,74.31334,36.480106,1918.8225,0.0029833512155043257
1.0,50.632874,74.29222,35.691895,1888.0483,0.0029833512155043257
1.0,51.396847,74.33518,36.614777,1826.7797,0.0029833512155043257
1.0,50.305943,73.91946,35.258514,1745.0951,0.0029833512155043257
1.0,53.293583,73.937996,37.869114,1876.7296,0.0029833512155043257
1.0,49.50269,74.54451,37.081997,1866.035,0.0029833512155043257
1.0,51.937775,74.95282,37.970768,1927.3567,0.0029833512155043257
1.0,51.667576,74.44944,36.124798,1845.0135,0.0029833512155043257
1.0,51.300877,74.01558,36.358044,1730.3947,0.0029833512155043257
1.0,50.805626,74.92041,37.754494,1921.3749,0.0029833512155043257
2.0,50.396378,73.17571,35.621956,1767.2532,0.0029762671182078596
1.0,50.48827,74.286514,35.944073,1789.4813,0.0029833512155043257
1.0,54.251595,76.1501,37.310696,1882.5436,0.0029833512155043257
1.0,57.14959,77.4279,39.716923,2064.065,0.0029833512155043257
1.0,52.23502,75.96371,38.76492,2039.5298,0.0029833512155043257
1.0,51.713203,74.61279,36.593807,1798.3429,0.0029833512155043257
1.0,52.06353,75.31102,37.704556,1966.6942,0.0029833512155043257
1.0,48.689144,75.40732,37.169926,1808.7843,0.0029833512155043257
1.0,49.689014,72.3572,34.375835,1696.7108,0.0029833512155043257
1.0,49.050175,74.50873,36.343086,1925.4774,0.0029833512155043257
1.0,55.81964,74.66416,38.97777,1909.3817,0.0029833512155043257
1.0,49.469444,73.75112,35.574123,1769.91,0.0029833512155043257
1.0,50.854893,74.41735,37.2016,1846.2072,0.0029833512155043257
1.0,50.209618,74.00872,35.6369,1769.0854,0.0029833512155043257
1.0,52.55905,74.53001,35.056828,1927.7109,0.0029833512155043257
1.0,51.76609,75.62346,37.688694,1854.3434,0.0029833512155043257
1.0,53.164955,74.881996,36.877632,1866.9707,0.0029833512155043257
1.0,52.439903,74.10395,36.570805,1862.9235,0.0029833512155043257
1.0,46.80185,74.05818,35.975185,1850.0913,0.0029833512155043257
1.0,55.158165,75.64527,40.17647,2082.4043,0.0029833512155043257
1.0,50.262146,75.33286,36.62322,1837.2084,0.0029833512155043257
1.0,53.182426,74.45661,36.798294,1869.4498,0.0029833512155043257
1.0,50.18625,74.04584,36.80455,1817.5265,0.0029833512155043257
1.0,49.679794,74.03655,36.258087,1758.7152,0.0029833512155043257
1.0,51.335934,74.91709,37.856823,1958.1876,0.0029833512155043257
1.0,52.716434,74.884056,37.35476,1867.6945,0.0029833512155043257
1.0,50.85519,74.235275,36.790268,1873.3271,0.0029833512155043257
1.0,51.707123,76.54755,37.044765,1822.5288,0.0029833512155043257
1.0,48.681892,74.13601,36.534878,1885.3842,0.0029833512155043257
1.0,51.596268,74.876625,37.12711,1818.4917,0.0029833512155043257
1.0,49.17774,73.41434,35.156353,1745.6362,0.0029833512155043257
1.0,50.529785,75.28673,37.0006,2008.5375,0.0029833512155043257
1.0,50.924698,74.87805,37.79063,1878.9241,0.0029833512155043257
1.0,49.69344,73.27162,36.05731,1780.1376,0.0029833512155043257
1.0,50.488583,74.69801,37.46074,1942.3396,0.0029833512155043257
1.0,48.890446,76.86905,38.521095,1953.1648,0.0029833512155043257
1.0,50.044968,73.511055,35.587086,1745.5403,0.0029833512155043257
1.0,55.005356,76.61991,38.151047,2061.1606,0.0029833512155043257
2.0,47.984024,72.05139,34.107536,1589.6105,0.0029762671182078596
1.0,51.585407,74.21983,37.41272,1879.5782,0.0029833512155043257
1.0,47.482914,74.13355,35.240044,1785.6525,0.0029833512155043257
1.0,51.667065,74.41652,35.500435,1703.6721,0.0029833512155043257
1.0,51.644413,73.27432,35.332756,1765.9832,0.0029833512155043257
1.0,50.290634,73.79227,36.07954,1781.0883,0.0029833512155043257
1.0,53.8441,77.996994,38.684258,1957.8798,0.0029833512155043257
1.0,50.363716,73.56927,35.726177,1807.9069,0.0029833512155043257
1.0,50.608803,74.286125,37.033283,1818.5044,0.0029833512155043257
1.0,49.053734,73.63609,35.43631,1794.581,0.0029833512155043257
1.0,50.56336,74.05359,36.512188,1807.9028,0.0029833512155043257
1.0,50.342644,72.0923,33.170208,1763.6019,0.0029833512155043257
1.0,46.261257,74.059204,35.521336,1784.4956,0.0029833512155043257
2.0,47.80665,73.16416,35.459995,1717.6799,0.0029762671182078596
1.0,48.616783,74.18552,36.684933,1842.2538,0.0029833512155043257
1.0,52.718822,74.40541,37.46138,1866.7684,0.0029833512155043257
1.0,49.887,74.91239,37.343605,1878.2083,0.0029833512155043257
1.0,52.380207,74.96996,37.004578,1897.745,0.0029833512155043257
1.0,50.949154,74.76848,37.095448,1890.1156,0.0029833512155043257
1.0,49.815052,73.726364,34.928467,1726.0059,0.0029833512155043257
1.0,49.656586,73.768875,35.593395,1746.353,0.0029833512155043257
1.0,50.083885,74.20729,37.453674,1946.0594,0.0029833512155043257
1.0,52.861782,76.081604,38.11484,1899.906,0.0029833512155043257
1.0,42.85047,70.18947,26.981081,1334.374,0.0029833512155043257
1.0,49.338436,73.85477,36.314674,1737.619,0.0029833512155043257
1.0,51.687656,74.782646,36.957596,1821.741,0.0029833512155043257
1.0,49.079857,73.632416,36.638737,1850.4752,0.0029833512155043257
1.0,47.061024,73.483475,35.77355,1859.2878,0.0029833512155043257
1.0,48.276215,73.12897,35.609352,1801.189,0.0029833512155043257
1.0,54.361404,75.676575,38.59197,2086.5632,0.0029833512155043257
1.0,46.091335,73.15982,34.69919,1732.8384,0.0029833512155043257
1.0,51.925053,75.947174,36.725296,1823.0134,0.0029833512155043257
1.0,47.704628,72.98522,35.377388,1738.9338,0.0029833512155043257
1.0,51.345646,74.12866,37.1905,1966.6863,0.0029833512155043257
1.0,48.83511,76.31633,36.761013,2007.5652,0.0029833512155043257
1.0,55.267994,74.20645,37.275665,1925.0901,0.0029833512155043257
1.0,55.129955,75.69424,36.93749,1905.4633,0.0029833512155043257
1.0,50.77149,74.536415,37.17877,1862.3853,0.0029833512155043257
1.0,55.007,75.357185,38.50978,1942.8253,0.0029833512155043257
1.0,51.43161,75.6531,37.67489,1877.4576,0.0029833512155043257
1.0,49.818882,74.97567,37.717613,1901.3613,0.0029833512155043257
1.0,49.7062,74.42109,36.490128,1830.6805,0.0029833512155043257
1.0,53.99823,76.58628,38.873394,2019.3647,0.0029833512155043257
1.0,48.787758,74.000496,36.793777,1843.293,0.0029833512155043257
1.0,47.39918,73.306786,35.642654,1751.3412,0.0029833512155043257
1.0,55.03695,77.380875,38.819454,2006.9801,0.0029833512155043257
1.0,51.986877,74.91313,38.5041,1963.925,0.0029833512155043257
1.0,50.874695,74.6285,36.95625,1868.9993,0.0029833512155043257
1.0,50.193523,74.21062,36.733963,1841.803,0.0029833512155043257
1.0,50.975666,74.63022,37.37722,1854.6315,0.0029833512155043257
1.0,51.285683,74.47521,36.83001,1809.1199,0.0029833512155043257
1.0,51.003147,75.366615,37.935356,1922.3523,0.0029833512155043257
1.0,50.357147,74.71613,35.95233,1838.5293,0.0029833512155043257
1.0,51.139256,74.81954,37.26697,1889.0496,0.0029833512155043257
1.0,51.328014,75.57306,36.629635,1919.5171,0.0029833512155043257
1.0,50.321983,73.70565,34.568684,1721.9761,0.0029833512155043257
1.0,49.927563,73.997116,36.453697,1790.2025,0.0029833512155043257
1.0,50.113594,74.115234,36.462074,1845.1396,0.0029833512155043257
1.0,55.05186,76.21151,38.149967,1940.6798,0.0029833512155043257
1.0,48.622307,73.95245,36.14648,1748.8632,0.0029833512155043257
1.0,50.448914,74.85715,36.746574,1920.3663,0.0029833512155043257
1.0,49.81435,73.40242,35.43996,1763.1631,0.0029833512155043257
1.0,53.097122,75.2231,37.06165,1867.2014,0.0029833512155043257
1.0,48.301273,70.710266,34.149437,1889.6615,0.0029833512155043257
1.0,50.200912,75.55818,37.296032,1884.5365,0.0029833512155043257
1.0,51.6708,73.997406,37.376457,1860.3082,0.0029833512155043257
1.0,51.36875,75.147865,37.453785,1917.5938,0.0029833512155043257
1.0,45.19507,73.71816,35.466442,1814.1989,0.0029833512155043257
1.0,51.24807,75.5081,36.049572,1805.8064,0.0029833512155043257
1.0,52.225677,75.072205,36.783142,1867.9701,0.0029833512155043257
1.0,49.10335,74.262955,36.792385,1799.334,0.0029833512155043257
1.0,49.607475,73.36032,35.61098,1801.1663,0.0029833512155043257
1.0,51.194344,73.87313,36.952965,1838.7303,0.0029833512155043257
1.0,52.722813,75.89892,37.903435,1936.3326,0.0029833512155043257
1.0,50.521576,75.03016,36.92274,1836.3964,0.0029833512155043257
1.0,50.136524,74.41808,36.853947,1849.88,0.0029833512155043257
1.0,49.410583,72.99625,34.842377,1734.2051,0.0029833512155043257
1.0,50.372654,73.975876,36.56606,1879.534,0.0029833512155043257
1.0,52.63413,74.73547,37.492054,1948.1666,0.0029833512155043257
1.0,52.23525,74.89417,37.123127,1866.7147,0.0029833512155043257
1.0,48.53742,71.52967,33.227646,1646.8037,0.0029833512155043257
1.0,46.683064,71.83851,33.883133,1713.4255,0.0029833512155043257
1.0,48.740124,73.311325,34.167755,1678.1127,0.0029833512155043257
1.0,47.895565,74.22828,37.363045,1879.313,0.0029833512155043257
1.0,49.884167,74.06584,35.854984,1806.663,0.0029833512155043257
1.0,49.196716,73.77119,35.79513,1808.1381,0.0029833512155043257
1.0,52.086567,75.932495,37.066204,1864.1533,0.0029833512155043257
1.0,52.350155,75.57864,37.78106,1872.2339,0.0029833512155043257
1.0,47.445473,71.34437,36.23929,1785.3635,0.0029833512155043257
1.0,55.312798,75.84005,37.058914,1815.5825,0.0029833512155043257
1.0,49.295536,72.53342,33.47362,1763.0096,0.0029833512155043257
1.0,50.078117,72.78839,34.636993,1674.7378,0.0029833512155043257
1.0,47.886814,73.900215,35.435677,1742.5098,0.0029833512155043257
1.0,49.461414,74.36622,36.89747,1858.9788,0.0029833512155043257
1.0,51.840855,74.168625,37.22371,1841.2734,0.0029833512155043257
1.0,50.434795,73.437965,35.882755,1791.4707,0.0029833512155043257
1.0,50.30461,75.198235,36.880177,1782.6287,0.0029833512155043257
1.0,50.844078,75.391,36.091175,1862.1179,0.0029833512155043257
1.0,50.526196,73.78088,36.1665,1774.3242,0.0029833512155043257
1.0,49.943275,73.88196,36.972176,1867.6954,0.0029833512155043257
1.0,49.226288,74.76655,35.8161,1744.3301,0.0029833512155043257
1.0,47.559227,72.75448,34.80618,1747.6163,0.0029833512155043257
1.0,50.72355,76.22607,37.56552,1886.1711,0.0029833512155043257
1.0,51.14667,74.07837,36.61655,1806.1096,0.0029833512155043257
1.0,51.29575,74.10553,37.301918,1881.3606,0.0029833512155043257
1.0,50.42218,73.85907,36.265182,1814.9441,0.0029833512155043257
1.0,50.73279,74.37353,37.0665,1841.6687,0.0029833512155043257
1.0,53.491703,76.75802,37.568684,2011.6583,0.0029833512155043257
1.0,52.544434,74.478355,36.635754,1782.2216,0.0029833512155043257
1.0,50.48404,74.601456,37.382694,1894.7808,0.0029833512155043257
1.0,51.05897,74.59495,36.95242,1846.7764,0.0029833512155043257
1.0,50.97335,74.53976,36.370598,1836.0416,0.0029833512155043257
1.0,50.231224,74.11916,36.54487,1829.8085,0.0029833512155043257
1.0,52.459255,74.73137,36.323246,1821.3247,0.0029833512155043257
1.0,49.643375,70.864555,34.65689,1721.9728,0.0029833512155043257
1.0,49.14986,73.98109,36.19528,1823.0996,0.0029833512155043257
1.0,52.21551,73.0347,34.630077,1798.5366,0.0029833512155043257
1.0,47.932617,74.543365,36.83542,1951.9518,0.0029833512155043257
1.0,48.717537,72.14793,34.000805,1746.4019,0.0029833512155043257
1.0,53.350483,75.66376,37.973274,1952.3815,0.0029833512155043257
1.0,49.872,74.14096,36.842342,1858.7592,0.0029833512155043257
1.0,50.214577,73.72261,35.88257,1781.7131,0.0029833512155043257
1.0,50.471645,74.57195,36.188606,1924.7389,0.0029833512155043257
1.0,49.274685,73.66807,35.5523,1756.162,0.0029833512155043257
1.0,50.29496,74.88301,37.82798,1992.922,0.0029833512155043257
1.0,48.974102,75.63737,36.886433,1881.7366,0.0029833512155043257
1.0,48.331413,74.65029,35.850136,1825.4661,0.0029833512155043257
1.0,50.5615,74.878914,35.349712,1779.1083,0.0029833512155043257
1.0,49.61649,74.88297,36.015713,1793.8322,0.0029833512155043257
1.0,51.714108,75.516525,37.45376,1931.9006,0.0029833512155043257
1.0,52.93795,73.82401,36.518192,1892.121,0.0029833512155043257
1.0,51.270645,75.15547,36.88123,1869.822,0.0029833512155043257
1.0,53.1432,74.6672,37.892998,1908.571,0.0029833512155043257
1.0,50.404236,74.3272,37.141075,1839.5704,0.0029833512155043257
1.0,50.676735,73.563484,36.203293,1895.771,0.0029833512155043257
2.0,49.10431,72.645775,37.47011,1959.2517,0.0029762671182078596
1.0,50.616863,73.23456,36.041622,1822.0388,0.0029833512155043257
1.0,50.234257,72.78468,34.731255,1682.7305,0.0029833512155043257
1.0,49.11099,71.71391,32.662006,1627.6433,0.0029833512155043257
1.0,48.003773,74.73263,37.40595,1907.0812,0.0029833512155043257
1.0,51.341045,74.811066,36.918262,1868.603,0.0029833512155043257
1.0,53.054733,74.3037,38.216263,1892.8866,0.0029833512155043257
1.0,52.843315,73.32162,36.848476,1813.9294,0.0029833512155043257
1.0,51.973274,76.1418,37.975464,1915.8923,0.0029833512155043257
1.0,51.981316,74.823715,36.677837,1881.2837,0.0029833512155043257
1.0,54.008602,74.455666,37.706417,1979.3168,0.0029833512155043257
1.0,44.906242,72.18547,34.53185,1769.3041,0.0029833512155043257
1.0,54.067368,75.40713,37.736656,2096.643,0.0029833512155043257
1.0,47.49649,74.65766,36.53307,2100.834,0.0029833512155043257
1.0,47.149036,72.704445,34.419582,1918.2214,0.0029833512155043257
1.0,50.629635,73.8167,35.362434,1813.4723,0.0029833512155043257
1.0,50.21365,73.719894,34.760136,1709.1923,0.0029833512155043257
1.0,51.259056,74.06384,36.519608,1847.428,0.0029833512155043257
1.0,52.37097,74.697754,36.892376,1828.5251,0.0029833512155043257
1.0,53.131943,76.17116,37.482574,1902.6599,0.0029833512155043257
1.0,52.10664,74.66021,36.727215,1821.7367,0.0029833512155043257
1.0,51.505665,74.2853,37.635105,1891.9501,0.0029833512155043257
1.0,50.857864,73.25642,35.51648,1859.5009,0.0029833512155043257
1.0,52.35291,75.10959,37.113693,1860.8567,0.0029833512155043257
1.0,51.09509,74.370575,37.0253,1904.2245,0.0029833512155043257
1.0,50.511124,75.32144,37.846653,1959.4352,0.0029833512155043257
1.0,52.180077,74.80988,37.432453,1884.5642,0.0029833512155043257
1.0,50.890907,74.43051,37.977528,1884.2915,0.0029833512155043257
1.0,43.668125,72.998116,34.861877,1769.21,0.0029833512155043257
1.0,54.277428,74.66494,36.791508,1887.278,0.0029833512155043257
1.0,51.61222,74.133194,35.968094,1801.0203,0.0029833512155043257
1.0,53.50103,74.047485,38.643414,1981.5208,0.0029833512155043257
1.0,48.604485,72.60999,34.84245,1738.8501,0.0029833512155043257
1.0,49.745327,73.69848,36.2713,1793.4127,0.0029833512155043257
1.0,53.160164,74.835625,35.721348,1758.0264,0.0029833512155043257
2.0,42.397408,72.61208,34.46403,1768.8943,0.0029762671182078596
1.0,53.068893,75.28699,37.17111,1845.431,0.0029833512155043257
1.0,49.81498,74.42048,36.990505,1904.8221,0.0029833512155043257
1.0,51.479263,74.47855,37.142982,1851.9312,0.0029833512155043257
1.0,53.614056,76.11535,37.563656,1886.8019,0.0029833512155043257
1.0,51.22919,74.85314,37.86492,1907.2136,0.0029833512155043257
1.0,53.420925,75.61812,37.40588,1925.0157,0.0029833512155043257
1.0,50.55456,74.354546,37.0794,1835.7512,0.0029833512155043257
1.0,52.76375,75.428154,37.82007,1880.8021,0.0029833512155043257
1.0,52.540432,74.21658,37.46706,1827.8157,0.0029833512155043257
1.0,48.27747,72.2854,33.65628,1649.8547,0.0029833512155043257
1.0,56.4081,76.665306,36.448242,1845.2065,0.0029833512155043257
1.0,52.199905,74.94652,36.56319,1828.8931,0.0029833512155043257
1.0,45.866905,73.43084,36.944107,1858.5883,0.0029833512155043257
1.0,50.02786,76.0553,35.692097,1806.6045,0.0029833512155043257
1.0,48.29611,73.71385,34.75947,1703.666,0.0029833512155043257
1.0,47.44727,73.39585,34.302128,1776.7068,0.0029833512155043257
1.0,45.71994,74.04769,36.29452,1700.3495,0.0029833512155043257
1.0,54.179413,76.141556,37.36101,2010.7031,0.0029833512155043257
1.0,53.175037,75.59547,36.599743,1838.4702,0.0029833512155043257
1.0,52.00667,74.11124,37.300167,1820.9197,0.0029833512155043257
1.0,49.17393,73.80157,36.068405,1776.1365,0.0029833512155043257
1.0,51.468895,75.68451,38.464085,1980.795,0.0029833512155043257
1.0,53.77231,75.14492,32.89847,1779.2625,0.0029833512155043257
1.0,51.285557,74.07362,36.244328,1801.8752,0.0029833512155043257
1.0,51.22174,74.50332,36.715015,1805.7262,0.0029833512155043257
1.0,50.5079,73.897194,36.828857,1841.2396,0.0029833512155043257
2.0,51.625282,73.24822,37.92962,1933.2261,0.0029762671182078596
1.0,53.01822,73.91621,35.505882,1705.6495,0.0029833512155043257
1.0,47.78444,73.90971,35.5112,1890.0437,0.0029833512155043257
1.0,50.394382,73.92992,36.28951,1803.9089,0.0029833512155043257
1.0,50.34621,73.53321,35.708355,1824.4629,0.0029833512155043257
1.0,52.89022,75.40688,37.40359,1948.4205,0.0029833512155043257
1.0,52.948532,74.22091,37.027664,1902.4023,0.0029833512155043257
1.0,50.59186,74.391014,36.858147,1806.3665,0.0029833512155043257
1.0,50.32409,74.75186,36.767017,2025.4127,0.0029833512155043257
1.0,50.384487,73.89777,36.3725,1798.007,0.0029833512155043257
1.0,55.33224,76.58601,37.609337,1877.0233,0.0029833512155043257
1.0,51.258392,74.50415,35.24345,1848.8114,0.0029833512155043257
1.0,51.984436,74.23483,37.62135,1881.9507,0.0029833512155043257
1.0,48.501812,72.661255,34.61987,1673.9509,0.0029833512155043257
1.0,50.565445,74.20064,36.833992,1824.4666,0.0029833512155043257
1.0,51.00282,74.62139,37.12315,1860.745,0.0029833512155043257
1.0,50.49477,74.27808,37.00662,1871.6968,0.0029833512155043257
1.0,50.46727,74.68997,36.684284,1794.6229,0.0029833512155043257
1.0,55.71929,75.85204,36.603405,1883.0964,0.0029833512155043257
1.0,49.322044,74.133224,36.910717,1811.893,0.0029833512155043257
1.0,50.61244,74.10208,37.994946,1939.6027,0.0029833512155043257
1.0,50.20052,74.26231,36.5032,1860.4612,0.0029833512155043257
1.0,50.398453,73.76848,35.652462,1780.922,0.0029833512155043257
