a_unique_carrier,a_taxi_out,a_air_time,a_distance,flights-flight-a-inc_rate
9E,10.149936229351374,1169.0366594003278,425.3994916877931,0.05736241558643173
9E,10.473012694101483,1145.8819180670494,262.8246480990491,0.05736241558643173
9E,25.35512245932244,1160.886062192165,412.17804910530157,0.05736241558643173
9E,4.993744472825014,1300.8877295473658,265.7174044635111,0.05736241558643173
9E,22.64343946338423,1196.7966732185616,843.7448183831748,0.05736241558643173
9E,14.054378749256598,1388.3563921353564,2234.3431782547573,0.05736241558643173
9E,8.282701850242566,1441.8794336462283,1913.813944447953,0.05736241558643173
9E,7.896447564905563,1221.1171172035542,650.7022923169401,0.05736241558643173
9E,8.466701786707333,1285.9600552184543,1751.1891104403308,0.05736241558643173
9E,10.180477663923993,1174.4253959163395,536.8830282686234,0.05736241558643173
9E,8.320257766382326,1159.6307318749402,1427.9221122142533,0.05736241558643173
9E,37.89888031598461,1157.5226910405079,1332.7924693416417,0.05736241558643173
9E,16.459351292756953,1300.5512776018184,1098.1259092985892,0.05736241558643173
9E,3.8520188005248253,1349.0046678475096,2304.7175536495647,0.05736241558643173
9E,12.435373412905657,1193.920228865083,606.708291077101,0.05736241558643173
9E,34.141137057576124,1162.1914638167202,374.5460471297406,0.05736241558643173
9E,16.760800275052894,1360.9965753447184,2634.9116271944986,0.05736241558643173
9E,16.977252819286424,1256.1449502213231,1008.232608471209,0.05736241558643173
9E,7.865091182460433,1163.9450958789062,326.5152690882698,0.05736241558643173
9E,35.20205232394353,1239.3213029665637,1110.148305194425,0.05736241558643173
9E,42.857796648804836,1142.2045430085116,194.6357151057078,0.05736241558643173
9E,20.939105690898177,1231.2071111507057,1125.3058813633584,0.05736241558643173
9E,24.11701058680223,1220.406140404829,825.9253153814759,0.05736241558643173
9E,10.13088102034899,1217.306582232505,832.4194702673308,0.05736241558643173
9E,15.266745474633444,1165.5931129832495,312.47651008777905,0.05736241558643173
9E,16.532166907450268,1191.830708187975,812.3584593188925,0.05736241558643173
9E,13.267819999985079,1220.1857315411285,869.002547375463,0.05736241558643173
9E,25.881790865097585,1220.9270141753152,860.677263279332,0.05736241558643173
9E,12.382192491163803,1157.19470087298,371.4312694709102,0.05736241558643173
9E,7.751768908314327,1233.2082103075759,945.3335270401608,0.05736241558643173
9E,35.58943798051754,1137.3518871471617,170.64798665191842,0.05736241558643173
9E,13.546355875307722,1157.348773783849,231.8457113496509,0.05736241558643173
9E,6.511611659249008,1201.2027185117558,674.4110451013299,0.05736241558643173
9E,6.484513077455972,1171.3262020520428,264.9200529381761,0.05736241558643173
9E,67.88755492878018,1260.7809692702838,636.1535085989518,0.05736241558643173
9E,17.03784819981128,1263.0248161673733,2021.269787666314,0.05736241558643173
9E,16.60020184562523,1174.4366258470045,435.24892207274377,0.05736241558643173
9E,7.039825817148229,1241.1835683391103,520.9787480777422,0.05736241558643173
9E,12.792579923874154,1150.413366026488,274.17064844643943,0.05736241558643173
9E,12.291084027802281,1288.6788908332735,1085.0246725981199,0.05736241558643173
9E,17.96664478808251,1444.2664136190535,2110.643170963957,0.05736241558643173
9E,24.553455681913942,1328.327564952338,426.16467935752416,0.05736241558643173
9E,15.190926228936371,1245.6361774246602,1047.2123702755343,0.05736241558643173
9E,16.05988550823307,1176.8058020208134,458.975385052168,0.05736241558643173
9E,12.264337694580144,1186.3900422481602,1015.9359407282509,0.05736241558643173
9E,9.838350830185412,1268.4736512444917,1059.7683694258878,0.05736241558643173
9E,14.741816331812208,1146.5052044882293,230.43661587108824,0.05736241558643173
9E,9.778659595339608,1214.1472190824436,1579.0392177880003,0.05736241558643173
9E,16.563163431333315,1245.1857902403706,1132.2614276587994,0.05736241558643173
9E,7.976343100933445,1156.5587872800852,271.64833204126444,0.05736241558643173
9E,22.66301914400448,1308.993592871353,1306.9042295616441,0.05736241558643173
9E,15.750358856269248,1217.0540731127542,939.391407103509,0.05736241558643173
9E,14.249268506631404,1157.3858292743182,166.9464294037836,0.05736241558643173
9E,18.869725761626043,1205.700643727654,565.8132984101693,0.05736241558643173
9E,11.74098550840656,1190.7096597540212,603.1086231849372,0.05736241558643173
9E,8.153928779361296,1218.6642751696788,942.3566722024743,0.05736241558643173
9E,9.142113882668973,1237.0223866020344,1016.6107370231742,0.05736241558643173
9E,14.09319790692223,1356.0170612962002,763.9072323207303,0.05736241558643173
9E,9.517448342420867,1188.3358396418187,746.2936811049321,0.05736241558643173
9E,10.067644612394869,1271.6534821284124,1279.5558007060263,0.05736241558643173
9E,10.148022323578656,1164.4391017551752,283.41308913230796,0.05736241558643173
9E,10.061221600734067,1353.3035080632117,1132.928671839005,0.05736241558643173
9E,11.504111299903869,1258.7650719061828,996.7585889099181,0.05736241558643173
9E,17.712067462431335,1240.8679012756454,1140.058405817983,0.05736241558643173
9E,15.847214739273962,1177.8195110853433,532.0130634961632,0.05736241558643173
9E,20.236823818629855,1260.6484135854178,1574.6434000248544,0.05736241558643173
9E,13.30525514215712,1282.5103397302732,1212.6751836453573,0.05736241558643173
9E,43.45471350951948,1240.0910345086954,962.4956873898225,0.05736241558643173
9E,14.638708131722368,1121.5475221667782,44.336869009462845,0.05736241558643173
9E,15.522050783849092,1163.1708842542964,500.6523818818449,0.05736241558643173
9E,12.962725990931242,1209.8705932757744,1018.7316740614084,0.05736241558643173
9E,13.86136965318673,1231.0588164120857,645.2966462773053,0.05736241558643173
9E,29.3899073740493,1174.8727466729947,352.14903506127854,0.05736241558643173
9E,9.25141898169696,1202.341710224417,455.2635277663965,0.05736241558643173
9E,9.083932922416924,1132.0124575228076,184.59021667211934,0.05736241558643173
9E,13.070139697716773,1167.6405183843478,384.0521522033588,0.05736241558643173
9E,8.393271899836234,1386.4202960720945,2351.130966003201,0.05736241558643173
9E,42.04873853717991,1200.2740545008364,703.5255748203593,0.05736241558643173
9E,16.94181386627257,1250.1598340756927,557.4035400571431,0.05736241558643173
9E,5.85939895156576,1302.000735817299,1629.481254116851,0.05736241558643173
9E,25.11539527404323,1225.936107110387,1140.3464505959623,0.05736241558643173
9E,13.928286531162469,1374.701447729392,585.9744488925912,0.05736241558643173
9E,14.924436588067898,1191.0970895895825,663.3942909276067,0.05736241558643173
9E,10.755638183893092,1151.4274424081434,329.12505834505487,0.05736241558643173
9E,14.42236456682832,1169.3809163871329,237.2692742399253,0.05736241558643173
9E,14.527838435653765,1138.8487794601135,106.10749228237643,0.05736241558643173
9E,35.216086348580795,1195.4152699905412,657.9464621526165,0.05736241558643173
9E,14.17416166062771,1370.942168092907,2540.2603273833774,0.05736241558643173
9E,11.147598800755253,1133.2624569166571,142.57826971830505,0.05736241558643173
9E,15.631805751552161,1192.602866954746,1365.2828002035844,0.05736241558643173
9E,18.3397836015016,1214.9004177897796,878.6068514712059,0.05736241558643173
9E,18.310615614473413,1135.947880737664,197.32895363519208,0.05736241558643173
9E,20.555203573068948,1188.6502500493618,567.3614360772838,0.05736241558643173
9E,16.54307575537866,1269.8570530366765,1835.1986251938495,0.05736241558643173
9E,13.533663412423355,1240.410227906409,962.618790614157,0.05736241558643173
9E,25.613167434603604,1152.3465390656993,258.97224355532944,0.05736241558643173
9E,9.618293936863019,1223.7860079480472,919.9559301478671,0.05736241558643173
9E,8.668432841386783,1234.765077443516,1061.215606487551,0.05736241558643173
9E,9.02048600023324,1222.803745773915,643.5923863147715,0.05736241558643173
9E,29.838447742051503,1224.8709324444903,609.3332726509553,0.05736241558643173
9E,11.156174661745606,1337.3589394547419,1640.6652106760766,0.05736241558643173
9E,7.991973455553186,1260.1292012868303,1523.6973650640705,0.05736241558643173
9E,23.832417504327513,1141.2091298008102,208.77779518299832,0.05736241558643173
9E,28.647372481966116,1259.0340456759893,1823.2663110201893,0.05736241558643173
9E,7.586312021169462,1373.1575358967966,678.8933451655189,0.05736241558643173
9E,24.0459209973895,1214.2943922344846,810.842654174664,0.05736241558643173
9E,18.035109164141378,1200.3518671214665,646.43021791978,0.05736241558643173
9E,14.84281658130637,1131.3532483219255,215.28351623242276,0.05736241558643173
9E,15.673292526974349,1346.7736507243787,2459.4783840763675,0.05736241558643173
9E,11.739174979005394,1190.6399932990576,736.0410645508416,0.05736241558643173
9E,20.692058288870932,1146.4523861738753,239.68116985872413,0.05736241558643173
9E,17.215979472444385,1453.5564522593402,2547.141484460529,0.05736241558643173
9E,12.681672475870645,1163.5070475412963,488.247671233102,0.05736241558643173
9E,14.076888367184672,1168.728474010347,479.4777360708846,0.05736241558643173
9E,18.115791051247815,1162.9897494781537,387.0146473326315,0.05736241558643173
9E,12.263616123480686,1183.3904119916756,443.0983218115615,0.05736241558643173
9E,15.802887262292787,1150.7370697098927,182.67566985935187,0.05736241558643173
9E,13.170387048719444,1289.3566322019794,1365.4935794227679,0.05736241558643173
9E,11.547430924600034,1308.7766355293018,1805.9483366830927,0.05736241558643173
9E,10.1756600564887,1155.3688365537084,59.62189158785779,0.05736241558643173
9E,22.32432561931418,1252.2058016643596,1722.2466584859,0.05736241558643173
9E,7.034528654320063,1126.336631971803,184.2497751390843,0.05736241558643173
9E,12.634536572076145,1314.998392672469,1067.055012921749,0.05736241558643173
9E,49.78795218073433,1155.9279673877697,280.62003323885216,0.05736241558643173
9E,29.057020849636583,1160.6434623467078,323.75847154697067,0.05736241558643173
9E,21.067876577959026,1217.1378760334007,1025.8704976432448,0.05736241558643173
9E,8.052568181576255,1307.5586243765524,2295.9959797188008,0.05736241558643173
9E,5.027252038170121,1195.1932223577132,543.2648761962437,0.05736241558643173
9E,10.206467024689118,1138.0773111608175,170.42899075756546,0.05736241558643173
9E,8.701286330644454,1155.9247181607393,672.6231232407182,0.05736241558643173
9E,13.989578892879166,1117.469701850515,36.99416971946775,0.05736241558643173
9E,16.18370107310333,1159.8784682528703,456.0096051079281,0.05736241558643173
9E,8.14412852998522,1323.5108240274603,1085.067100646321,0.05736241558643173
9E,15.242791954792473,1341.3436905094925,2008.1176046429844,0.05736241558643173
9E,11.495375532219096,1139.5198514481474,62.76276865181566,0.05736241558643173
9E,24.238421868443012,1197.6730470801872,571.2479376328441,0.05736241558643173
9E,13.511893048592563,1178.5443809771314,465.5438368695915,0.05736241558643173
9E,32.14358650683579,1159.7253837703156,339.2763018464076,0.05736241558643173
9E,15.863613768079038,1148.0221816645271,273.8009221494669,0.05736241558643173
9E,17.144543095293045,1138.8590821779094,177.73189722126898,0.05736241558643173
9E,14.705613602899057,1180.3641931622954,538.7640289769354,0.05736241558643173
9E,17.21348174245213,1233.478745010157,1061.0974614534468,0.05736241558643173
9E,8.830970306856782,1200.1716735697657,584.3152315118776,0.05736241558643173
9E,24.37014965310508,1274.373103746612,1082.6540982317067,0.05736241558643173
9E,16.27640357357855,1350.721639768841,1356.1014460362717,0.05736241558643173
9E,19.20639020612984,1160.6091830752823,312.6959797062545,0.05736241558643173
9E,14.5602619280744,1324.8746297894986,370.20116021870274,0.05736241558643173
9E,9.663917629376737,1222.1442835293135,969.9933423524782,0.05736241558643173
9E,12.893363685341264,1205.568024866054,887.1657720259961,0.05736241558643173
9E,14.304895822833505,1269.1506954636748,1885.2914002348818,0.05736241558643173
9E,15.55288655844945,1246.9938797968423,1126.3005096709203,0.05736241558643173
9E,16.42062261032819,1209.8416793638462,800.7855531957848,0.05736241558643173
9E,17.472767618173453,1135.6369146004695,175.5707677743385,0.05736241558643173
9E,7.804727563698965,1395.048685872295,2499.033662523648,0.05736241558643173
9E,14.692276378618384,1226.5044342537308,834.6391354429311,0.05736241558643173
9E,5.993137379220876,1176.5039374964233,306.07457461088484,0.05736241558643173
9E,6.295323547687076,1148.939162055099,229.44460679722735,0.05736241558643173
9E,8.591178355158867,1194.7096642767283,486.8897431459623,0.05736241558643173
9E,13.427287684511723,1139.364465575001,186.35942246319354,0.05736241558643173
9E,13.0496356985007,1178.0672304437257,479.9645579038608,0.05736241558643173
9E,13.52981658758359,1178.36161728706,713.7888817711822,0.05736241558643173
9E,12.79222458730746,1321.4274778877234,1125.1713988077763,0.05736241558643173
9E,9.109659915189408,1231.975091319473,963.9719755351314,0.05736241558643173
9E,8.078370342665881,1195.8970618325245,813.4172891350977,0.05736241558643173
9E,16.722942493803906,1187.6868524496315,604.6551894259994,0.05736241558643173
9E,12.641724723791143,1202.0753738111416,1240.622998648781,0.05736241558643173
9E,42.91033562445896,1163.8727474317009,170.06982174103763,0.05736241558643173
9E,9.254034975690317,1181.9481471578222,583.8913635387106,0.05736241558643173
9E,9.966607469611015,1279.1436360311598,688.5604333864721,0.05736241558643173
9E,15.075606886073663,1211.0573211789604,971.9750886584864,0.05736241558643173
9E,9.13218943024022,1150.5737385204798,259.57694932159393,0.05736241558643173
9E,8.45428504834143,1303.8008473777677,1975.744221303268,0.05736241558643173
9E,8.98577388254428,1157.507202368823,347.1452471139077,0.05736241558643173
9E,7.071328728512805,1142.0903927172565,194.1681924626111,0.05736241558643173
9E,10.527268518864158,1251.2683972090563,1093.262872754011,0.05736241558643173
9E,13.856875709217615,1170.5231631844972,302.8659273122308,0.05736241558643173
9E,15.267018970597123,1139.3564032947174,188.65723054786267,0.05736241558643173
9E,13.773962935491694,1178.0451834634737,509.4337713249551,0.05736241558643173
9E,6.4001606940840094,1156.3649090988395,290.0173417230857,0.05736241558643173
9E,16.011562459654115,1327.0423075091574,1458.3656327951517,0.05736241558643173
9E,35.408559676867974,1157.9938122174653,324.64318518321176,0.05736241558643173
9E,12.020723303640729,1286.5420221697414,1024.453692888432,0.05736241558643173
9E,16.956526564435446,1229.73868895936,980.2111451335288,0.05736241558643173
9E,13.683738883991836,1219.81316194427,883.1075514939935,0.05736241558643173
9E,12.175646483922991,1312.473280877952,1982.992791239779,0.05736241558643173
9E,7.77347535822451,1206.0647684911278,1021.6323267383116,0.05736241558643173
9E,23.28521663801809,1219.2731669506468,976.8125049989293,0.05736241558643173
9E,28.531068647701293,1323.006291322026,2408.0113344183737,0.05736241558643173
9E,9.321551890588438,1196.5301094490121,351.01785568383974,0.05736241558643173
9E,6.4669454161918685,1198.9481429250932,698.0476463426188,0.05736241558643173
9E,11.175502204567024,1216.1403657069254,690.6931745111876,0.05736241558643173
9E,15.52450207230866,1206.730805078773,847.1038722081574,0.05736241558643173
9E,12.597850245918732,1197.5768761907013,848.348632920307,0.05736241558643173
9E,43.407294605804054,1266.3095226963871,1603.6204722598875,0.05736241558643173
9E,7.783859138107308,1395.658159090726,1804.79772549951,0.05736241558643173
9E,4.245615751042879,1142.7482593030115,236.3049011239651,0.05736241558643173
9E,6.880820432380572,1173.7605141549263,717.929525877347,0.05736241558643173
9E,11.357588798703349,1146.8140356202653,214.09688037134265,0.05736241558643173
AA,11.32913795781938,1191.394951968718,732.6140664395681,0.005471408919766675
AA,29.012545226183644,1229.4283172941489,940.3288441843708,0.005471408919766675
AA,12.517923257956358,1234.800919859624,955.246897436149,0.005471408919766675
AA,35.27113403237011,1151.5436535724339,356.1437844754231,0.005471408919766675
AA,14.925974039588553,1156.022844016841,244.48072118667605,0.005471408919766675
AA,4.827654148292507,1136.3614819762527,168.99283148140591,0.005471408919766675
AA,14.007195245451653,1367.2369876226962,1253.1806125159667,0.005471408919766675
AA,16.417448194073344,1185.4093695387585,610.2999007560489,0.005471408919766675
AA,10.302923857442567,1182.0705270880487,435.3363559203907,0.005471408919766675
AA,9.470172129905189,1151.1592949855233,318.3312480612041,0.005471408919766675
AA,11.852294818908824,1138.8559900446662,196.73452214535104,0.005471408919766675
AA,44.60234066288983,1258.973373639643,1058.5320151111532,0.005471408919766675
AA,11.009172207032002,1177.3342185391084,633.5962175056139,0.005471408919766675
AA,22.555136660907603,1261.93518125002,1734.7490954721902,0.005471408919766675
AA,9.847701563600072,1171.8796196360238,356.7457642388585,0.005471408919766675
AA,5.77197776423054,1157.8888905519045,432.18842460939186,0.005471408919766675
AA,22.31319109025096,1187.4760383289367,739.5313136240543,0.005471408919766675
AA,16.64718737844562,1230.1591577332051,960.88362949027,0.005471408919766675
AA,8.182586031431743,1231.863478712675,919.3777205089511,0.005471408919766675
AA,25.303506488365457,1401.00700212422,2620.7253856516304,0.005471408919766675
AA,32.60051217805651,1169.1047818486377,320.93396221745803,0.005471408919766675
AA,15.679863476572615,1182.4672277427724,605.6279776370081,0.005471408919766675
AA,31.978282826155343,1247.5708524543943,482.34456830645,0.005471408919766675
AA,6.59158069314125,1141.8181268433268,240.6442263907594,0.005471408919766675
AA,9.934148421976047,1334.0808069352822,1781.9141989579211,0.005471408919766675
AA,17.056013258364203,1391.1930606420956,2630.6558642028813,0.005471408919766675
AA,23.63579230991063,1166.9912914794327,506.17365806786535,0.005471408919766675
AA,17.137392981671148,1210.7709191516346,858.6208842047552,0.005471408919766675
AA,12.138944439545286,1143.8761103731629,216.93586597176812,0.005471408919766675
AA,10.436389340655289,1244.9785529650314,1058.9337498135258,0.005471408919766675
AA,28.887495798752358,1226.2186926769668,1076.4338790241559,0.005471408919766675
AA,14.122289503399806,1158.733143417503,506.9668930859984,0.005471408919766675
AA,19.312062289654037,1319.4462427847716,2702.5300298367156,0.005471408919766675
AA,9.660697076552893,1235.6844635447992,1019.7306590413644,0.005471408919766675
AA,5.9437399138226485,1375.283688270176,2537.304535402527,0.005471408919766675
AA,8.387093697294183,1345.5685016163152,1829.416405452602,0.005471408919766675
AA,10.219640784356313,1157.9459129813554,500.8777884263836,0.005471408919766675
AA,19.28289946537479,1178.7116973653003,398.1775217866643,0.005471408919766675
AA,10.073253414087027,1252.5470329201157,1423.1211394835068,0.005471408919766675
AA,15.214858791150288,1162.6631582821,520.8572865256746,0.005471408919766675
AA,14.049318189643055,1124.0728576669335,79.44949784291424,0.005471408919766675
AA,18.143860386685475,1140.8895808110865,202.60582200628028,0.005471408919766675
AA,11.848397538581928,1150.3937720825377,267.79461706588114,0.005471408919766675
AA,8.410346280657457,1292.8988488833224,1700.2021279180854,0.005471408919766675
AA,5.9876816609279455,1145.7844310297924,393.39710968039066,0.005471408919766675
AA,8.837949477164647,1200.1535076662442,502.3343961115916,0.005471408919766675
AA,26.914562650046314,1140.0501102911485,190.8218913927974,0.005471408919766675
AA,19.176625710410676,1146.2034999243394,277.05938738425203,0.005471408919766675
AA,12.747991210071756,1292.6736510545536,1054.0664655133633,0.005471408919766675
AA,20.587951512056446,1168.0360591205747,250.94474220879619,0.005471408919766675
AA,9.218039299281601,1160.8531710782063,274.75162801687935,0.005471408919766675
AA,16.167766360525626,1134.7408269066896,191.16759926153208,0.005471408919766675
AA,11.664906597710294,1145.924978946561,223.08854565695083,0.005471408919766675
AA,10.677581695500482,1200.9499074523249,755.4878441008877,0.005471408919766675
AA,19.509587232902692,1410.9063077385474,2794.273020818643,0.005471408919766675
AA,16.931983896737453,1144.4099341476174,210.11914811204076,0.005471408919766675
AA,9.345722803800882,1148.1161910814983,225.9608457524859,0.005471408919766675
AA,10.566367097642523,1340.193259300874,1909.0129804563724,0.005471408919766675
AA,16.519710306552817,1267.9916931044954,1436.0821792235286,0.005471408919766675
AA,16.169586414436854,1196.3271663561318,694.816079417559,0.005471408919766675
AA,14.35556370241684,1140.097236905793,186.89473072163972,0.005471408919766675
AA,17.202641409858632,1230.07366948425,906.1927317324704,0.005471408919766675
AA,10.022188898313185,1331.8754314616451,1795.0454635168621,0.005471408919766675
AA,19.034960246294865,1179.893417593311,502.41362536643015,0.005471408919766675
AA,26.61269798472589,1414.5817342986677,906.8397767952124,0.005471408919766675
AA,10.939390518031615,1292.628800955409,2021.1370195743984,0.005471408919766675
AA,13.557663877348924,1148.6143655414178,274.1131371075134,0.005471408919766675
AA,16.51919705426627,1317.140027413244,1262.2374113862265,0.005471408919766675
AA,12.622954129908676,1258.7262471315232,1343.5208298854898,0.005471408919766675
AA,15.845005803807354,1294.8627865256367,1617.3070459979328,0.005471408919766675
AA,9.582149335361459,1311.0217189359962,2109.163803953704,0.005471408919766675
AA,14.06820687975397,1136.004685712886,173.45819197383554,0.005471408919766675
AA,18.24370587518939,1212.1823208719861,875.1050968222617,0.005471408919766675
AA,12.72740620962712,1157.9705859797443,389.2992682386483,0.005471408919766675
AA,12.030326507509251,1160.1229512115858,193.60331643620617,0.005471408919766675
AA,24.233333553896546,1202.4860044037073,889.9436952612532,0.005471408919766675
AA,18.980221538155394,1202.775081851127,656.4036941451403,0.005471408919766675
AA,6.2212861692223616,1328.079145688859,2004.5321477562345,0.005471408919766675
AA,12.058298292125382,1193.1811006538305,527.5188296718047,0.005471408919766675
AA,10.94332187579554,1153.4129250532555,418.10344244984174,0.005471408919766675
AA,13.589324669327008,1225.684267876206,934.3718422508821,0.005471408919766675
AA,11.290388562854805,1195.5018715524286,431.32925362268634,0.005471408919766675
AA,8.767094037968214,1334.5467088037085,313.8731349326229,0.005471408919766675
AA,27.701541419280726,1153.211880049383,338.5479356273817,0.005471408919766675
AA,11.953716111390904,1226.874166271926,1540.067215807393,0.005471408919766675
AA,21.09113902398601,1139.4563301025303,109.67811710485611,0.005471408919766675
AA,14.897786031201393,1238.295934599521,898.1769347515317,0.005471408919766675
AA,6.237210679626526,1370.1266777739972,686.5292452644602,0.005471408919766675
AA,8.611950756484116,1187.8078677698618,564.1799313603912,0.005471408919766675
AA,5.301742859901449,1266.4889642905298,2168.4244192895912,0.005471408919766675
AA,14.247495397248803,1141.2478037059868,208.89359304577815,0.005471408919766675
AA,14.34807973379598,1154.0016853412894,359.1632651187895,0.005471408919766675
AA,12.721678385365221,1187.7914711278756,487.3418669980027,0.005471408919766675
AA,9.672773214405666,1203.8647232562632,824.1071373700439,0.005471408919766675
AA,10.874564931263006,1286.0295090691263,1053.6955542681787,0.005471408919766675
AA,27.919613771422416,1247.7522488007623,1344.8942016601954,0.005471408919766675
AA,16.86301394900496,1243.4803134724177,1024.2509244838125,0.005471408919766675
AA,25.68665392216016,1226.8544848451877,1071.615290439525,0.005471408919766675
AA,21.399185499357976,1281.1496657789812,1759.4856280603374,0.005471408919766675
AA,10.772801636997634,1210.7325894315366,809.6669467199602,0.005471408919766675
AA,7.728539043038645,1214.8559992933633,889.9596466231324,0.005471408919766675
AA,7.442772782244709,1126.1671560530363,152.84460972464586,0.005471408919766675
AA,7.908370520786653,1259.3654892968973,1523.6677982659585,0.005471408919766675
AA,35.390648694238564,1203.962885300335,1717.1542615195638,0.005471408919766675
AA,14.174380785717073,1268.7188832776308,1362.8815639890147,0.005471408919766675
AA,18.78833550733404,1221.108779604901,641.3025504460246,0.005471408919766675
AA,16.674571452259002,1230.8548386148593,1006.922101612022,0.005471408919766675
AA,11.76440062680852,1141.1212387551043,149.17297707562705,0.005471408919766675
AA,15.564450735719857,1173.0243355246,418.77830828449356,0.005471408919766675
AA,9.934680487278053,1152.0508836830927,773.8166820704939,0.005471408919766675
AA,9.97231678572227,1303.25457671648,1130.9989432112288,0.005471408919766675
AA,9.724171441610283,1196.460864020515,761.1365867086769,0.005471408919766675
AA,18.236188691799633,1219.3620223180903,1057.4646897837797,0.005471408919766675
AA,18.02481813095295,1129.2961609670942,111.22365128296548,0.005471408919766675
AA,10.841419199789698,1158.8515521874124,362.6086237483003,0.005471408919766675
AA,22.907502398761142,1174.5243446833263,480.00076028319745,0.005471408919766675
AA,16.089326782718036,1165.8417577177856,296.30901637239833,0.005471408919766675
AA,25.448517409523845,1183.6202805455446,336.1982393706435,0.005471408919766675
AA,29.002795337141862,1152.8193794065724,201.72195122984164,0.005471408919766675
AA,17.00237053531022,1147.1434919564592,227.66590191465747,0.005471408919766675
AA,22.699842112362784,1140.7862768732,280.10632556994057,0.005471408919766675
AA,9.110481738904486,1134.0119862258275,170.13429743979083,0.005471408919766675
AA,19.29592197724417,1201.675526024614,900.5666586734225,0.005471408919766675
AA,8.466736050052553,1396.732321965657,1748.2679729498466,0.005471408919766675
AA,11.09462336854666,1147.5416506500176,291.9328913544502,0.005471408919766675
AA,19.323875052204112,1155.1979224717447,346.5579337904271,0.005471408919766675
AA,6.998364686579899,1201.1225519388822,778.2874593162268,0.005471408919766675
AA,41.95706553442876,1336.57192771965,282.68809742862237,0.005471408919766675
AA,26.60511276039726,1263.630088112275,1290.0199411730946,0.005471408919766675
AA,7.934389931347787,1336.4200728997916,2435.88288393804,0.005471408919766675
AA,14.943320038772047,1188.2332934650065,491.5713713889319,0.005471408919766675
AA,6.653480902274255,1360.9800589572244,399.93037581932856,0.005471408919766675
AA,15.087761890612239,1146.9677658759854,257.90367574146046,0.005471408919766675
AA,10.844126912035367,1280.3997232945371,1638.4814869677607,0.005471408919766675
AA,9.063085104489423,1127.9852908628902,193.58280479692723,0.005471408919766675
AA,10.61787795063003,1155.5393256114971,325.79954576628,0.005471408919766675
AA,9.103774937362616,1251.4430284164675,615.5736810625971,0.005471408919766675
AA,18.15137830666216,1164.3573145284938,521.8236763102294,0.005471408919766675
AA,10.280406144631044,1139.4030043949747,181.60347836355868,0.005471408919766675
AA,7.003821745019096,1145.1435456424765,240.9650422101472,0.005471408919766675
AA,14.835341681119623,1146.8733940352988,226.78559944979102,0.005471408919766675
AA,8.922794334052881,1332.996811674728,859.0707403340255,0.005471408919766675
AA,6.786308843008073,1305.422559645235,1566.9496794793774,0.005471408919766675
AA,6.075275461570355,1225.8999097021024,873.5336747943118,0.005471408919766675
AA,20.79314585313006,1247.8961366410576,1139.9923439102824,0.005471408919766675
AA,7.383976578698235,1178.7655440228712,533.9625441217762,0.005471408919766675
AA,16.862847648115793,1143.5821979191505,225.66144595479273,0.005471408919766675
AA,17.096299815313657,1212.2321318980103,946.9772995344364,0.005471408919766675
AA,25.114325398652284,1304.636498613917,230.83905374155992,0.005471408919766675
