ss_promo_sk,ss_wholesale_cost,ss_list_price,tpcds-06667g-ssales_rate
2.0,51.397003,79.42966,0.010146852272066097
2.0,49.95073,78.09474,0.010146852272066097
2.0,51.051697,78.72913,0.010146852272066097
2.0,52.163353,78.89529,0.010146852272066097
2.0,50.66854,77.27664,0.010146852272066097
2.0,52.12033,79.948555,0.010146852272066097
2.0,52.178413,79.93976,0.010146852272066097
2.0,51.60614,78.802315,0.010146852272066097
2.0,52.437107,81.231415,0.010146852272066097
2.0,52.524242,79.87557,0.010146852272066097
2.0,51.0912,79.08097,0.010146852272066097
2.0,51.888584,80.00785,0.010146852272066097
2.0,53.4016,80.744225,0.010146852272066097
2.0,51.655872,79.86561,0.010146852272066097
2.0,51.30161,78.89168,0.010146852272066097
2.0,52.39505,80.35313,0.010146852272066097
2.0,51.737377,79.540924,0.010146852272066097
2.0,51.655483,79.86614,0.010146852272066097
2.0,51.00004,78.80544,0.010146852272066097
2.0,53.036686,80.149086,0.010146852272066097
2.0,52.21182,80.08147,0.010146852272066097
2.0,50.723724,77.82347,0.010146852272066097
2.0,49.221966,76.87176,0.010146852272066097
2.0,51.08738,80.18209,0.010146852272066097
2.0,51.577305,79.85285,0.010146852272066097
2.0,52.126663,79.88119,0.010146852272066097
2.0,51.71991,80.25013,0.010146852272066097
2.0,52.434402,79.42064,0.010146852272066097
2.0,51.996307,81.54904,0.010146852272066097
2.0,51.832558,79.264275,0.010146852272066097
2.0,52.716232,80.86172,0.010146852272066097
2.0,50.328854,77.69281,0.010146852272066097
2.0,50.462727,78.03906,0.010146852272066097
2.0,50.637455,78.46533,0.010146852272066097
2.0,52.264164,80.26959,0.010146852272066097
2.0,52.439034,80.203606,0.010146852272066097
2.0,52.61599,82.01674,0.010146852272066097
2.0,50.55456,77.631096,0.010146852272066097
2.0,51.463905,80.92331,0.010146852272066097
2.0,52.77908,82.23171,0.010146852272066097
2.0,51.162415,78.58868,0.010146852272066097
2.0,51.743584,78.97597,0.010146852272066097
2.0,52.027496,81.49377,0.010146852272066097
2.0,51.666393,79.561935,0.010146852272066097
2.0,50.41246,77.45876,0.010146852272066097
2.0,52.745117,80.34128,0.010146852272066097
2.0,51.619106,79.29372,0.010146852272066097
3.0,51.77052,78.14969,0.009742721123237834
3.0,52.14001,79.79726,0.009742721123237834
3.0,50.59862,79.64171,0.009742721123237834
3.0,51.32646,77.718475,0.009742721123237834
3.0,48.766117,75.32194,0.009742721123237834
3.0,51.747196,78.67028,0.009742721123237834
3.0,51.700447,80.23884,0.009742721123237834
3.0,50.295807,77.08439,0.009742721123237834
3.0,52.70095,80.3768,0.009742721123237834
3.0,51.446045,78.38291,0.009742721123237834
3.0,49.974983,75.10465,0.009742721123237834
3.0,51.36432,78.56744,0.009742721123237834
3.0,50.990013,77.13642,0.009742721123237834
3.0,50.485073,77.960556,0.009742721123237834
3.0,50.42466,77.194,0.009742721123237834
3.0,50.904793,77.573586,0.009742721123237834
3.0,51.809277,80.121704,0.009742721123237834
3.0,51.558434,78.13318,0.009742721123237834
3.0,51.9473,79.48402,0.009742721123237834
3.0,51.70259,78.84972,0.009742721123237834
3.0,50.98045,77.724945,0.009742721123237834
3.0,51.072857,78.91562,0.009742721123237834
3.0,49.423462,75.41018,0.009742721123237834
3.0,51.493153,78.5501,0.009742721123237834
3.0,48.958286,73.94907,0.009742721123237834
3.0,50.609154,77.98347,0.009742721123237834
3.0,53.08017,80.77908,0.009742721123237834
3.0,51.059124,78.3394,0.009742721123237834
3.0,51.12249,77.48419,0.009742721123237834
3.0,50.982998,77.50423,0.009742721123237834
3.0,51.613605,78.70908,0.009742721123237834
3.0,51.302082,79.95895,0.009742721123237834
3.0,51.61498,79.05404,0.009742721123237834
3.0,50.75343,76.87023,0.009742721123237834
3.0,50.81005,77.47053,0.009742721123237834
3.0,51.9213,78.87951,0.009742721123237834
3.0,52.74837,79.284744,0.009742721123237834
3.0,51.51697,79.72939,0.009742721123237834
3.0,50.432785,74.44347,0.009742721123237834
3.0,51.778286,79.302284,0.009742721123237834
3.0,52.137978,79.157455,0.009742721123237834
3.0,50.43695,76.78793,0.009742721123237834
3.0,51.47304,78.96299,0.009742721123237834
3.0,50.49361,77.49123,0.009742721123237834
3.0,51.518112,78.23247,0.009742721123237834
3.0,52.106464,80.00563,0.009742721123237834
3.0,51.122253,77.689514,0.009742721123237834
3.0,51.315605,79.93368,0.009742721123237834
3.0,50.89112,77.80377,0.009742721123237834
3.0,50.98723,77.860176,0.009742721123237834
3.0,51.170788,78.18222,0.009742721123237834
3.0,50.69247,77.33175,0.009742721123237834
3.0,51.431824,78.95109,0.009742721123237834
3.0,51.487568,79.87973,0.009742721123237834
3.0,52.559467,82.220375,0.009742721123237834
3.0,51.79092,77.83372,0.009742721123237834
3.0,51.564285,77.32695,0.009742721123237834
4.0,51.29561,79.243034,0.009839423944933423
4.0,51.228928,78.790855,0.009839423944933423
4.0,51.5422,78.77729,0.009839423944933423
4.0,50.403202,77.150856,0.009839423944933423
4.0,51.758667,79.820076,0.009839423944933423
4.0,50.878937,77.72927,0.009839423944933423
4.0,52.42767,79.87524,0.009839423944933423
4.0,52.424553,82.04545,0.009839423944933423
4.0,51.727528,80.7044,0.009839423944933423
4.0,51.60436,79.184525,0.009839423944933423
4.0,51.184505,79.086914,0.009839423944933423
4.0,52.472836,80.67052,0.009839423944933423
4.0,52.27868,80.02979,0.009839423944933423
4.0,51.6317,79.64062,0.009839423944933423
4.0,52.967983,82.09815,0.009839423944933423
4.0,50.990875,79.06139,0.009839423944933423
4.0,51.28439,79.075745,0.009839423944933423
4.0,51.17294,79.136505,0.009839423944933423
4.0,50.760773,78.06693,0.009839423944933423
4.0,51.090576,79.58861,0.009839423944933423
4.0,49.288223,75.80145,0.009839423944933423
4.0,51.438004,79.74128,0.009839423944933423
4.0,50.47058,76.798645,0.009839423944933423
4.0,52.65912,81.36347,0.009839423944933423
4.0,51.57719,79.75979,0.009839423944933423
4.0,50.209496,76.99477,0.009839423944933423
4.0,51.793175,80.457565,0.009839423944933423
4.0,51.047188,79.48953,0.009839423944933423
4.0,50.59328,78.231285,0.009839423944933423
4.0,51.41126,78.974396,0.009839423944933423
4.0,52.069855,79.181816,0.009839423944933423
4.0,50.011326,76.87552,0.009839423944933423
4.0,51.367233,79.41877,0.009839423944933423
4.0,50.914585,78.62504,0.009839423944933423
4.0,50.98396,78.773,0.009839423944933423
4.0,52.04588,79.86439,0.009839423944933423
4.0,51.04459,78.94595,0.009839423944933423
4.0,51.59431,79.39175,0.009839423944933423
4.0,51.257683,79.37033,0.009839423944933423
4.0,51.0445,79.003716,0.009839423944933423
4.0,51.286686,78.80794,0.009839423944933423
4.0,51.85983,80.59063,0.009839423944933423
4.0,51.315643,80.28787,0.009839423944933423
4.0,51.571102,79.21013,0.009839423944933423
4.0,52.03059,80.74122,0.009839423944933423
4.0,48.08246,73.760994,0.009839423944933423
4.0,51.0495,78.63507,0.009839423944933423
4.0,51.511673,79.39616,0.009839423944933423
4.0,51.501873,80.37375,0.009839423944933423
4.0,51.028416,79.67583,0.009839423944933423
4.0,51.175453,79.66179,0.009839423944933423
4.0,51.602783,80.767654,0.009839423944933423
4.0,53.65795,82.86218,0.009839423944933423
4.0,48.5928,75.42896,0.009839423944933423
4.0,51.241203,79.10164,0.009839423944933423
4.0,52.734657,80.948944,0.009839423944933423
4.0,50.964085,78.213875,0.009839423944933423
4.0,51.614758,78.86556,0.009839423944933423
5.0,52.233868,79.03843,0.009866143358225842
5.0,51.270126,77.80709,0.009866143358225842
5.0,50.860046,78.03388,0.009866143358225842
5.0,53.12989,80.903404,0.009866143358225842
5.0,51.44788,78.966034,0.009866143358225842
5.0,51.74971,78.7799,0.009866143358225842
5.0,50.961567,76.87647,0.009866143358225842
5.0,51.511684,78.2581,0.009866143358225842
5.0,52.235756,82.17795,0.009866143358225842
5.0,50.540367,78.871666,0.009866143358225842
5.0,51.49143,78.50748,0.009866143358225842
5.0,52.214508,79.65138,0.009866143358225842
5.0,49.84903,75.64826,0.009866143358225842
5.0,51.212105,77.98215,0.009866143358225842
5.0,53.096767,82.22701,0.009866143358225842
5.0,52.41443,80.72441,0.009866143358225842
5.0,50.803253,78.268654,0.009866143358225842
5.0,51.84091,79.24553,0.009866143358225842
5.0,51.406788,77.954605,0.009866143358225842
5.0,52.145493,80.30744,0.009866143358225842
5.0,52.240143,80.01377,0.009866143358225842
5.0,48.76284,73.25153,0.009866143358225842
5.0,51.98533,79.96098,0.009866143358225842
5.0,50.749107,77.62698,0.009866143358225842
5.0,50.90136,78.38046,0.009866143358225842
5.0,51.15263,78.14758,0.009866143358225842
5.0,49.58072,74.71737,0.009866143358225842
5.0,49.947998,76.240204,0.009866143358225842
5.0,52.053993,79.20605,0.009866143358225842
5.0,50.289097,77.44113,0.009866143358225842
5.0,51.860584,78.698296,0.009866143358225842
5.0,51.600517,78.4788,0.009866143358225842
5.0,50.126106,76.73802,0.009866143358225842
5.0,53.20944,81.738304,0.009866143358225842
5.0,52.49212,79.69242,0.009866143358225842
5.0,51.07419,77.46051,0.009866143358225842
5.0,50.80147,77.48474,0.009866143358225842
5.0,52.55078,80.878006,0.009866143358225842
5.0,48.73143,74.55336,0.009866143358225842
5.0,52.598995,81.17824,0.009866143358225842
5.0,51.834232,79.291115,0.009866143358225842
5.0,51.17146,78.51522,0.009866143358225842
5.0,51.77537,79.654175,0.009866143358225842
5.0,52.05859,80.85813,0.009866143358225842
5.0,51.47599,77.945724,0.009866143358225842
5.0,52.80812,80.64325,0.009866143358225842
5.0,52.48576,80.34889,0.009866143358225842
5.0,51.96643,78.85989,0.009866143358225842
5.0,52.054436,80.33201,0.009866143358225842
5.0,51.252834,78.013824,0.009866143358225842
5.0,51.734737,79.19325,0.009866143358225842
5.0,53.134247,81.67978,0.009866143358225842
5.0,50.517696,78.08329,0.009866143358225842
5.0,50.71266,76.4439,0.009866143358225842
5.0,51.259518,77.80711,0.009866143358225842
5.0,51.094402,77.76754,0.009866143358225842
5.0,50.477577,77.13706,0.009866143358225842
5.0,48.435577,75.88709,0.009866143358225842
6.0,51.51326,78.43228,0.010067772197205865
6.0,52.22855,81.588745,0.010067772197205865
6.0,50.55244,78.941574,0.010067772197205865
6.0,51.798244,81.87686,0.010067772197205865
6.0,51.72702,79.55509,0.010067772197205865
6.0,51.731453,79.62686,0.010067772197205865
6.0,51.020786,80.57505,0.010067772197205865
6.0,52.349426,81.527054,0.010067772197205865
6.0,52.0061,79.95775,0.010067772197205865
6.0,50.790306,79.61193,0.010067772197205865
6.0,52.60917,82.925415,0.010067772197205865
6.0,51.712788,79.65673,0.010067772197205865
6.0,50.593914,79.1484,0.010067772197205865
6.0,52.487694,80.9899,0.010067772197205865
6.0,49.66788,77.2802,0.010067772197205865
6.0,52.112736,81.23462,0.010067772197205865
6.0,51.9284,79.392654,0.010067772197205865
6.0,52.544598,81.76068,0.010067772197205865
6.0,51.31637,78.92006,0.010067772197205865
6.0,50.276222,77.68764,0.010067772197205865
6.0,51.301266,79.935875,0.010067772197205865
6.0,54.227608,84.89213,0.010067772197205865
6.0,51.910736,79.430916,0.010067772197205865
6.0,51.870068,80.21732,0.010067772197205865
6.0,52.919903,81.55473,0.010067772197205865
6.0,52.135384,80.816956,0.010067772197205865
6.0,52.052757,80.99501,0.010067772197205865
6.0,51.73872,80.14584,0.010067772197205865
6.0,50.29604,78.12631,0.010067772197205865
6.0,51.0415,78.429955,0.010067772197205865
6.0,51.461563,79.485146,0.010067772197205865
6.0,49.72202,77.498955,0.010067772197205865
6.0,52.684937,82.85594,0.010067772197205865
6.0,51.24672,79.117065,0.010067772197205865
6.0,52.132027,80.67942,0.010067772197205865
6.0,54.171043,82.97344,0.010067772197205865
6.0,52.77896,80.62018,0.010067772197205865
6.0,51.457367,78.83283,0.010067772197205865
6.0,51.5372,79.85051,0.010067772197205865
6.0,52.037785,80.290825,0.010067772197205865
6.0,50.098324,77.36537,0.010067772197205865
6.0,52.75568,83.59126,0.010067772197205865
6.0,51.91864,79.11432,0.010067772197205865
6.0,52.06594,80.5346,0.010067772197205865
6.0,51.080154,79.02376,0.010067772197205865
6.0,50.45602,77.95605,0.010067772197205865
6.0,50.420845,78.30841,0.010067772197205865
6.0,51.765247,80.005,0.010067772197205865
6.0,51.32373,79.65522,0.010067772197205865
6.0,51.515278,79.36353,0.010067772197205865
6.0,51.829094,79.39536,0.010067772197205865
6.0,51.201756,80.114914,0.010067772197205865
6.0,50.50861,78.46629,0.010067772197205865
6.0,51.41821,79.52428,0.010067772197205865
6.0,51.646008,80.44827,0.010067772197205865
6.0,51.67906,80.458595,0.010067772197205865
6.0,52.58088,81.71828,0.010067772197205865
6.0,49.608574,76.09726,0.010067772197205865
7.0,51.40822,78.162155,0.010093994906523122
7.0,51.888195,81.73189,0.010093994906523122
7.0,51.310123,80.034836,0.010093994906523122
7.0,50.951935,79.37401,0.010093994906523122
7.0,51.663815,80.15848,0.010093994906523122
7.0,51.770718,79.711235,0.010093994906523122
7.0,51.25492,78.221504,0.010093994906523122
7.0,50.927345,78.37552,0.010093994906523122
7.0,50.224625,77.15727,0.010093994906523122
7.0,51.35774,79.12032,0.010093994906523122
7.0,52.15264,79.39919,0.010093994906523122
7.0,52.296364,78.828354,0.010093994906523122
7.0,51.85317,76.92131,0.010093994906523122
7.0,51.5653,77.52725,0.010093994906523122
7.0,51.275257,79.50782,0.010093994906523122
7.0,51.4482,79.5065,0.010093994906523122
7.0,51.098568,78.27155,0.010093994906523122
7.0,51.927013,80.463844,0.010093994906523122
7.0,51.739193,78.75289,0.010093994906523122
7.0,52.53614,80.50298,0.010093994906523122
7.0,50.895638,78.120766,0.010093994906523122
7.0,51.618816,79.263596,0.010093994906523122
7.0,50.938496,78.5508,0.010093994906523122
7.0,52.364956,80.631805,0.010093994906523122
7.0,52.918003,81.47516,0.010093994906523122
7.0,50.9236,79.18496,0.010093994906523122
7.0,50.68464,77.38015,0.010093994906523122
7.0,50.93881,78.25807,0.010093994906523122
7.0,51.100956,80.23285,0.010093994906523122
7.0,51.288097,79.170906,0.010093994906523122
7.0,52.076706,78.42963,0.010093994906523122
7.0,51.60778,79.329575,0.010093994906523122
7.0,50.51483,76.82389,0.010093994906523122
7.0,51.037067,78.4337,0.010093994906523122
7.0,50.995323,78.27135,0.010093994906523122
7.0,51.105576,78.82484,0.010093994906523122
7.0,51.29753,78.90683,0.010093994906523122
7.0,51.082157,78.853096,0.010093994906523122
7.0,51.60466,79.09248,0.010093994906523122
7.0,50.74361,77.59602,0.010093994906523122
7.0,51.392063,78.4022,0.010093994906523122
7.0,51.721516,79.88791,0.010093994906523122
7.0,51.396217,78.39262,0.010093994906523122
7.0,51.36596,78.93901,0.010093994906523122
7.0,50.53435,76.37323,0.010093994906523122
7.0,51.19619,78.84186,0.010093994906523122
7.0,51.196526,78.96445,0.010093994906523122
7.0,52.56917,79.854256,0.010093994906523122
7.0,51.69535,80.87373,0.010093994906523122
7.0,50.19728,77.61168,0.010093994906523122
7.0,51.258003,78.42282,0.010093994906523122
7.0,53.01302,82.345146,0.010093994906523122
7.0,50.81395,78.90403,0.010093994906523122
7.0,51.623783,79.26215,0.010093994906523122
7.0,50.997772,78.18436,0.010093994906523122
7.0,51.70039,80.20461,0.010093994906523122
7.0,51.58517,80.03764,0.010093994906523122
7.0,51.288383,78.30047,0.010093994906523122
8.0,50.449596,78.08249,0.00983158090976883
8.0,50.904415,79.81338,0.00983158090976883
8.0,50.232437,77.902084,0.00983158090976883
8.0,52.085857,81.16778,0.00983158090976883
8.0,51.226875,79.21274,0.00983158090976883
8.0,51.40443,79.73027,0.00983158090976883
8.0,51.28508,79.7638,0.00983158090976883
8.0,51.573696,79.98061,0.00983158090976883
8.0,51.558178,79.56454,0.00983158090976883
8.0,52.5024,81.244514,0.00983158090976883
8.0,51.7488,79.91614,0.00983158090976883
8.0,51.24167,80.044205,0.00983158090976883
8.0,51.12816,78.96028,0.00983158090976883
8.0,52.09448,80.748116,0.00983158090976883
8.0,52.512833,81.17502,0.00983158090976883
8.0,51.175957,78.972916,0.00983158090976883
8.0,50.75212,77.77254,0.00983158090976883
8.0,51.675728,81.054886,0.00983158090976883
8.0,52.06569,80.99261,0.00983158090976883
8.0,51.046997,79.50731,0.00983158090976883
8.0,51.773506,80.258026,0.00983158090976883
8.0,51.0636,78.61744,0.00983158090976883
8.0,51.551678,79.39382,0.00983158090976883
8.0,51.48791,80.04403,0.00983158090976883
8.0,50.718334,78.1026,0.00983158090976883
8.0,52.685608,80.90142,0.00983158090976883
8.0,49.62482,77.9478,0.00983158090976883
8.0,51.941563,79.71773,0.00983158090976883
8.0,51.912678,80.4161,0.00983158090976883
8.0,51.372486,79.55432,0.00983158090976883
8.0,51.376827,80.78261,0.00983158090976883
8.0,52.141815,80.95436,0.00983158090976883
8.0,51.63679,79.76287,0.00983158090976883
8.0,50.64366,77.717125,0.00983158090976883
8.0,51.433067,79.69811,0.00983158090976883
8.0,51.563526,80.15477,0.00983158090976883
8.0,50.60613,77.71321,0.00983158090976883
8.0,51.98755,79.66627,0.00983158090976883
8.0,51.2986,79.55896,0.00983158090976883
8.0,52.380783,81.48967,0.00983158090976883
8.0,52.177296,81.29553,0.00983158090976883
8.0,51.598087,79.830696,0.00983158090976883
8.0,51.751194,80.41817,0.00983158090976883
8.0,51.48534,80.36052,0.00983158090976883
8.0,51.32897,80.1646,0.00983158090976883
8.0,51.90042,80.70137,0.00983158090976883
8.0,51.339504,79.976006,0.00983158090976883
8.0,51.78682,81.16436,0.00983158090976883
8.0,51.096653,78.94683,0.00983158090976883
8.0,51.532677,80.34577,0.00983158090976883
8.0,51.774292,80.337074,0.00983158090976883
8.0,51.872158,80.78392,0.00983158090976883
8.0,51.475418,79.5416,0.00983158090976883
8.0,51.68083,80.399864,0.00983158090976883
8.0,51.53089,79.34794,0.00983158090976883
8.0,51.18414,79.34845,0.00983158090976883
8.0,51.27168,80.926636,0.00983158090976883
9.0,49.14122,74.52598,0.010203847054005032
9.0,50.317486,76.19887,0.010203847054005032
9.0,50.51859,77.15954,0.010203847054005032
9.0,51.412285,77.8338,0.010203847054005032
9.0,48.985886,74.921684,0.010203847054005032
9.0,51.75798,80.25857,0.010203847054005032
9.0,51.29142,78.80095,0.010203847054005032
9.0,50.59272,77.335526,0.010203847054005032
9.0,50.369396,75.0206,0.010203847054005032
9.0,51.91366,78.05319,0.010203847054005032
9.0,48.85559,75.55919,0.010203847054005032
9.0,50.27251,75.68236,0.010203847054005032
9.0,51.803154,78.02538,0.010203847054005032
9.0,51.65988,78.32934,0.010203847054005032
9.0,51.894066,79.95604,0.010203847054005032
9.0,50.89892,78.98615,0.010203847054005032
9.0,49.607803,74.32989,0.010203847054005032
9.0,49.167713,78.25525,0.010203847054005032
9.0,50.351646,76.294785,0.010203847054005032
9.0,51.290226,78.396996,0.010203847054005032
9.0,50.95611,78.4669,0.010203847054005032
9.0,48.95335,76.65635,0.010203847054005032
9.0,50.740475,76.66045,0.010203847054005032
9.0,47.88179,74.525276,0.010203847054005032
9.0,50.646408,75.48692,0.010203847054005032
9.0,50.230396,76.398674,0.010203847054005032
9.0,51.115837,78.88859,0.010203847054005032
9.0,52.061615,79.70328,0.010203847054005032
9.0,50.139187,75.43412,0.010203847054005032
9.0,49.66805,75.36578,0.010203847054005032
9.0,49.528397,75.01981,0.010203847054005032
9.0,49.64204,73.86887,0.010203847054005032
9.0,50.61142,77.95824,0.010203847054005032
9.0,50.4226,77.126625,0.010203847054005032
9.0,50.91898,77.87686,0.010203847054005032
9.0,50.755856,76.70357,0.010203847054005032
9.0,51.402214,78.19529,0.010203847054005032
9.0,50.319427,76.13647,0.010203847054005032
9.0,50.79518,76.54782,0.010203847054005032
9.0,50.225025,76.88686,0.010203847054005032
9.0,47.586163,71.629616,0.010203847054005032
9.0,50.517307,76.492195,0.010203847054005032
9.0,50.80884,76.78345,0.010203847054005032
9.0,48.877693,74.562744,0.010203847054005032
9.0,51.542175,78.276924,0.010203847054005032
9.0,50.730434,78.147,0.010203847054005032
9.0,49.819946,76.40687,0.010203847054005032
9.0,51.032063,78.91158,0.010203847054005032
9.0,49.31848,74.71145,0.010203847054005032
9.0,50.181282,77.40478,0.010203847054005032
9.0,50.581142,75.94249,0.010203847054005032
9.0,49.328465,75.20177,0.010203847054005032
9.0,50.340347,76.106995,0.010203847054005032
9.0,52.76828,79.739075,0.010203847054005032
9.0,50.653854,75.83533,0.010203847054005032
9.0,50.712585,77.14062,0.010203847054005032
9.0,51.340904,78.50398,0.010203847054005032
9.0,50.54631,77.45934,0.010203847054005032
10.0,50.18934,77.02703,0.009859449909543192
10.0,50.72997,78.30645,0.009859449909543192
10.0,50.86166,78.51704,0.009859449909543192
10.0,50.419167,78.298164,0.009859449909543192
10.0,50.860947,78.09953,0.009859449909543192
10.0,49.782993,76.79402,0.009859449909543192
10.0,51.260532,79.07654,0.009859449909543192
10.0,49.83392,78.23317,0.009859449909543192
10.0,50.813766,78.13222,0.009859449909543192
10.0,48.084465,73.398926,0.009859449909543192
10.0,50.900795,77.79113,0.009859449909543192
10.0,50.707096,77.75743,0.009859449909543192
10.0,50.399746,77.2019,0.009859449909543192
10.0,51.116783,78.696815,0.009859449909543192
10.0,50.74537,78.4958,0.009859449909543192
10.0,48.692596,74.24091,0.009859449909543192
10.0,50.033527,77.63653,0.009859449909543192
10.0,50.894623,77.810905,0.009859449909543192
10.0,50.62253,77.95466,0.009859449909543192
10.0,49.16622,77.62923,0.009859449909543192
10.0,52.829742,79.9449,0.009859449909543192
10.0,49.79248,76.39948,0.009859449909543192
10.0,50.604164,77.73179,0.009859449909543192
10.0,49.735043,75.67439,0.009859449909543192
10.0,50.790783,77.33674,0.009859449909543192
10.0,49.920254,76.68445,0.009859449909543192
10.0,50.251137,77.56035,0.009859449909543192
10.0,49.002804,75.31402,0.009859449909543192
10.0,50.213596,77.20515,0.009859449909543192
10.0,47.828285,74.57046,0.009859449909543192
10.0,50.835938,77.343414,0.009859449909543192
10.0,50.35973,76.977715,0.009859449909543192
10.0,50.66883,77.21491,0.009859449909543192
10.0,50.44811,78.280235,0.009859449909543192
10.0,50.41224,78.43213,0.009859449909543192
10.0,50.92564,78.86038,0.009859449909543192
10.0,50.463795,77.019455,0.009859449909543192
10.0,51.57419,78.27001,0.009859449909543192
10.0,50.28704,77.07626,0.009859449909543192
10.0,50.419334,77.36345,0.009859449909543192
10.0,50.606716,77.654526,0.009859449909543192
10.0,50.941803,78.109665,0.009859449909543192
10.0,50.538456,77.402794,0.009859449909543192
10.0,48.297363,74.95033,0.009859449909543192
10.0,49.570694,76.10118,0.009859449909543192
10.0,50.667286,78.35174,0.009859449909543192
10.0,50.873642,79.09696,0.009859449909543192
10.0,50.089874,77.000145,0.009859449909543192
10.0,51.58125,80.33307,0.009859449909543192
10.0,51.297077,79.06452,0.009859449909543192
10.0,51.418304,79.352554,0.009859449909543192
10.0,49.924023,76.428696,0.009859449909543192
10.0,51.180805,79.035866,0.009859449909543192
10.0,50.14193,77.48505,0.009859449909543192
10.0,50.970005,77.49039,0.009859449909543192
10.0,49.712837,76.52235,0.009859449909543192
10.0,50.373665,77.375595,0.009859449909543192
10.0,51.21001,79.42599,0.009859449909543192
11.0,50.08546,77.23928,0.009886278344671201
11.0,50.102844,75.3882,0.009886278344671201
11.0,49.950043,77.08739,0.009886278344671201
11.0,49.832188,74.97731,0.009886278344671201
11.0,50.64353,77.396126,0.009886278344671201
11.0,49.98273,76.33478,0.009886278344671201
11.0,50.488335,76.10484,0.009886278344671201
11.0,50.29067,76.71223,0.009886278344671201
11.0,50.636707,77.048004,0.009886278344671201
11.0,50.536877,77.54741,0.009886278344671201
11.0,50.868393,77.63346,0.009886278344671201
11.0,49.767113,76.561264,0.009886278344671201
11.0,50.29751,77.86696,0.009886278344671201
11.0,51.14283,78.526985,0.009886278344671201
11.0,50.3513,76.54451,0.009886278344671201
11.0,50.00906,76.59399,0.009886278344671201
11.0,50.067974,76.89,0.009886278344671201
11.0,50.991207,77.12254,0.009886278344671201
11.0,50.023098,77.04006,0.009886278344671201
11.0,51.245598,78.90119,0.009886278344671201
11.0,50.19813,76.366425,0.009886278344671201
11.0,50.063698,76.60187,0.009886278344671201
11.0,48.937492,74.10942,0.009886278344671201
11.0,51.368423,78.95667,0.009886278344671201
11.0,50.598244,77.98863,0.009886278344671201
11.0,50.15571,74.78713,0.009886278344671201
11.0,49.854443,75.55569,0.009886278344671201
