a_unique_carrier,a_taxi_out,a_air_time,a_distance,flights-flight-a_rate
9E,8.678520556963875,1290.30483733816,1879.07642660672,0.7475701194112746
9E,13.147512843713528,1143.5397065973518,239.10710700130352,0.7475701194112746
9E,33.693465745936074,1168.5008039296542,314.95622081634707,0.7475701194112746
9E,8.08653283975481,1166.0870046075042,370.85086138331354,0.7475701194112746
9E,22.661413124759218,1316.6922812127684,972.192674862474,0.7475701194112746
9E,8.556913362237257,1203.971383400698,633.7875916889733,0.7475701194112746
9E,14.649043981941405,1288.4485339300181,1851.7795774773779,0.7475701194112746
9E,8.399095460555031,1178.0575609119421,260.24519134838664,0.7475701194112746
9E,13.995250654635838,1224.2223045008195,963.7363830501793,0.7475701194112746
9E,14.20279817022203,1219.3418128225812,957.3317786158067,0.7475701194112746
9E,13.352386935669358,1193.5899162819526,452.003737064782,0.7475701194112746
9E,8.23542167349462,1154.4343885397366,397.10230677498043,0.7475701194112746
9E,8.613013956105906,1337.2920602022919,1981.0648330669246,0.7475701194112746
9E,33.322893099348434,1148.3698722369693,222.24137288189348,0.7475701194112746
9E,13.898518687900937,1171.963281886936,299.41528419326437,0.7475701194112746
9E,21.184307444938085,1184.4980888006203,559.9114253579237,0.7475701194112746
9E,21.63050889815923,1232.7879204741446,850.0357277930009,0.7475701194112746
9E,8.572463249317446,1228.639703451102,885.3738762599924,0.7475701194112746
9E,22.620348497668225,1229.6413779865466,930.0251724912085,0.7475701194112746
9E,20.811787564035196,1138.8552059014255,304.420424876357,0.7475701194112746
9E,35.8282896855768,1371.1274880892518,1755.4854737647781,0.7475701194112746
9E,8.239772805558749,1175.6935254897323,276.2178216772573,0.7475701194112746
9E,14.490668158995183,1264.7737037920938,1103.7803129918866,0.7475701194112746
9E,13.58035551435568,1302.6725812701407,1657.690616878683,0.7475701194112746
9E,8.201191706399223,1140.962410482739,233.80999231912563,0.7475701194112746
9E,8.140064639005052,1148.0379931528626,206.39252196979254,0.7475701194112746
9E,14.074486904998178,1151.356900374672,862.7266283559921,0.7475701194112746
9E,13.416725491367188,1139.3811461594173,233.9674639910209,0.7475701194112746
9E,13.955310332676095,1178.633555540197,535.0394933066357,0.7475701194112746
9E,13.727461878429644,1226.6116061674943,917.0431309648473,0.7475701194112746
9E,20.66695216191722,1161.3369105695363,407.3718185132857,0.7475701194112746
9E,8.322130047727095,1168.2028667250245,626.2676849783087,0.7475701194112746
9E,8.213316299904518,1138.642673205292,253.60344270523595,0.7475701194112746
9E,71.50324454396444,1179.1851049260565,561.614175030364,0.7475701194112746
9E,14.262713567759992,1171.1609930897046,309.93757993385736,0.7475701194112746
9E,14.301196909399174,1302.7011599636264,973.6186038989788,0.7475701194112746
9E,8.651322551784405,1368.3015291780537,1972.7083175503615,0.7475701194112746
9E,13.534077691766909,1141.319291617001,248.36884154855855,0.7475701194112746
9E,13.176253964929847,1139.055575571872,241.0796289827352,0.7475701194112746
9E,13.854412508778463,1174.0963337972528,302.5026853798083,0.7475701194112746
9E,7.772455374176369,1138.0400768315558,226.0728882605901,0.7475701194112746
9E,22.55951170826098,1367.1168952904047,2059.5519080319477,0.7475701194112746
9E,8.53407412076744,1290.0601464288086,1527.0133113616855,0.7475701194112746
9E,21.47962707614448,1187.5891277607655,532.9618985818299,0.7475701194112746
9E,13.944698284007043,1182.7925488308479,532.5282846533223,0.7475701194112746
9E,8.189254866117235,1224.4976541466974,969.5314433818808,0.7475701194112746
9E,8.287988882412467,1179.6785645559153,537.937793658711,0.7475701194112746
9E,13.762706011898292,1199.3574727347652,784.169729534366,0.7475701194112746
9E,8.542711948510908,1216.0214698006807,564.7702860722806,0.7475701194112746
9E,21.33730291134468,1139.2699769630485,267.1479315847857,0.7475701194112746
9E,8.397022663728185,1178.5004790152998,576.710007467356,0.7475701194112746
9E,13.855360957501382,1360.2491611923997,1480.1976688106645,0.7475701194112746
9E,13.821252610303402,1222.144261996062,993.7740750135965,0.7475701194112746
9E,13.947781390651318,1143.7896049403944,224.14162404112142,0.7475701194112746
9E,8.498413579021328,1168.3461186221168,301.78810670563723,0.7475701194112746
9E,8.284998984496346,1138.6179344562495,276.08538852231817,0.7475701194112746
9E,8.28541785203619,1174.1163086252898,295.7125019829782,0.7475701194112746
9E,13.954356671401161,1374.5412384873223,1743.078765171257,0.7475701194112746
9E,13.921175503618386,1176.7039074831948,264.7823312499286,0.7475701194112746
9E,14.774845598186557,1316.7050859716348,1553.0986211323045,0.7475701194112746
9E,13.576146863188665,1155.1347331816612,448.6429116827679,0.7475701194112746
9E,8.38897752036214,1139.9218956605469,256.09213886365984,0.7475701194112746
9E,21.490094398388266,1227.322400147432,932.1493172485278,0.7475701194112746
9E,14.412296444108728,1213.7591855234853,594.7143132375403,0.7475701194112746
9E,34.31899146116792,1215.6055943658819,915.7077413632041,0.7475701194112746
9E,8.697395959770475,1239.347983238885,1681.1565753591756,0.7475701194112746
9E,14.183540658745,1235.3903965894042,904.121654389097,0.7475701194112746
9E,8.253784180835959,1144.3830906004002,250.0663107617568,0.7475701194112746
9E,20.14260650390158,1144.8098076087365,232.29873634674792,0.7475701194112746
9E,13.602743451447905,1168.9741744614482,288.1091246952186,0.7475701194112746
9E,13.836067730875255,1158.356165341139,443.4093035886854,0.7475701194112746
9E,14.16787054867427,1228.1410984440438,884.3537453083346,0.7475701194112746
9E,8.393639303465358,1194.154057797698,821.0854876646631,0.7475701194112746
9E,13.509660055024277,1179.0865475610522,544.3409639969165,0.7475701194112746
9E,35.80606108404583,1337.046976022805,2145.4541794882107,0.7475701194112746
9E,8.326248886003286,1168.1770117963047,303.53572652331684,0.7475701194112746
9E,14.169308466508761,1215.7224593635528,599.3447927798069,0.7475701194112746
9E,13.994551661888302,1230.8908557197358,1740.5010508029584,0.7475701194112746
9E,8.298565978405055,1143.8951061469836,228.55095347180486,0.7475701194112746
9E,8.296868315560168,1174.5456350030045,571.687868152089,0.7475701194112746
9E,13.623890539223598,1144.485919176888,229.31440139638195,0.7475701194112746
9E,13.094992846022938,1152.7241116236494,399.1588267493927,0.7475701194112746
9E,14.156333402991443,1170.5781198329537,285.59795885887,0.7475701194112746
9E,13.959619777311195,1263.3564993260113,1088.4783238790328,0.7475701194112746
9E,8.014076732313198,1141.7526588355681,239.18818483369517,0.7475701194112746
9E,14.213344073177655,1234.1650723853181,892.465236167389,0.7475701194112746
9E,8.364488062612319,1155.905401506304,475.3145297450265,0.7475701194112746
9E,14.508125624338282,1299.9888652311504,1772.8264955432112,0.7475701194112746
9E,14.70714926840518,1300.1667902867114,1720.8077406526422,0.7475701194112746
9E,13.585192238749746,1152.2216720216948,205.84172364380174,0.7475701194112746
9E,8.506925513712437,1227.9121294329952,919.7799096705792,0.7475701194112746
9E,14.287038989480696,1337.3980478989138,2126.3688301991583,0.7475701194112746
9E,13.777790639744861,1199.9441403972055,766.7957355691806,0.7475701194112746
9E,8.227834258147105,1161.7620915171503,383.9604380404319,0.7475701194112746
9E,8.091354642984124,1145.8762060033039,223.30745947260908,0.7475701194112746
9E,21.39989258862149,1186.8186311279503,545.1754564929818,0.7475701194112746
9E,22.13450507887521,1174.6876096388517,574.5914728798426,0.7475701194112746
9E,13.252545400075752,1150.5618201575398,203.95506771262237,0.7475701194112746
9E,21.51682045520253,1179.1482362889567,574.2479957714675,0.7475701194112746
9E,13.828857514141442,1143.5234025632585,233.4778457239689,0.7475701194112746
9E,13.981044466223775,1333.8347247798788,1506.5734184484618,0.7475701194112746
9E,13.438251864334628,1142.4880316048072,222.464423519661,0.7475701194112746
9E,21.01219913446165,1172.5937555519024,302.9959760444257,0.7475701194112746
9E,13.266978249370789,1141.9349738084113,256.73658639300675,0.7475701194112746
9E,20.62960245058401,1135.3924083358995,252.08602519771108,0.7475701194112746
9E,8.712273765424932,1347.7179803572415,1936.030811762535,0.7475701194112746
9E,14.079765543789335,1182.750307366553,232.91234248051495,0.7475701194112746
9E,8.412585680187354,1142.254073296514,230.74161525552856,0.7475701194112746
9E,8.329450902538694,1156.4086995194093,447.4291112460184,0.7475701194112746
9E,8.061518858658875,1143.2591605000482,234.4873841361474,0.7475701194112746
9E,8.56864902504911,1228.802983065523,943.4919919375353,0.7475701194112746
9E,21.935894618974984,1146.3222364371322,222.30013737381935,0.7475701194112746
9E,13.946455175972918,1187.652676313468,507.87528582452745,0.7475701194112746
9E,13.36245538588646,1271.8253166727022,1028.784530933672,0.7475701194112746
9E,34.35167486639213,1326.791492640179,2111.7639487377905,0.7475701194112746
9E,13.927388918006077,1232.173739438828,881.9108447122807,0.7475701194112746
9E,14.104992710814665,1230.7950114696005,920.3671591949741,0.7475701194112746
9E,22.104105747455566,1345.3328634821823,2038.7628383584226,0.7475701194112746
9E,8.306008318770633,1180.0670185737804,553.0970682320037,0.7475701194112746
9E,8.644072511814759,1360.6782195660307,1949.9534798206828,0.7475701194112746
9E,21.726638877627167,1288.1705924558019,268.9444942234402,0.7475701194112746
9E,14.067396185691853,1154.296899136859,442.90148099364046,0.7475701194112746
9E,34.3510705460174,1222.3550471640724,582.1783830215268,0.7475701194112746
9E,14.2211422081524,1176.8084869854588,287.608145906149,0.7475701194112746
9E,13.320930467759874,1139.9124531378907,239.41218269253756,0.7475701194112746
9E,8.469557966466418,1142.8057345239997,235.63479072904403,0.7475701194112746
9E,13.954468178104287,1142.8535546282483,243.8702679523332,0.7475701194112746
9E,14.209336943462482,1185.6686357232336,908.1389108719925,0.7475701194112746
9E,13.911042053663488,1227.4997025772698,912.9452503720096,0.7475701194112746
9E,13.19141699060645,1145.9377045590784,195.74049679266832,0.7475701194112746
9E,21.167326841415758,1182.1683354546944,573.4763744024231,0.7475701194112746
9E,8.143982129098143,1139.850824169653,287.7972713153227,0.7475701194112746
9E,14.28227770302532,1236.0179811489243,886.8919641681946,0.7475701194112746
9E,14.554402372984178,1345.9881841766576,2048.9249170686744,0.7475701194112746
9E,14.389919822707308,1347.5756205767366,2013.015936208304,0.7475701194112746
9E,14.107882442256729,1322.9595643344135,1556.7170504678181,0.7475701194112746
9E,13.37019144172416,1141.739800827007,234.22337921501367,0.7475701194112746
9E,13.855355011524965,1145.6730390680602,218.29992774602655,0.7475701194112746
9E,8.529379715968455,1223.7032224569598,948.8588155457816,0.7475701194112746
9E,21.62256709401346,1196.5656188720302,802.613227404303,0.7475701194112746
9E,8.138570124589087,1140.667168221459,225.27549364933657,0.7475701194112746
9E,21.794118598663808,1277.6461855216899,1030.8057669379684,0.7475701194112746
9E,21.92901430830825,1259.4001628143235,1101.187127663973,0.7475701194112746
9E,13.231257337652131,1141.9599898902873,231.42338145596077,0.7475701194112746
9E,8.348375521117273,1145.5788919997276,227.33852275774328,0.7475701194112746
9E,21.591067742151115,1228.3083551149973,949.1127094619335,0.7475701194112746
9E,22.405804160352893,1223.0234785783764,949.4469989785356,0.7475701194112746
9E,21.0657570415308,1223.6883290012947,992.6171811308964,0.7475701194112746
9E,8.244534331591888,1170.4214075673533,288.51747200713555,0.7475701194112746
9E,14.242831506112427,1225.955538313436,914.4511776011522,0.7475701194112746
9E,21.288316677846367,1170.9164402789966,319.1321721406506,0.7475701194112746
9E,8.403771661144152,1182.0610754125262,538.1786093091976,0.7475701194112746
9E,8.324737548600542,1177.2396320721207,584.7589091960991,0.7475701194112746
9E,13.596131106571935,1161.2945875982325,402.02811832739684,0.7475701194112746
9E,8.342965627241245,1152.0306829692543,460.52495362730093,0.7475701194112746
9E,13.74413565360342,1220.0312028795308,1009.172038113147,0.7475701194112746
9E,14.037518872202073,1230.0992703088189,876.8334333434203,0.7475701194112746
9E,34.999179969861935,1234.2240040668532,905.5707026250888,0.7475701194112746
9E,8.819890334259327,1293.3931490924351,1887.804392987397,0.7475701194112746
9E,22.439332272719486,1241.7983398712543,1701.4760973411003,0.7475701194112746
9E,8.409514724651354,1177.9008625296158,272.582644688929,0.7475701194112746
9E,13.891795543552517,1229.1266385978163,905.4585640756226,0.7475701194112746
9E,13.67973368288838,1169.2395799503133,310.90315686566504,0.7475701194112746
9E,13.88093308283698,1140.9292130822819,216.90818409742116,0.7475701194112746
9E,14.0267962336104,1180.9101850705824,539.9215775694655,0.7475701194112746
9E,22.052767545149347,1229.0425310000762,912.1707621567988,0.7475701194112746
9E,13.952139712784193,1289.2926070444219,1497.2804340184941,0.7475701194112746
9E,14.194168829654076,1232.470517029397,888.7947776119911,0.7475701194112746
9E,22.205520605328196,1179.4418664746881,556.064242821818,0.7475701194112746
9E,7.747929508006821,1143.5617586845724,201.78037687323533,0.7475701194112746
9E,13.545366036317569,1152.4585270549233,439.2770221297868,0.7475701194112746
9E,8.439081356707483,1229.7193875871758,943.3420698403045,0.7475701194112746
9E,8.543640037307416,1208.943110677527,602.7329214213327,0.7475701194112746
9E,8.443632331576746,1232.7674680449409,896.0402920098207,0.7475701194112746
9E,14.25292696206383,1138.951630235493,274.77840736543124,0.7475701194112746
9E,8.258104087946764,1270.5531349422592,993.1471443191327,0.7475701194112746
9E,8.298899427384717,1151.6256020488886,486.0661686607846,0.7475701194112746
9E,14.246455722804429,1227.2413063945362,926.4910943618336,0.7475701194112746
9E,21.55633510606511,1237.596019528916,844.3137755959893,0.7475701194112746
9E,14.88810508086254,1361.8155524807346,2151.28313231881,0.7475701194112746
9E,8.369612772719835,1183.8820633525334,551.9471682416347,0.7475701194112746
9E,31.723608851655705,1154.0845769165367,450.76383549332047,0.7475701194112746
9E,21.488487743924633,1144.1116453120833,244.03435484455068,0.7475701194112746
9E,8.289321436782274,1152.9928285676797,469.3493610908473,0.7475701194112746
9E,14.167366397977757,1169.4481708085345,299.87113970006226,0.7475701194112746
9E,33.6863926354641,1289.4039588238998,1551.5520325599878,0.7475701194112746
9E,14.37726089130181,1302.2665202896922,1445.7313734664929,0.7475701194112746
9E,13.915884082287617,1178.1513499061602,554.9325399956035,0.7475701194112746
9E,14.05366382218689,1274.7183869163068,1029.966083971132,0.7475701194112746
9E,8.67925194950559,1292.3218962433248,1940.1506390478098,0.7475701194112746
9E,22.460908039693493,1363.322905451389,2188.0743517437995,0.7475701194112746
9E,13.626268615465873,1148.4122917795273,201.79587573975476,0.7475701194112746
9E,14.432087823067492,1339.4811560515343,1889.771358389309,0.7475701194112746
9E,13.427178046422117,1222.5853145188562,1015.4266409687261,0.7475701194112746
9E,8.506037775253224,1274.1468526550643,1565.2648222527564,0.7475701194112746
9E,8.18855273920958,1194.5937763402774,848.8929170496529,0.7475701194112746
9E,13.780158055139548,1214.0209095908835,615.0067057849461,0.7475701194112746
9E,13.720169256225304,1178.106987504714,924.5737308245053,0.7475701194112746
9E,13.462613289335446,1142.8371705308075,240.34641549654435,0.7475701194112746
9E,8.304821646389508,1179.837770471188,561.3605266976414,0.7475701194112746
9E,13.816905132374213,1216.6694628472655,613.1926543826198,0.7475701194112746
9E,8.10244608162234,1142.8810468961356,228.13052525938295,0.7475701194112746
9E,8.546032082899067,1233.458619302824,840.9587694268854,0.7475701194112746
9E,8.518777121666568,1175.106794818585,577.0684885958866,0.7475701194112746
9E,8.410566921773762,1188.1543591135514,862.1943005912719,0.7475701194112746
9E,13.714129427677785,1183.5850680746748,546.9086274361327,0.7475701194112746
9E,8.588405714140793,1227.6974269697614,941.7853538927361,0.7475701194112746
9E,20.721981122774217,1148.51707901915,211.88921214737135,0.7475701194112746
9E,13.950852435083524,1174.0376395848432,282.91679596126727,0.7475701194112746
9E,21.804999729859617,1172.4283908025147,312.12678256796414,0.7475701194112746
9E,8.515499168900245,1185.6349997531818,531.4493400792516,0.7475701194112746
9E,13.768456871230665,1142.8670944133576,215.224990640034,0.7475701194112746
9E,14.010656889083528,1203.4800395172088,742.0344271311009,0.7475701194112746
9E,13.168084560044342,1163.165968477791,398.2196817762393,0.7475701194112746
9E,21.594650883236433,1262.8666017339713,1146.815803701427,0.7475701194112746
9E,13.793099197778185,1146.9823793737694,215.16393932959082,0.7475701194112746
9E,34.54298760432727,1234.7669800882477,885.759401578809,0.7475701194112746
9E,13.408295982755577,1143.7379426208518,258.58766482323193,0.7475701194112746
9E,8.052989480206568,1139.973907122317,234.1748686211312,0.7475701194112746
9E,21.51682953083831,1230.9505947648393,899.6159389963735,0.7475701194112746
9E,8.017469450750406,1142.1252010209555,230.11109095635,0.7475701194112746
9E,13.76606947002097,1174.3376058834247,591.3820533460774,0.7475701194112746
9E,13.468522542145337,1140.8934222896758,230.9321538327136,0.7475701194112746
9E,68.9791306336146,1158.269218196332,458.22165997136403,0.7475701194112746
9E,13.708570646958055,1175.9738416153089,285.60226886803264,0.7475701194112746
9E,8.800997406214885,1288.1091751689871,1531.9205000203874,0.7475701194112746
9E,36.06895168351571,1380.6888322729667,1912.4548001019123,0.7475701194112746
9E,22.43260397895208,1335.2060466620956,2163.9207404893564,0.7475701194112746
9E,21.15459977483943,1177.5598818346082,585.9300266891817,0.7475701194112746
9E,20.844064261897515,1164.4618639188545,393.431258061861,0.7475701194112746
9E,8.124299544952837,1148.6236796523283,192.91142639713001,0.7475701194112746
9E,21.749568248984804,1212.2499031155319,646.9727068631886,0.7475701194112746
9E,8.365009544163776,1185.104273143042,489.87801248442105,0.7475701194112746
9E,8.288564402377178,1149.6062855630666,198.37279043986513,0.7475701194112746
9E,7.776505989343812,1147.1787029562734,192.0382357072453,0.7475701194112746
9E,33.47002268140068,1152.026139993319,480.501983760083,0.7475701194112746
9E,13.719795497910317,1226.8597843381585,930.993973256296,0.7475701194112746
9E,8.313007333084224,1147.0181478807015,212.38445856294584,0.7475701194112746
9E,13.403295914269266,1142.347526207368,221.2776873267952,0.7475701194112746
9E,8.201368068411924,1143.3350902678962,247.74429485810487,0.7475701194112746
9E,21.819523972518354,1182.1607274203202,558.1610640301379,0.7475701194112746
9E,13.871973046444042,1183.0260324000783,517.7845958931827,0.7475701194112746
9E,8.31709823651152,1183.5892704350429,539.7251203240854,0.7475701194112746
9E,14.876200240712922,1299.1078205461426,1836.5456105545818,0.7475701194112746
9E,8.1456895070627,1156.1448907887511,189.33419236270802,0.7475701194112746
9E,13.81253578268155,1141.5946154380067,235.34385591424476,0.7475701194112746
9E,8.395769878871338,1142.5171812665312,226.2622405123513,0.7475701194112746
9E,14.036772992680145,1186.0495863652545,526.14736113719,0.7475701194112746
9E,20.477729515755925,1142.020230543568,241.89798814069093,0.7475701194112746
9E,13.66453948667461,1180.7232179462198,532.6186618984146,0.7475701194112746
9E,34.45586569760459,1226.2823916616624,946.8832615695214,0.7475701194112746
9E,13.655067205722986,1182.2849314649281,555.2117334803182,0.7475701194112746
9E,34.16260863326779,1183.377593218127,555.7220429710425,0.7475701194112746
9E,13.793422716521503,1182.8633449867623,539.4190067571388,0.7475701194112746
9E,13.991829819150416,1301.2159595205603,1564.0872287267237,0.7475701194112746
9E,14.023868521261704,1170.4176056860545,299.6945948581741,0.7475701194112746
9E,8.45586975083286,1231.9986669260738,896.4836650033311,0.7475701194112746
9E,13.88299471264269,1166.5766995709166,312.7643205947132,0.7475701194112746
9E,8.393016883993221,1232.67002723042,917.9543175323311,0.7475701194112746
9E,8.48754700039737,1285.2268958711268,1023.0240053408687,0.7475701194112746
9E,14.43257337621662,1180.8781008234314,525.0502381821649,0.7475701194112746
9E,8.603995593643024,1302.683986894173,1419.2329144888076,0.7475701194112746
9E,34.35223625212586,1132.3745805711937,263.46487854873186,0.7475701194112746
9E,13.804027064234315,1187.810411669598,885.4184554813492,0.7475701194112746
9E,13.70765279251027,1183.6388753744936,549.2461666222993,0.7475701194112746
9E,22.07372000724539,1356.4005542776667,1542.7299129134924,0.7475701194112746
9E,14.506483618066536,1357.4770509029586,1954.285168885425,0.7475701194112746
9E,21.84144448018679,1229.9981272226082,857.792363281161,0.7475701194112746
9E,22.296394879666746,1226.8299001682271,936.9173863762101,0.7475701194112746
