ws_promo_sk,ws_wholesale_cost,ws_list_price,tpcds-06667g-wsales_rate
1.0,46.997528,86.84864,0.10056851037083596
1.0,52.047035,99.375435,0.10056851037083596
1.0,48.394314,95.36252,0.10056851037083596
1.0,50.16973,97.99488,0.10056851037083596
1.0,52.25111,97.99215,0.10056851037083596
1.0,49.186462,90.4239,0.10056851037083596
1.0,50.71211,97.573326,0.10056851037083596
1.0,52.2245,101.20246,0.10056851037083596
1.0,50.011936,97.68849,0.10056851037083596
1.0,51.812057,100.41346,0.10056851037083596
1.0,50.245132,94.84054,0.10056851037083596
1.0,49.154552,96.13466,0.10056851037083596
1.0,57.754322,105.562294,0.10056851037083596
1.0,54.839592,105.09012,0.10056851037083596
1.0,51.68604,102.73779,0.10056851037083596
1.0,52.250637,96.91428,0.10056851037083596
1.0,49.544933,93.402985,0.10056851037083596
1.0,50.363197,101.35721,0.10056851037083596
1.0,49.325592,91.814606,0.10056851037083596
1.0,54.713573,105.73004,0.10056851037083596
1.0,48.559177,97.54659,0.10056851037083596
1.0,48.79305,96.59329,0.10056851037083596
1.0,49.77695,93.94272,0.10056851037083596
1.0,53.467674,99.20993,0.10056851037083596
1.0,49.838085,99.057396,0.10056851037083596
1.0,50.004395,95.95138,0.10056851037083596
1.0,53.10941,101.84119,0.10056851037083596
1.0,55.464493,105.02844,0.10056851037083596
1.0,45.58777,90.51884,0.10056851037083596
1.0,42.689568,85.58202,0.10056851037083596
1.0,50.88446,98.31463,0.10056851037083596
1.0,53.167114,107.86488,0.10056851037083596
1.0,49.901222,102.18896,0.10056851037083596
1.0,49.917538,99.26547,0.10056851037083596
1.0,48.139008,90.722046,0.10056851037083596
1.0,47.71673,90.69492,0.10056851037083596
1.0,47.535797,94.5459,0.10056851037083596
1.0,51.469894,107.192314,0.10056851037083596
1.0,50.426487,102.745605,0.10056851037083596
1.0,50.9419,100.99228,0.10056851037083596
1.0,50.475353,96.88474,0.10056851037083596
1.0,51.23499,101.88486,0.10056851037083596
1.0,52.655315,100.01546,0.10056851037083596
1.0,50.68743,94.14004,0.10056851037083596
1.0,53.022625,94.32688,0.10056851037083596
2.0,49.73584,95.9709,0.10619185667752444
2.0,48.628845,95.0848,0.10619185667752444
2.0,45.977203,89.521706,0.10619185667752444
2.0,50.23303,92.81311,0.10619185667752444
2.0,49.69884,95.64684,0.10619185667752444
2.0,49.777664,101.13262,0.10619185667752444
2.0,50.423073,98.34216,0.10619185667752444
2.0,51.333473,99.03469,0.10619185667752444
2.0,49.067783,94.83907,0.10619185667752444
2.0,49.730896,95.395615,0.10619185667752444
2.0,44.45323,78.8603,0.10619185667752444
2.0,49.166862,95.61334,0.10619185667752444
2.0,47.380344,92.694885,0.10619185667752444
2.0,47.573753,90.17428,0.10619185667752444
2.0,49.202072,92.91885,0.10619185667752444
2.0,48.584667,94.7954,0.10619185667752444
2.0,48.86717,96.145744,0.10619185667752444
2.0,51.125824,97.531746,0.10619185667752444
2.0,51.85277,100.67554,0.10619185667752444
2.0,45.79986,84.23321,0.10619185667752444
2.0,50.99453,98.878654,0.10619185667752444
2.0,51.120808,98.99373,0.10619185667752444
2.0,48.676517,92.76497,0.10619185667752444
2.0,48.841362,93.79303,0.10619185667752444
2.0,49.933308,95.57285,0.10619185667752444
2.0,48.774235,92.56048,0.10619185667752444
2.0,47.770645,86.07656,0.10619185667752444
2.0,51.801353,97.07134,0.10619185667752444
2.0,47.979156,93.6409,0.10619185667752444
2.0,48.8308,94.0824,0.10619185667752444
2.0,51.136173,96.616714,0.10619185667752444
2.0,51.31897,97.68589,0.10619185667752444
2.0,56.20121,107.12113,0.10619185667752444
2.0,48.147774,94.28314,0.10619185667752444
2.0,50.29531,95.54962,0.10619185667752444
2.0,49.440067,94.30907,0.10619185667752444
2.0,49.099564,93.16447,0.10619185667752444
2.0,50.412735,97.30076,0.10619185667752444
2.0,53.103477,102.09111,0.10619185667752444
2.0,48.089474,89.32862,0.10619185667752444
2.0,48.168934,88.78441,0.10619185667752444
2.0,49.321922,91.993,0.10619185667752444
2.0,47.17522,91.333275,0.10619185667752444
2.0,47.137722,90.49835,0.10619185667752444
2.0,50.563717,98.33392,0.10619185667752444
2.0,46.860184,86.111946,0.10619185667752444
2.0,51.335705,100.662445,0.10619185667752444
2.0,49.825657,96.872314,0.10619185667752444
2.0,48.81888,88.594604,0.10619185667752444
2.0,50.57485,99.24628,0.10619185667752444
2.0,50.148457,93.35755,0.10619185667752444
2.0,51.032234,98.34862,0.10619185667752444
2.0,51.29261,97.8418,0.10619185667752444
2.0,53.224792,99.8306,0.10619185667752444
2.0,48.708313,92.32225,0.10619185667752444
2.0,49.853245,98.374855,0.10619185667752444
2.0,49.052654,93.94886,0.10619185667752444
2.0,51.478138,100.19497,0.10619185667752444
2.0,48.717445,90.47748,0.10619185667752444
2.0,50.88266,100.38006,0.10619185667752444
2.0,44.579716,90.05137,0.10619185667752444
2.0,55.135433,104.38792,0.10619185667752444
2.0,51.36053,101.299255,0.10619185667752444
2.0,52.417107,100.26832,0.10619185667752444
2.0,49.483917,92.94168,0.10619185667752444
2.0,50.024605,99.011154,0.10619185667752444
2.0,47.781765,90.03352,0.10619185667752444
2.0,46.983078,91.69791,0.10619185667752444
2.0,47.341824,88.2059,0.10619185667752444
2.0,50.777718,96.141884,0.10619185667752444
2.0,52.262093,98.35151,0.10619185667752444
2.0,47.49338,93.45589,0.10619185667752444
2.0,46.549137,87.941154,0.10619185667752444
2.0,51.542282,99.550575,0.10619185667752444
2.0,50.49567,95.29317,0.10619185667752444
2.0,49.8051,95.462074,0.10619185667752444
2.0,52.47253,101.07942,0.10619185667752444
2.0,46.53642,89.81719,0.10619185667752444
2.0,50.174675,98.872025,0.10619185667752444
2.0,50.27702,97.99421,0.10619185667752444
2.0,49.132557,93.97771,0.10619185667752444
2.0,48.09353,90.85422,0.10619185667752444
2.0,50.519493,97.08518,0.10619185667752444
2.0,49.795746,94.898994,0.10619185667752444
2.0,47.22335,88.26689,0.10619185667752444
2.0,49.119553,92.59599,0.10619185667752444
2.0,52.032143,100.55681,0.10619185667752444
2.0,51.68414,97.99627,0.10619185667752444
2.0,49.991974,95.791954,0.10619185667752444
2.0,48.15806,89.182594,0.10619185667752444
2.0,51.658546,103.948135,0.10619185667752444
2.0,49.93305,94.59289,0.10619185667752444
2.0,51.21331,99.56179,0.10619185667752444
2.0,53.69808,102.2689,0.10619185667752444
2.0,49.18813,94.83974,0.10619185667752444
2.0,46.25125,88.64721,0.10619185667752444
2.0,49.188095,93.02215,0.10619185667752444
2.0,45.37647,82.90334,0.10619185667752444
2.0,51.123898,99.73384,0.10619185667752444
2.0,46.7481,88.764366,0.10619185667752444
2.0,53.24639,102.239075,0.10619185667752444
2.0,50.6519,96.64453,0.10619185667752444
2.0,46.32768,90.622086,0.10619185667752444
2.0,53.59051,104.13097,0.10619185667752444
2.0,49.283806,95.5468,0.10619185667752444
2.0,50.491894,92.250084,0.10619185667752444
2.0,52.56167,100.33559,0.10619185667752444
2.0,50.873608,97.27249,0.10619185667752444
2.0,49.526134,94.58575,0.10619185667752444
2.0,50.417397,94.74721,0.10619185667752444
2.0,49.75319,89.74021,0.10619185667752444
2.0,47.54042,91.30621,0.10619185667752444
2.0,50.48509,98.07517,0.10619185667752444
2.0,50.051617,96.6829,0.10619185667752444
2.0,49.81053,92.34232,0.10619185667752444
2.0,52.23053,99.125946,0.10619185667752444
2.0,49.872196,97.57674,0.10619185667752444
2.0,46.903778,86.399704,0.10619185667752444
2.0,49.61347,93.555855,0.10619185667752444
2.0,50.556442,96.87282,0.10619185667752444
2.0,45.534588,84.57402,0.10619185667752444
2.0,47.85114,92.19521,0.10619185667752444
2.0,52.04995,99.040794,0.10619185667752444
2.0,49.239292,92.760994,0.10619185667752444
2.0,49.425755,92.298775,0.10619185667752444
2.0,47.585434,88.85533,0.10619185667752444
2.0,47.798786,90.414444,0.10619185667752444
2.0,48.537514,93.19057,0.10619185667752444
2.0,51.056133,99.183784,0.10619185667752444
2.0,48.275635,87.04132,0.10619185667752444
2.0,51.926273,100.62613,0.10619185667752444
2.0,50.45633,96.674286,0.10619185667752444
2.0,49.983368,94.395134,0.10619185667752444
2.0,54.06789,106.37015,0.10619185667752444
2.0,49.601048,94.59665,0.10619185667752444
2.0,50.97813,98.85658,0.10619185667752444
2.0,52.029232,98.00246,0.10619185667752444
2.0,49.711304,96.65461,0.10619185667752444
2.0,50.074448,96.33415,0.10619185667752444
2.0,47.221775,91.45516,0.10619185667752444
2.0,49.37158,95.32202,0.10619185667752444
2.0,52.016716,100.096176,0.10619185667752444
2.0,49.267773,97.36474,0.10619185667752444
2.0,51.435333,95.619804,0.10619185667752444
2.0,51.788006,102.10468,0.10619185667752444
2.0,50.745075,99.0334,0.10619185667752444
2.0,51.745754,94.753174,0.10619185667752444
2.0,48.789448,92.23584,0.10619185667752444
2.0,48.30618,91.52312,0.10619185667752444
2.0,48.191994,92.97473,0.10619185667752444
2.0,50.919647,91.11661,0.10619185667752444
2.0,44.902054,88.394196,0.10619185667752444
2.0,48.974884,96.270355,0.10619185667752444
2.0,45.557804,84.82257,0.10619185667752444
2.0,48.725163,89.708015,0.10619185667752444
2.0,49.14213,91.87691,0.10619185667752444
2.0,46.28008,84.73975,0.10619185667752444
2.0,49.24257,92.519226,0.10619185667752444
2.0,51.112385,93.60373,0.10619185667752444
2.0,48.42574,92.22763,0.10619185667752444
2.0,49.644283,94.36944,0.10619185667752444
2.0,48.446068,93.32157,0.10619185667752444
2.0,52.195904,101.69142,0.10619185667752444
3.0,54.468082,102.21308,0.09856799750467873
3.0,50.369728,98.84048,0.09856799750467873
3.0,51.658787,100.537,0.09856799750467873
3.0,57.441525,111.57018,0.09856799750467873
3.0,47.071495,91.845505,0.09856799750467873
3.0,50.87227,96.536606,0.09856799750467873
3.0,48.715195,96.11489,0.09856799750467873
3.0,51.170376,101.50365,0.09856799750467873
3.0,50.22323,98.94622,0.09856799750467873
3.0,50.503,99.682076,0.09856799750467873
3.0,48.843002,93.20581,0.09856799750467873
3.0,49.841732,97.775314,0.09856799750467873
3.0,48.333626,93.20274,0.09856799750467873
3.0,52.76989,102.32669,0.09856799750467873
3.0,50.83051,101.621506,0.09856799750467873
3.0,56.935997,106.94757,0.09856799750467873
3.0,53.864136,105.42213,0.09856799750467873
3.0,51.811592,98.497185,0.09856799750467873
3.0,54.18949,107.88256,0.09856799750467873
3.0,51.780704,98.704,0.09856799750467873
3.0,50.120445,101.14013,0.09856799750467873
3.0,48.314583,93.97675,0.09856799750467873
3.0,51.628433,101.79025,0.09856799750467873
3.0,50.404854,99.66209,0.09856799750467873
3.0,52.83017,105.00164,0.09856799750467873
3.0,51.616386,101.66732,0.09856799750467873
3.0,53.284435,107.59208,0.09856799750467873
3.0,48.319443,88.360756,0.09856799750467873
3.0,52.48076,102.942375,0.09856799750467873
3.0,48.395393,91.80477,0.09856799750467873
3.0,51.766495,102.47899,0.09856799750467873
3.0,52.272667,102.714455,0.09856799750467873
3.0,50.55092,99.53218,0.09856799750467873
3.0,50.09208,96.980736,0.09856799750467873
3.0,50.97678,97.912186,0.09856799750467873
3.0,50.97456,99.066956,0.09856799750467873
3.0,46.010345,86.27364,0.09856799750467873
3.0,53.263626,106.62632,0.09856799750467873
3.0,52.473633,102.84868,0.09856799750467873
3.0,53.167397,106.5018,0.09856799750467873
3.0,50.137577,99.715706,0.09856799750467873
3.0,53.55047,109.08493,0.09856799750467873
3.0,50.622055,100.306465,0.09856799750467873
3.0,53.297226,105.39757,0.09856799750467873
3.0,48.847134,99.06162,0.09856799750467873
3.0,53.6469,106.4935,0.09856799750467873
3.0,53.2962,99.06827,0.09856799750467873
3.0,51.323727,103.32988,0.09856799750467873
3.0,51.667675,105.19153,0.09856799750467873
3.0,51.16338,102.815506,0.09856799750467873
3.0,50.8578,99.844345,0.09856799750467873
3.0,51.42546,101.90575,0.09856799750467873
3.0,52.518272,100.07413,0.09856799750467873
3.0,49.651356,96.27848,0.09856799750467873
3.0,54.14954,105.915184,0.09856799750467873
3.0,50.568054,98.60303,0.09856799750467873
3.0,50.901066,98.8724,0.09856799750467873
3.0,50.319546,96.82994,0.09856799750467873
3.0,54.0654,104.17582,0.09856799750467873
3.0,55.78485,109.43064,0.09856799750467873
3.0,48.976852,92.42395,0.09856799750467873
3.0,52.99178,107.436874,0.09856799750467873
3.0,51.35802,100.1855,0.09856799750467873
3.0,52.95071,99.70364,0.09856799750467873
3.0,50.584938,99.44563,0.09856799750467873
3.0,45.146393,84.19222,0.09856799750467873
3.0,52.071796,102.23108,0.09856799750467873
3.0,51.06481,95.12097,0.09856799750467873
3.0,51.017944,100.65842,0.09856799750467873
3.0,58.79727,113.39871,0.09856799750467873
3.0,53.897617,106.62925,0.09856799750467873
3.0,53.3523,101.51058,0.09856799750467873
3.0,51.317795,100.85949,0.09856799750467873
3.0,52.755894,101.31841,0.09856799750467873
3.0,52.399742,104.75084,0.09856799750467873
3.0,51.763752,105.56472,0.09856799750467873
3.0,54.620724,108.473114,0.09856799750467873
3.0,53.168583,100.53126,0.09856799750467873
3.0,50.458652,97.04045,0.09856799750467873
3.0,49.061867,92.51332,0.09856799750467873
3.0,50.550076,99.6817,0.09856799750467873
3.0,49.89967,100.399826,0.09856799750467873
3.0,52.616184,102.0286,0.09856799750467873
3.0,50.189148,94.95232,0.09856799750467873
3.0,51.565857,100.05093,0.09856799750467873
3.0,50.309864,98.97349,0.09856799750467873
3.0,51.310287,99.067894,0.09856799750467873
3.0,48.75122,92.603806,0.09856799750467873
3.0,50.92105,102.38756,0.09856799750467873
3.0,52.14872,104.500114,0.09856799750467873
3.0,48.08227,99.18595,0.09856799750467873
3.0,54.707,107.19918,0.09856799750467873
3.0,51.0781,97.66414,0.09856799750467873
3.0,46.7366,88.31707,0.09856799750467873
3.0,51.971783,97.4281,0.09856799750467873
3.0,49.518513,93.02383,0.09856799750467873
3.0,50.335934,98.24662,0.09856799750467873
3.0,53.48005,106.951515,0.09856799750467873
3.0,50.071568,99.07398,0.09856799750467873
3.0,57.161987,114.23938,0.09856799750467873
3.0,49.993813,96.300095,0.09856799750467873
3.0,50.946438,101.05626,0.09856799750467873
3.0,52.391228,99.99279,0.09856799750467873
3.0,55.5504,113.79041,0.09856799750467873
3.0,50.884895,99.36345,0.09856799750467873
3.0,55.5903,111.41262,0.09856799750467873
3.0,50.902176,100.24443,0.09856799750467873
3.0,50.507927,97.77068,0.09856799750467873
3.0,52.519115,101.51448,0.09856799750467873
3.0,50.95739,95.68838,0.09856799750467873
3.0,49.85303,95.10344,0.09856799750467873
3.0,54.60324,109.07992,0.09856799750467873
3.0,50.985233,100.54228,0.09856799750467873
3.0,43.79181,80.02892,0.09856799750467873
3.0,51.925213,102.428154,0.09856799750467873
3.0,49.191048,94.72642,0.09856799750467873
3.0,50.423687,101.102066,0.09856799750467873
3.0,47.254303,88.674576,0.09856799750467873
3.0,50.948124,97.94516,0.09856799750467873
3.0,48.148724,91.075615,0.09856799750467873
3.0,53.101505,104.48065,0.09856799750467873
3.0,47.93774,89.765915,0.09856799750467873
3.0,52.30783,104.60341,0.09856799750467873
3.0,49.701412,94.67744,0.09856799750467873
3.0,54.362106,107.08348,0.09856799750467873
3.0,46.457462,90.77794,0.09856799750467873
3.0,53.001118,112.56022,0.09856799750467873
3.0,51.17972,102.85447,0.09856799750467873
3.0,57.931396,118.219765,0.09856799750467873
3.0,43.573143,85.146736,0.09856799750467873
3.0,51.111423,101.92666,0.09856799750467873
3.0,50.77056,94.61288,0.09856799750467873
3.0,51.082527,102.93253,0.09856799750467873
3.0,48.255707,92.449585,0.09856799750467873
3.0,54.095867,110.39746,0.09856799750467873
3.0,52.775455,105.0523,0.09856799750467873
3.0,50.166348,98.92376,0.09856799750467873
3.0,51.1847,102.0706,0.09856799750467873
3.0,48.23735,92.002304,0.09856799750467873
3.0,52.27233,103.40774,0.09856799750467873
3.0,51.31956,102.717026,0.09856799750467873
3.0,50.2203,99.77614,0.09856799750467873
3.0,51.088795,101.332375,0.09856799750467873
3.0,48.562504,93.04348,0.09856799750467873
3.0,49.8978,97.69421,0.09856799750467873
3.0,53.529125,105.01559,0.09856799750467873
3.0,55.459404,110.25943,0.09856799750467873
3.0,52.62437,99.537094,0.09856799750467873
3.0,52.52376,100.30299,0.09856799750467873
3.0,52.452343,102.27741,0.09856799750467873
3.0,49.70564,97.38763,0.09856799750467873
3.0,51.721592,99.84055,0.09856799750467873
3.0,48.1711,96.47213,0.09856799750467873
3.0,50.628155,100.25466,0.09856799750467873
3.0,51.966766,101.63491,0.09856799750467873
3.0,53.429623,104.012764,0.09856799750467873
3.0,51.455463,101.0404,0.09856799750467873
3.0,50.97006,96.902824,0.09856799750467873
4.0,50.94071,97.34824,0.10237012156110045
4.0,49.30071,95.2778,0.10237012156110045
4.0,50.178806,97.7191,0.10237012156110045
4.0,49.500656,95.31408,0.10237012156110045
4.0,47.748943,92.77484,0.10237012156110045
4.0,51.823204,101.30074,0.10237012156110045
4.0,47.138115,88.314835,0.10237012156110045
4.0,50.95093,99.09783,0.10237012156110045
4.0,50.56399,98.32106,0.10237012156110045
4.0,50.966434,99.58758,0.10237012156110045
4.0,48.096153,93.55508,0.10237012156110045
4.0,50.51125,99.0364,0.10237012156110045
4.0,50.20177,96.71812,0.10237012156110045
4.0,50.02183,96.15482,0.10237012156110045
4.0,56.72886,110.506516,0.10237012156110045
4.0,50.4451,98.99547,0.10237012156110045
4.0,52.824047,103.7958,0.10237012156110045
4.0,54.230927,104.29412,0.10237012156110045
4.0,50.431683,98.71314,0.10237012156110045
4.0,50.81525,96.66856,0.10237012156110045
4.0,54.95881,107.250824,0.10237012156110045
4.0,50.98932,98.49997,0.10237012156110045
4.0,51.432415,99.38481,0.10237012156110045
4.0,48.95547,93.88524,0.10237012156110045
4.0,47.755222,89.45583,0.10237012156110045
4.0,51.045135,99.205574,0.10237012156110045
4.0,50.795464,96.99286,0.10237012156110045
4.0,51.35489,101.01844,0.10237012156110045
4.0,50.923325,98.56748,0.10237012156110045
4.0,53.868282,108.78721,0.10237012156110045
4.0,51.20901,97.740746,0.10237012156110045
4.0,48.217934,90.76754,0.10237012156110045
4.0,52.012173,103.827065,0.10237012156110045
4.0,47.93357,87.51681,0.10237012156110045
4.0,50.475723,100.03298,0.10237012156110045
4.0,49.506397,97.55419,0.10237012156110045
4.0,49.17693,91.85871,0.10237012156110045
4.0,50.27509,98.98435,0.10237012156110045
4.0,52.04736,99.845535,0.10237012156110045
4.0,49.99189,98.373375,0.10237012156110045
4.0,50.157993,96.645424,0.10237012156110045
4.0,50.774414,101.18777,0.10237012156110045
4.0,48.83002,94.17183,0.10237012156110045
4.0,51.134563,100.078026,0.10237012156110045
4.0,49.738937,96.60598,0.10237012156110045
4.0,51.16114,99.49789,0.10237012156110045
4.0,51.128426,99.202286,0.10237012156110045
4.0,52.10266,98.0483,0.10237012156110045
4.0,50.02863,96.52134,0.10237012156110045
4.0,50.66852,97.30944,0.10237012156110045
4.0,56.037487,111.32533,0.10237012156110045
4.0,50.519012,98.90244,0.10237012156110045
4.0,49.395977,94.436035,0.10237012156110045
4.0,50.710155,98.02201,0.10237012156110045
4.0,47.960564,92.74777,0.10237012156110045
4.0,47.190285,87.11161,0.10237012156110045
4.0,49.10109,97.268,0.10237012156110045
4.0,49.77923,96.44836,0.10237012156110045
4.0,49.865227,96.57956,0.10237012156110045
4.0,50.2639,97.682045,0.10237012156110045
4.0,49.07728,95.95137,0.10237012156110045
4.0,52.028908,99.644104,0.10237012156110045
4.0,50.636547,99.1027,0.10237012156110045
4.0,48.901688,97.044975,0.10237012156110045
4.0,53.675087,103.72159,0.10237012156110045
4.0,53.845406,104.977844,0.10237012156110045
4.0,47.637936,91.807,0.10237012156110045
4.0,49.7536,99.16165,0.10237012156110045
4.0,51.035446,100.57268,0.10237012156110045
4.0,50.407677,97.05651,0.10237012156110045
4.0,50.190742,96.051285,0.10237012156110045
4.0,49.812923,91.36231,0.10237012156110045
4.0,49.667236,95.87599,0.10237012156110045
4.0,49.52741,94.574104,0.10237012156110045
4.0,52.93233,104.69165,0.10237012156110045
4.0,50.456623,97.92362,0.10237012156110045
4.0,52.16248,98.941536,0.10237012156110045
4.0,50.369926,98.529,0.10237012156110045
4.0,48.786266,93.6176,0.10237012156110045
4.0,50.057556,96.9829,0.10237012156110045
4.0,50.802525,99.78933,0.10237012156110045
4.0,49.920868,96.875244,0.10237012156110045
4.0,50.782204,98.71691,0.10237012156110045
4.0,50.03147,100.804665,0.10237012156110045
4.0,50.210205,97.09865,0.10237012156110045
4.0,49.03416,93.05796,0.10237012156110045
4.0,52.355026,100.83631,0.10237012156110045
4.0,50.414906,96.93726,0.10237012156110045
4.0,47.381382,91.66073,0.10237012156110045
4.0,54.394386,108.00232,0.10237012156110045
4.0,52.952747,103.10726,0.10237012156110045
4.0,50.659588,97.569916,0.10237012156110045
4.0,51.179928,100.91722,0.10237012156110045
4.0,47.612553,87.554665,0.10237012156110045
4.0,51.267532,101.227516,0.10237012156110045
4.0,50.83853,98.91353,0.10237012156110045
4.0,50.309734,99.40876,0.10237012156110045
4.0,55.44904,107.83673,0.10237012156110045
4.0,50.468124,99.340195,0.10237012156110045
4.0,51.20957,101.347496,0.10237012156110045
4.0,49.025547,94.039406,0.10237012156110045
4.0,51.399628,98.57671,0.10237012156110045
4.0,50.795597,96.5328,0.10237012156110045
4.0,55.137333,107.68947,0.10237012156110045
4.0,49.192047,94.56621,0.10237012156110045
4.0,48.847782,95.0059,0.10237012156110045
4.0,48.884914,91.95498,0.10237012156110045
4.0,52.48489,104.67565,0.10237012156110045
4.0,51.298466,98.737144,0.10237012156110045
4.0,50.60721,96.652435,0.10237012156110045
4.0,52.17071,102.98087,0.10237012156110045
4.0,49.211468,96.01834,0.10237012156110045
4.0,48.27436,92.87695,0.10237012156110045
4.0,53.141243,101.794815,0.10237012156110045
4.0,49.124718,93.19776,0.10237012156110045
4.0,49.841263,96.28607,0.10237012156110045
4.0,52.594906,100.13694,0.10237012156110045
4.0,51.89877,99.90317,0.10237012156110045
4.0,50.04842,95.81344,0.10237012156110045
4.0,49.893772,98.53281,0.10237012156110045
4.0,52.23643,100.83985,0.10237012156110045
4.0,50.92953,99.52914,0.10237012156110045
4.0,51.842422,102.33589,0.10237012156110045
4.0,49.4785,98.120735,0.10237012156110045
