prot_category,l4_ul_throughput,l4_dw_throughput,l4_ul_packets,l4_dw_packets,outlier-sdr-1m_rate
2,17860.09328416208,129889.19798011016,247.54967571115282,185.5316253938628,1.0
2,16895.891586616366,85911.12117432556,304.98357985263317,217.52044176042867,1.0
2,17534.82336159594,100018.69305408417,271.87218581948724,208.3043271420667,1.0
2,17902.63727065383,89537.5400352217,265.7326832552167,185.85732733511662,1.0
2,17874.309702883726,62203.454979544564,292.0772398998607,210.32406706562034,1.0
2,19217.107931726496,121722.69070862427,300.60733801516943,227.96630506779044,1.0
2,17241.717501556,95863.34811586454,256.4469916963323,183.3190309672503,1.0
2,18179.2726042082,101625.94431057274,259.7884652661676,194.5773087240243,1.0
2,16296.33234035542,88683.79001472164,241.59638343884643,195.04999537511543,1.0
2,17209.717191854754,149897.86170827533,252.02768451043505,188.70023115134825,1.0
2,16971.570455953693,118189.33979528182,267.00760130433616,182.13477656308928,1.0
2,18207.418038734217,117591.91000463159,271.8638989740333,185.2185999553777,1.0
2,16724.338780161994,142828.33055260783,220.37508462774153,199.3490876881044,1.0
2,16712.297934686187,113288.42140088293,251.82223823784713,167.445094951393,1.0
2,19580.042674979588,99599.57323457545,298.72596161786583,210.20657007999685,1.0
2,17756.108569368163,114650.43773847552,285.3058372469514,191.00393794161064,1.0
2,16742.56380120066,110892.14951235827,243.4384441915418,184.5402089868977,1.0
2,17839.036007630562,100696.33998004913,274.1397629622771,195.17914550000285,1.0
2,16299.956624817956,93709.51576920105,250.80679969343805,195.3601900580995,1.0
2,18765.27044304732,93329.18039138585,274.36583260590413,187.86714723501925,1.0
2,16933.168747554442,84102.01427090225,278.60504151707244,211.8728947183532,1.0
2,18756.883959083527,117022.1510514312,292.8644808437218,232.72397977195408,1.0
2,16511.334786680374,99439.31438234293,270.8551349024333,212.95584438847416,1.0
2,17213.56204134682,117547.47822228882,248.21802292097343,167.24954999266836,1.0
2,18560.688023420553,87778.4047402891,280.73519201466524,204.15405994263736,1.0
2,18239.877858913656,125237.01155522974,286.09261885209395,200.2973247575137,1.0
2,16684.94452912985,111318.67651514344,262.70001654391365,206.1286233192146,1.0
2,18398.487508407772,92596.60487255265,270.1328482030858,178.59561418170176,1.0
2,17802.024527296242,99579.42841221933,288.4841049577907,204.7529091574165,1.0
2,18610.776336490606,80340.31387403198,315.55695720216215,227.48782073232755,1.0
2,18785.360241153845,81172.24976807619,295.8321839362517,218.3492258994514,1.0
2,16828.037762985838,68946.55513317337,298.8681785096997,217.87932873920388,1.0
2,17377.344943351774,93258.68483045534,314.39513959467314,218.55882560050352,1.0
2,14285.489423582068,250178.4478775822,203.93911096718045,184.7584495072199,1.0
2,17821.43592084224,83481.66125683497,280.36967088577546,212.6855278704499,1.0
2,16812.046798344778,97960.62783482378,280.8526514869926,206.2659438462771,1.0
2,17796.319913577892,90745.1429142598,296.31229601404243,205.9360164041004,1.0
2,18401.049070455287,114680.40599105923,280.3601841350975,219.07399008997382,1.0
2,19252.976484180515,81377.506268448,302.3386606396443,235.28291672147697,1.0
2,18147.83373276394,95809.52296129953,285.33283511449355,214.9539781373869,1.0
2,18271.281640466852,89611.00073292597,280.6871958057015,198.88880519304277,1.0
2,17609.40776052158,108693.57981582188,323.64792750249063,243.4616667368031,1.0
2,17751.69392688314,86587.76651783066,256.6374766506573,197.7433725786108,1.0
2,17034.045500568594,92808.40278153225,286.58278013613653,196.9791263638401,1.0
2,17851.800373241123,84419.45366543422,308.2431317681453,227.04636730046042,1.0
2,16647.989861000104,111418.56314554521,270.84152347754747,176.72164578705642,1.0
2,15784.7501347754,94089.91905091185,270.08869544054295,200.84471694445256,1.0
2,18354.113834739226,95053.93933917982,273.645964465524,191.27369326029356,1.0
2,18244.58491715753,106546.40205092548,264.57811195037004,191.11437867081014,1.0
2,18506.027998829293,97511.39829628222,290.3789427918271,195.14454921119665,1.0
2,18484.28563394847,105311.45653659951,287.4229950207896,202.77775156977197,1.0
2,17341.220735977156,113380.51040060865,271.13049440284385,230.88037391226055,1.0
2,17186.982284341037,116607.47327842517,261.6999892822265,190.85852954168791,1.0
2,18632.97319900804,105318.4336618706,267.7128081027595,208.45138612828745,1.0
2,16742.017401468413,88068.65994195624,276.78542274177147,206.06528207002867,1.0
2,17912.046374299996,96677.26684294753,274.3570020533956,193.9619784050596,1.0
2,18140.11061483594,96767.86195697043,293.28588193386804,196.3634494217528,1.0
2,17661.68668536221,62628.78800549907,289.152545910207,211.98675216118954,1.0
2,17495.736564847386,88676.87513468816,262.60181180072914,232.96507265957217,1.0
2,17761.796473614577,128702.02285632642,255.6863267783329,215.72065071401568,1.0
2,16792.48501955137,84204.80379284016,282.9200506910691,209.41362842243532,1.0
2,18000.85387573605,76944.84747932765,300.0207999685572,227.42254829717297,1.0
2,16569.949943278465,92051.71006245136,256.5421779279374,169.3751667743075,1.0
2,16693.660189690745,84811.7967154516,266.8394083392526,198.14019828344564,1.0
2,17446.00416352953,120410.41397454582,305.74295112281277,205.29880756375564,1.0
2,19104.113469665637,86151.37647421216,292.57173209182145,201.5099940047949,1.0
2,17837.72598503092,86785.30460873795,274.6752206685293,206.05190406808333,1.0
2,19306.785996650324,105583.27583061601,300.1041933816318,197.2200294340339,1.0
2,17337.255578287164,97014.76052130818,275.38713943679977,192.92109392674325,1.0
2,16962.634230363266,73521.94225215005,277.1725984102523,202.86365633365165,1.0
2,17052.091730257565,106545.70603599575,252.989296056432,155.1180460607979,1.0
2,18316.298628804863,82170.55586495533,290.8391626908247,235.4630617100412,1.0
2,16723.408062575258,73973.55974435293,278.9605509367487,200.31468892536873,1.0
2,16918.910555152965,108766.39542651812,279.06419275047983,228.11987561695682,1.0
2,19021.033975208637,101101.93560702102,298.6942953690612,230.2469077763465,1.0
2,18113.368775952393,84017.7681711163,286.3779525646798,203.0319501125962,1.0
2,20632.44949749813,85566.78617848497,291.30343226995365,218.929068613009,1.0
2,17294.390769934278,116487.40787371948,322.9138104875743,242.5675276333109,1.0
2,19146.759383936183,73485.61366801344,295.1185684270002,210.83213403400921,1.0
2,17172.115867161152,118250.30617619892,228.5427457455568,121.27197348585399,1.0
2,16921.279958273237,84941.52710796185,276.36174370655135,183.65266397566603,1.0
2,18410.83747911436,98604.2605677599,305.06022379882216,217.67320352230902,1.0
2,16895.56742286084,85513.92865443199,305.81117698391404,221.11083834050626,1.0
2,16518.1121484969,78799.09915599735,267.6885287704907,209.86961114019067,1.0
2,17845.584449681588,78208.2899951664,280.6309127512838,211.11817238652196,1.0
2,16199.945422449999,70981.23311906357,268.58122076017867,202.86614871896163,1.0
2,18910.89349095415,102625.89707691975,308.5572632061094,216.74171990382447,1.0
2,17203.436101354673,103227.07289914295,268.6366788797548,234.71532961118203,1.0
2,17470.28803909155,110535.97094539652,287.2339537024373,201.44948351111003,1.0
2,17874.234510260023,99897.39972060003,296.16834488418937,211.40623270724976,1.0
2,18157.76751382884,121011.78219113985,280.4770436548128,203.40960425757973,1.0
2,16798.43860440154,68191.48079027054,276.6693694083786,196.50114133073237,1.0
2,18632.127699728167,107664.96594688112,275.3151638718732,198.7824001473419,1.0
2,16181.768858879941,82820.77527576295,284.87615868561085,200.73486217338882,1.0
2,18697.302995007638,121348.59683054467,298.27659711144247,221.63833270962266,1.0
2,18018.81154522377,97548.55870313972,284.15197838583157,187.793729156484,1.0
2,17119.176918179117,109453.54889786463,273.6439958710157,201.8576074791547,1.0
2,17362.0942083174,88333.41157217421,295.2220977496166,228.42289437601028,1.0
2,18480.25865121232,81615.00014324758,306.4563978953921,227.92722743718517,1.0
2,18069.740344732116,87660.62543340136,288.74915277268167,201.36659106722422,1.0
2,16686.090798904537,90515.00529481498,288.4195350579191,209.73172116085533,1.0
2,15990.961727915756,120165.79019071009,255.78008812248441,207.36171857193358,1.0
2,19322.791999816123,126593.85587944213,309.0185423964376,233.15149400253458,1.0
2,17592.584664178194,83721.03380607901,298.536610948948,231.45172848578068,1.0
2,17251.078147733555,115597.34624505672,271.1696038137417,199.01694020735687,1.0
2,17915.364875426134,84440.39635856345,287.0454373426206,215.92561226757044,1.0
2,18444.406808230233,80737.31965821268,298.99740267777895,214.76591033459223,1.0
2,18200.461885568,101922.39008405381,295.5360979479468,203.2818076134567,1.0
2,17539.94481474378,84811.06108991613,290.34707030931213,244.89536186878436,1.0
2,18264.786668726018,66843.59978027502,285.8711988412103,208.33846126670943,1.0
2,19404.85054553794,88919.00345036124,310.7603173203255,241.06359592788377,1.0
2,16614.128116125383,106079.00822031562,246.11683888543104,210.70791916215285,1.0
2,17014.776137534038,102102.7880999845,277.4032239440271,214.68434661267634,1.0
2,18493.507591508973,131962.71133561555,313.4826491687876,230.90885477883262,1.0
2,16791.333736935103,86392.65033253249,285.2204939878877,193.57200263336148,1.0
2,19162.19225221464,121470.95965038423,313.6421428209965,235.04962285411693,1.0
2,15783.593839317553,140856.6277712124,219.54872489872298,206.62885825561943,1.0
2,15407.122752850537,98048.98777895044,247.04770286006055,198.16028591869235,1.0
2,18393.51811145453,93516.54421527169,292.86226851846493,213.79592679070672,1.0
2,19761.203427796143,108604.62571260889,306.9574801918259,240.08517788801544,1.0
2,17982.779239944794,93269.15900634893,292.1016504717633,195.87009743021065,1.0
2,16701.94641682293,79230.45299402683,277.4978289715393,199.77649050410977,1.0
2,17769.173705473542,92030.6768307947,281.76660429737007,197.27233651381766,1.0
2,16087.874994187106,78331.26960872416,275.92332833529787,192.6577346299651,1.0
2,17002.053545603314,92328.59385534673,314.2348866274396,220.7689854123265,1.0
2,17108.41936014786,79520.61199850857,267.66151215442943,176.368313031174,1.0
2,6492.27275439525,701404.0893336865,99.48323653555076,178.66082059340442,1.0
2,16983.17017137044,104568.52567368999,278.8246054245626,225.27596081661767,1.0
2,17200.146006330826,96317.31395112298,289.1469776000264,202.04470968896504,1.0
2,18190.255740110566,105579.06013043193,306.6750712482238,225.50002378010606,1.0
2,18721.49496847402,136003.5363539354,290.23238561781545,232.62862540151835,1.0
2,17299.0610673399,99716.56032934807,259.76799188328147,175.69833179988237,1.0
2,17480.28865804419,78127.77295097952,276.35276316588977,192.2457565429146,1.0
2,16742.1727995574,82795.77532487268,247.46480116506726,164.6744620562195,1.0
2,19274.41306572494,110421.60946791976,318.88873778760905,259.4123550155176,1.0
2,18913.80762285948,92415.91260640777,310.4670248613705,242.0262797538664,1.0
2,16215.070836444866,80706.47997230233,260.72313519017973,192.15438833838851,1.0
2,16740.28462922883,85666.8086166779,288.86852459395993,220.71886535938756,1.0
2,16752.50593700153,85309.40777959565,247.31695034323587,191.08484142900733,1.0
2,17885.00710681602,115876.79341001032,256.7110458397096,218.9925088973728,1.0
2,17288.711220423833,85151.10682301909,279.01544660075103,196.99503801575287,1.0
2,16692.98846891899,84622.88807794126,250.74631697073607,180.67901721876945,1.0
2,18822.15282740583,94417.27241419886,284.11016918817955,198.30202176410205,1.0
2,15292.358757711847,110183.27811174133,213.8159339598631,157.70519978308516,1.0
2,18310.622421188807,126338.34483768133,284.5789946574562,203.99622262789063,1.0
2,18570.334401568183,118392.38376038925,333.46977046283484,247.40401783320425,1.0
2,17193.410418194137,96326.09618828498,268.4076094730675,221.38106407628413,1.0
2,17486.75856557712,92314.74711930587,297.0503314694562,208.4922794038205,1.0
2,17991.07215086575,102893.48369477829,280.7000385413031,230.10616228271562,1.0
2,19247.046292591058,106024.58890666426,301.1506700994547,216.70630657480078,1.0
2,16917.505288563294,81535.89210489404,302.32114014852056,215.21236916940808,1.0
2,17494.84594999329,77536.51675616931,274.1635360845295,197.66095880475143,1.0
2,17453.939491751098,91099.81627820282,270.46996532549895,191.46374176664585,1.0
2,17365.942399703854,96540.94977256579,287.2069183378569,210.23628888629244,1.0
2,17982.535281654553,123574.22622947066,287.687517877145,213.16612908283997,1.0
2,17770.443625340544,85156.90128877545,291.29169569698047,205.1941108748732,1.0
2,17847.26709350537,108712.27602173892,263.41583500416243,217.52521195482993,1.0
2,18699.89630505183,104106.59810667452,294.0291669746372,210.54513834144362,1.0
2,17656.013819640535,99521.56297586716,271.7494205162471,190.47371185217105,1.0
2,18074.739818734837,87269.16513402655,309.40518373212336,208.73332277384966,1.0
2,15273.353404333851,113557.07184643892,261.83548482995354,203.32818083549915,1.0
2,16051.498473786283,101019.14378233212,275.31928854608105,200.76031421410406,1.0
2,17213.99147477553,98619.14849686636,298.1374081054475,216.05865777612112,1.0
2,16736.570113617854,110994.1072115753,251.82733783504955,209.34085407255628,1.0
2,16365.568037314912,103979.97997604511,294.3688901412089,224.51659208435754,1.0
2,17646.024897318253,81387.21086685832,266.733629194341,187.8912540479016,1.0
2,16863.03742289928,71686.54522382042,292.46562484782515,212.9482764502978,1.0
2,18508.71154002193,87630.32897865566,287.1647529183415,216.32741449009376,1.0
2,17214.960624147716,91719.46196002445,263.0391022608351,190.14604571322263,1.0
2,16586.0996479029,111623.24812146254,249.44142003953334,220.85669756820246,1.0
2,18761.828291828868,88927.338653544,286.56684389487907,209.06250745219225,1.0
2,18414.406622319515,129106.3339679402,261.86308265010774,191.9734015508123,1.0
2,15220.571524388,108663.73605371341,235.64256620800455,195.38369440698307,1.0
2,15844.536625356082,94474.74740315143,250.49251826732097,179.6980407701392,1.0
2,16190.964081285349,104001.70356397354,261.63448195639864,198.8948958564824,1.0
2,16888.05484427921,97793.96904043261,287.65002083889203,210.1968646325646,1.0
2,16356.189010718226,85703.6577973473,238.9834585737469,176.94671973465236,1.0
2,17636.7645079723,104610.3318387369,289.012025759354,240.97334599557462,1.0
2,17677.124566482245,112283.5116501584,291.5859255818918,201.9968509392544,1.0
2,17628.23599349707,68022.1001813981,282.1813965345242,201.80737188517492,1.0
2,15576.000372848237,91406.04021264776,256.32919475066063,198.61051634319915,1.0
2,17257.015023111788,108591.37313565439,273.56067745201767,173.91889248252377,1.0
2,16620.00985024623,114030.39595059633,224.9147198093925,178.06830137707814,1.0
2,17316.248430171447,85095.36904206184,287.0249827082536,219.7945040207789,1.0
2,18575.459196610413,81902.43733324806,278.8351983378691,197.20971326967137,1.0
2,17657.10494815784,86021.57251914835,282.0333957245398,206.7246087667667,1.0
2,16498.007311865633,90488.69253527679,268.19130780790533,181.03730173354586,1.0
2,17786.947570769982,116160.38271259445,270.1273548869818,211.7981066531906,1.0
2,18798.48720230538,89711.48152241408,303.0706028263419,223.7251607132587,1.0
2,17661.97910112106,76596.5853748592,273.1433166677432,201.9289293130915,1.0
2,13468.24753169792,133028.5874672572,209.58339014724424,187.56343110325486,1.0
2,17480.46577844669,85579.6935773036,266.6413302346814,189.32733840354922,1.0
2,18715.369276062927,105473.8996308066,316.0052436687358,230.36015862871835,1.0
2,17203.456152720995,94125.2007833249,300.1061900989187,216.62416514768057,1.0
2,17119.947224835287,78404.40776292441,274.7784500148396,199.61932167681374,1.0
2,15740.042271668171,81652.48875226706,266.55803056420245,196.15194329352647,1.0
2,17547.756492873035,86081.30531262903,291.4166170799202,207.5183179469568,1.0
2,16026.489407142319,90588.9639544202,258.8194855521539,179.87202907181188,1.0
2,18120.324929118615,98404.63443206347,292.36304232542466,217.63346565718456,1.0
2,16664.199719723503,106585.72972378365,290.2082750222188,217.59558470164535,1.0
2,15592.15843220864,83988.80715965039,255.13834506130428,183.4009495652203,1.0
2,16574.14569168115,90131.80663606938,254.7180970050843,194.66602773754207,1.0
2,15613.600026594646,100148.47437451611,248.290448450359,216.36216758459824,1.0
2,18855.576784115874,101012.16099840307,285.40062975965486,218.88964435928116,1.0
2,17111.50392866692,88546.87878525355,265.1546289135092,195.70627674013366,1.0
2,19695.86103779733,87229.48096571659,285.98513359194186,207.16816256969804,1.0
2,18478.168296273347,99386.00416565275,298.9198213056336,248.14039389833317,1.0
2,17675.558888962005,83644.09303372614,300.406494504027,217.9373881122362,1.0
2,16785.149561372244,263061.76344791113,232.7497821979041,221.88267725224782,1.0
2,15728.130089126256,85513.84943322049,238.3469088523648,182.63068696339334,1.0
2,17353.657595937806,90863.06934625465,293.8031160795293,210.8126075981038,1.0
2,18377.816220677934,109222.46062388165,280.91739012353634,200.03468346577517,1.0
2,17406.242304114832,103157.20544924658,289.1849058542192,200.00411460753614,1.0
2,19179.070489815407,96106.16112915141,292.41960660762925,217.68383329806818,1.0
2,18450.45730801762,131018.70006191253,272.4303104853633,182.954028566241,1.0
2,17296.410945091127,102674.85012697673,261.52345322613166,182.2670545490114,1.0
2,18275.681244427135,118645.3484060657,285.46638081623144,213.47855205732634,1.0
