ss_store_sk,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_sales_price,tpcds-06667g-ssales_store_nooutlier_rate
1.0,400.60858,74.052124,37.561592,1852.3646,0.003014126915083853
1.0,1534.3959,77.54453,38.01762,2000.0603,0.003014126915083853
1.0,1801.4364,76.92142,38.591484,1879.3318,0.003014126915083853
1.0,252.32349,74.865135,39.33993,1787.3438,0.003014126915083853
1.0,76.061966,70.40966,34.139427,1717.9294,0.003014126915083853
1.0,1046.0491,75.77097,36.848175,1921.7511,0.003014126915083853
1.0,471.81274,73.43996,37.801968,1843.614,0.003014126915083853
1.0,234.13588,73.71581,36.151497,1780.2036,0.003014126915083853
1.0,933.77167,74.695755,36.900646,1809.7816,0.003014126915083853
1.0,604.0838,75.12572,37.584633,1833.8324,0.003014126915083853
1.0,974.0713,76.045074,38.56523,1968.4519,0.003014126915083853
1.0,300.69562,73.98924,34.904976,1559.7621,0.003014126915083853
1.0,1291.8081,74.82732,37.93145,1897.5562,0.003014126915083853
1.0,323.58655,74.58018,37.701073,1878.3298,0.003014126915083853
1.0,1004.49945,75.58379,40.028774,2093.872,0.003014126915083853
1.0,701.5684,74.37853,37.567707,1902.6654,0.003014126915083853
1.0,434.64136,76.473,38.86033,1988.0065,0.003014126915083853
1.0,1501.8177,75.535965,34.93529,1640.8821,0.003014126915083853
1.0,254.52666,76.30295,36.32247,1685.2649,0.003014126915083853
1.0,349.09677,73.92374,37.487053,1847.9758,0.003014126915083853
1.0,697.3296,76.33496,39.06519,2030.0459,0.003014126915083853
1.0,1477.1755,74.977776,37.80932,1817.6941,0.003014126915083853
1.0,301.9134,71.52698,33.5641,1567.0623,0.003014126915083853
1.0,877.5426,75.57941,38.253986,1926.8413,0.003014126915083853
1.0,432.80222,74.820656,38.655025,1889.9601,0.003014126915083853
1.0,964.76447,76.30918,38.592773,1927.2034,0.003014126915083853
1.0,1227.2397,74.31588,35.594254,1738.325,0.003014126915083853
1.0,712.3695,76.16069,39.2533,2007.9271,0.003014126915083853
1.0,968.6597,75.15984,36.944702,1685.2653,0.003014126915083853
1.0,521.1532,75.64924,38.80425,1960.9158,0.003014126915083853
1.0,809.4352,75.439964,38.2946,1898.452,0.003014126915083853
1.0,505.1657,75.65539,38.196342,1945.1116,0.003014126915083853
1.0,646.3612,73.65657,36.498657,1808.9338,0.003014126915083853
1.0,241.00352,74.200554,39.620728,1872.9977,0.003014126915083853
1.0,203.95103,75.90312,38.433075,1903.4432,0.003014126915083853
1.0,586.60767,75.3945,38.88836,1929.4026,0.003014126915083853
1.0,495.53653,75.43115,38.420864,1943.4838,0.003014126915083853
1.0,679.07544,73.99158,36.780384,1867.3531,0.003014126915083853
1.0,592.41876,74.24525,38.252075,1903.6182,0.003014126915083853
1.0,46.73833,76.47603,37.762333,1911.9147,0.003014126915083853
1.0,1259.5339,72.6294,34.18601,1672.7585,0.003014126915083853
1.0,514.45935,75.437,37.917038,1936.8424,0.003014126915083853
1.0,1604.25,76.17664,38.14502,1746.9028,0.003014126915083853
1.0,636.1485,72.82909,35.306767,1620.9852,0.003014126915083853
1.0,823.50464,75.44437,38.70995,1944.5555,0.003014126915083853
1.0,1192.5726,74.68463,38.93926,1898.379,0.003014126915083853
1.0,253.8074,76.58593,39.47693,1950.2563,0.003014126915083853
1.0,154.57666,76.3633,39.315315,1752.8218,0.003014126915083853
1.0,572.6487,74.33602,38.357468,1945.2955,0.003014126915083853
1.0,1146.7114,76.55833,39.54896,1831.5203,0.003014126915083853
1.0,1028.5321,76.37129,39.589703,2075.7427,0.003014126915083853
1.0,1400.1073,77.56075,37.774014,1783.056,0.003014126915083853
1.0,770.1267,73.86232,35.097923,1633.5724,0.003014126915083853
1.0,1914.7025,75.19667,36.44121,1800.6108,0.003014126915083853
1.0,553.7522,74.91711,38.79731,1903.5227,0.003014126915083853
1.0,477.19626,75.45318,37.55224,1871.102,0.003014126915083853
1.0,584.27997,76.412445,38.947945,1983.9929,0.003014126915083853
1.0,458.09503,74.33764,36.750576,1947.6454,0.003014126915083853
1.0,693.9835,75.115746,38.41743,1919.5278,0.003014126915083853
1.0,618.72034,75.39993,37.06041,1888.3729,0.003014126915083853
1.0,1074.8379,76.983086,39.47416,1951.8235,0.003014126915083853
1.0,378.36203,76.2887,40.706047,1966.8618,0.003014126915083853
1.0,1533.0498,76.30439,38.578316,1892.4591,0.003014126915083853
1.0,446.44946,75.12988,39.752834,1943.823,0.003014126915083853
1.0,1634.205,75.446075,37.758095,1975.0936,0.003014126915083853
1.0,241.29582,73.24464,36.75545,1929.602,0.003014126915083853
1.0,-46.95824,74.2284,34.875248,1829.6985,0.003014126915083853
1.0,706.3225,75.87099,39.364727,1901.0367,0.003014126915083853
1.0,631.69763,75.81688,38.9093,1976.743,0.003014126915083853
1.0,45.281506,75.26156,37.862926,1816.8755,0.003014126915083853
1.0,737.31854,75.29128,38.49675,1864.6228,0.003014126915083853
1.0,967.5428,72.895706,34.057644,1715.8291,0.003014126915083853
1.0,781.04596,75.47477,38.55068,1927.0974,0.003014126915083853
1.0,499.04047,75.86023,39.22506,1988.4366,0.003014126915083853
1.0,503.74237,75.129456,36.99815,1950.474,0.003014126915083853
1.0,717.0479,75.31552,38.802124,1933.2513,0.003014126915083853
1.0,1467.8042,75.98675,37.348804,1879.3918,0.003014126915083853
1.0,1179.497,76.13667,38.720566,1918.8619,0.003014126915083853
1.0,621.7586,73.68923,37.144917,1878.039,0.003014126915083853
1.0,954.5838,74.80899,37.111393,1769.0736,0.003014126915083853
1.0,431.07944,73.91589,38.022465,1848.0885,0.003014126915083853
1.0,888.99963,74.54942,35.600723,1806.0117,0.003014126915083853
1.0,531.7055,75.77281,38.698708,1912.7715,0.003014126915083853
1.0,1033.2434,75.34653,39.359093,2010.7091,0.003014126915083853
1.0,286.87555,75.20718,38.715256,1868.7554,0.003014126915083853
1.0,745.5874,75.800224,38.532673,1930.0464,0.003014126915083853
1.0,522.8165,76.419525,39.572674,1981.7769,0.003014126915083853
1.0,1104.0763,74.39464,39.014465,1911.9673,0.003014126915083853
1.0,-48.55808,75.69178,38.362644,1931.4438,0.003014126915083853
1.0,1005.4684,76.30695,39.41281,1981.2794,0.003014126915083853
1.0,1573.1769,76.89075,39.992897,1892.6981,0.003014126915083853
1.0,961.44855,76.578156,37.976387,1831.7637,0.003014126915083853
1.0,484.61337,74.27739,35.83242,1739.3679,0.003014126915083853
1.0,792.1942,74.61965,37.775055,1834.4421,0.003014126915083853
1.0,522.77325,74.92993,38.325962,1850.4974,0.003014126915083853
1.0,739.8714,74.538376,38.05252,1892.1445,0.003014126915083853
1.0,1519.7839,75.10119,38.154,1814.5808,0.003014126915083853
1.0,682.2434,74.58582,36.741985,1821.4149,0.003014126915083853
1.0,275.4442,75.11924,39.766907,1843.5978,0.003014126915083853
1.0,2212.1099,76.11615,39.890404,2006.2646,0.003014126915083853
1.0,408.1425,75.41927,38.25323,1858.6597,0.003014126915083853
1.0,1894.7638,76.35342,39.293533,1874.7191,0.003014126915083853
1.0,411.48904,74.35474,37.345627,1878.8058,0.003014126915083853
1.0,629.2261,74.00157,38.042076,1930.2866,0.003014126915083853
1.0,1081.8114,75.02562,39.135254,2016.6475,0.003014126915083853
1.0,690.31775,75.72528,38.873306,1886.6807,0.003014126915083853
1.0,1050.0367,75.37526,40.1125,1978.5686,0.003014126915083853
1.0,1069.0455,76.585236,38.300945,1991.3983,0.003014126915083853
1.0,473.04736,71.403595,33.645588,1608.606,0.003014126915083853
1.0,534.31824,75.979774,38.645924,1919.7628,0.003014126915083853
1.0,1138.8319,75.56778,37.565136,1951.6273,0.003014126915083853
1.0,473.4822,76.11414,39.66702,2016.0773,0.003014126915083853
1.0,1687.6823,76.5752,39.65935,2014.9097,0.003014126915083853
1.0,292.37433,76.35623,36.996853,1793.464,0.003014126915083853
1.0,1264.3027,78.40332,40.602688,2046.496,0.003014126915083853
1.0,1094.912,74.04198,38.209713,1937.337,0.003014126915083853
1.0,965.7073,73.83911,37.947178,1935.7852,0.003014126915083853
1.0,528.98236,75.84034,37.39769,1861.3628,0.003014126915083853
1.0,1438.9796,76.670746,39.09552,1924.9384,0.003014126915083853
1.0,445.48618,75.557526,38.404938,1911.754,0.003014126915083853
1.0,469.16458,73.380875,38.356983,1808.6642,0.003014126915083853
1.0,452.80255,75.30241,38.994377,1875.2163,0.003014126915083853
1.0,677.5539,76.8138,37.847393,1903.882,0.003014126915083853
1.0,632.0984,76.56822,38.040848,1964.0105,0.003014126915083853
1.0,526.9849,76.14779,39.1003,1978.05,0.003014126915083853
1.0,532.9473,74.19655,37.196026,1903.8756,0.003014126915083853
1.0,710.069,75.3647,38.741714,1939.0983,0.003014126915083853
1.0,638.32465,75.39043,38.814774,1892.303,0.003014126915083853
1.0,1510.223,75.11911,38.2868,1793.8633,0.003014126915083853
1.0,1055.3918,74.38835,38.839973,1862.3625,0.003014126915083853
1.0,1387.7885,75.39482,39.835342,2056.1145,0.003014126915083853
1.0,914.47925,75.02975,37.580894,1901.6685,0.003014126915083853
1.0,421.2827,75.60306,38.59532,1945.4427,0.003014126915083853
1.0,1255.6431,75.63396,38.055817,1949.8584,0.003014126915083853
1.0,625.9172,74.74168,37.761135,1908.7526,0.003014126915083853
1.0,740.6591,71.0052,33.82633,1622.1094,0.003014126915083853
1.0,725.40924,75.06429,38.37937,1825.8889,0.003014126915083853
1.0,869.3409,73.96437,36.611282,1841.5948,0.003014126915083853
1.0,1216.2897,76.08981,38.078293,1802.5762,0.003014126915083853
1.0,607.2229,75.74378,38.946873,1905.0303,0.003014126915083853
1.0,458.5672,74.94821,38.554405,1821.2625,0.003014126915083853
1.0,152.68243,74.2963,38.99504,1848.3573,0.003014126915083853
1.0,959.14276,75.143326,37.561558,1905.7466,0.003014126915083853
1.0,1078.4016,76.938965,40.990284,1822.7078,0.003014126915083853
1.0,476.18073,72.21645,36.356667,1625.544,0.003014126915083853
1.0,920.49304,75.47759,38.277176,1862.7107,0.003014126915083853
1.0,375.31607,74.67493,34.488068,1539.5671,0.003014126915083853
1.0,707.4957,76.475525,39.675846,1793.6648,0.003014126915083853
1.0,561.4785,76.43546,39.277504,1851.8687,0.003014126915083853
1.0,640.6194,75.87688,38.51472,1854.4818,0.003014126915083853
1.0,680.8151,75.44745,37.779922,1761.9855,0.003014126915083853
1.0,580.0439,74.91115,38.453976,1896.3068,0.003014126915083853
1.0,319.55685,75.20531,38.557743,1892.1931,0.003014126915083853
1.0,2155.1045,77.69128,36.68749,1805.2767,0.003014126915083853
1.0,859.8801,76.41829,39.148388,1914.3699,0.003014126915083853
1.0,573.211,75.259224,37.575974,1860.825,0.003014126915083853
1.0,489.3536,74.45134,37.810642,1880.1675,0.003014126915083853
1.0,505.2959,71.8811,35.845596,1805.7662,0.003014126915083853
1.0,1352.7543,75.99223,38.57814,1915.2303,0.003014126915083853
1.0,329.20068,75.84135,38.911022,1935.5138,0.003014126915083853
1.0,230.53763,75.158485,37.75727,1885.048,0.003014126915083853
1.0,736.7969,75.17899,38.069386,1951.6656,0.003014126915083853
1.0,1256.6755,74.722786,38.40925,1965.3547,0.003014126915083853
1.0,1247.5968,74.54986,37.174984,1766.1913,0.003014126915083853
1.0,844.8762,75.87074,37.30835,1886.1592,0.003014126915083853
1.0,349.52448,74.45119,38.48343,1926.0039,0.003014126915083853
1.0,1253.003,75.09218,38.56368,1997.1915,0.003014126915083853
1.0,2126.499,76.61152,39.20755,1943.6439,0.003014126915083853
1.0,340.35156,74.55182,38.15501,1920.9125,0.003014126915083853
1.0,199.33392,74.51157,37.260235,1886.4004,0.003014126915083853
1.0,1790.0984,77.17485,39.314625,1955.8485,0.003014126915083853
1.0,2482.8794,77.30311,39.11617,1774.4066,0.003014126915083853
1.0,1095.0881,75.60371,38.361805,1911.8201,0.003014126915083853
1.0,1074.636,77.534096,39.110462,2085.2803,0.003014126915083853
1.0,249.71706,73.90558,36.458855,1804.6451,0.003014126915083853
1.0,724.9673,76.60851,39.56126,1947.493,0.003014126915083853
1.0,845.4489,75.68332,38.301105,1941.761,0.003014126915083853
1.0,660.43756,75.655754,38.784634,1914.4163,0.003014126915083853
1.0,712.03516,75.39862,39.06715,1959.4562,0.003014126915083853
1.0,822.0002,74.85347,38.632107,1965.0392,0.003014126915083853
1.0,1435.9945,75.019135,37.932938,1892.1677,0.003014126915083853
1.0,611.6256,74.749435,37.71917,1891.2002,0.003014126915083853
1.0,1852.5256,76.191925,38.122936,1811.117,0.003014126915083853
1.0,515.489,74.33882,38.17148,1870.8325,0.003014126915083853
1.0,955.1526,76.46558,38.90398,2054.0203,0.003014126915083853
1.0,360.14496,74.2814,37.272003,1816.1895,0.003014126915083853
1.0,615.2903,74.63387,38.067974,1874.2954,0.003014126915083853
1.0,725.2432,74.56625,37.577976,1871.824,0.003014126915083853
1.0,735.5362,75.592834,38.42208,2044.7418,0.003014126915083853
1.0,269.97134,73.630745,37.992043,1830.8977,0.003014126915083853
1.0,581.77014,75.30132,37.96875,1900.2128,0.003014126915083853
1.0,2285.435,76.04812,38.347797,1830.057,0.003014126915083853
1.0,787.8982,74.91733,36.902378,1835.9835,0.003014126915083853
1.0,196.12593,73.49181,35.89441,1746.6339,0.003014126915083853
1.0,448.36423,73.55472,35.583675,1715.7347,0.003014126915083853
1.0,526.8338,76.017815,37.882492,1796.3275,0.003014126915083853
1.0,885.1505,76.27344,39.50872,1996.609,0.003014126915083853
1.0,662.04144,75.10628,39.313778,1908.0465,0.003014126915083853
1.0,1256.3835,74.91179,37.885925,1825.3292,0.003014126915083853
1.0,846.21857,75.31441,39.40596,1960.8221,0.003014126915083853
1.0,393.81046,73.54918,36.623997,1813.2557,0.003014126915083853
1.0,346.48257,77.21589,39.194218,1926.7601,0.003014126915083853
1.0,262.01904,73.622116,37.93667,1888.93,0.003014126915083853
1.0,383.04837,74.108475,37.021446,1841.7605,0.003014126915083853
1.0,694.0302,75.63425,39.195286,1974.3308,0.003014126915083853
1.0,1678.6545,76.68756,38.326122,1943.8126,0.003014126915083853
1.0,1193.0076,77.122154,39.595646,1978.3087,0.003014126915083853
1.0,499.32364,75.120865,38.404224,1881.1597,0.003014126915083853
1.0,566.7414,75.55461,38.606396,1928.4567,0.003014126915083853
1.0,674.17236,72.90623,36.637405,1869.3918,0.003014126915083853
1.0,756.1712,71.840996,35.408684,1721.5938,0.003014126915083853
1.0,319.95825,74.9365,38.53029,1880.3766,0.003014126915083853
1.0,577.2105,74.53117,36.516483,1932.1002,0.003014126915083853
1.0,2157.6433,77.7769,40.405075,2209.868,0.003014126915083853
1.0,1289.9855,75.0624,39.22192,1984.9707,0.003014126915083853
1.0,272.43372,73.62406,37.349075,1962.3131,0.003014126915083853
1.0,1136.3468,74.04026,37.703358,1730.4523,0.003014126915083853
1.0,456.71756,73.96504,37.503765,1905.7883,0.003014126915083853
1.0,185.74762,74.04867,36.913063,1816.9481,0.003014126915083853
1.0,570.62933,77.82933,39.651924,1910.1035,0.003014126915083853
1.0,599.0917,74.90929,38.108135,1861.3759,0.003014126915083853
1.0,643.99524,75.45232,38.869442,1931.4607,0.003014126915083853
1.0,756.7629,75.110756,37.789417,1837.2614,0.003014126915083853
1.0,604.10297,75.90855,38.794296,1895.9454,0.003014126915083853
1.0,490.7024,75.46494,39.02689,1946.4497,0.003014126915083853
1.0,1686.9757,76.28218,38.451725,1978.6697,0.003014126915083853
1.0,476.86633,76.34157,38.728214,1946.1581,0.003014126915083853
1.0,324.46597,73.825165,36.636078,1744.1674,0.003014126915083853
1.0,1839.308,75.06129,38.7463,1858.185,0.003014126915083853
1.0,434.0085,73.03471,35.93939,1694.9224,0.003014126915083853
1.0,535.1959,74.90499,38.137516,1909.6646,0.003014126915083853
1.0,810.83203,77.05923,39.36159,1899.2145,0.003014126915083853
1.0,636.7823,74.605255,37.94557,1876.3455,0.003014126915083853
1.0,578.8464,75.414474,38.475224,1901.6764,0.003014126915083853
1.0,445.14246,75.47349,39.233253,1970.2292,0.003014126915083853
1.0,1192.3882,75.67465,38.551624,1939.7026,0.003014126915083853
1.0,403.00113,75.29253,38.75545,1908.7434,0.003014126915083853
1.0,189.91826,74.60729,36.10436,1954.8558,0.003014126915083853
1.0,524.8737,75.14579,38.027233,1819.073,0.003014126915083853
1.0,847.18164,74.5896,37.137894,1814.145,0.003014126915083853
1.0,107.1622,74.13399,32.768856,1625.213,0.003014126915083853
1.0,973.83344,74.72844,37.200325,1786.2065,0.003014126915083853
1.0,662.6149,74.730354,38.30241,1913.7026,0.003014126915083853
1.0,555.2191,75.314835,37.94316,1900.5819,0.003014126915083853
1.0,1509.2465,74.68523,38.208366,1832.0471,0.003014126915083853
1.0,1918.9111,75.966354,38.6686,1979.8651,0.003014126915083853
1.0,692.71484,76.10964,38.4246,1950.6367,0.003014126915083853
1.0,570.22064,75.42856,39.31545,1846.9415,0.003014126915083853
1.0,410.93683,74.993164,38.10342,1837.4012,0.003014126915083853
1.0,762.03937,75.62963,38.828705,1925.1626,0.003014126915083853
1.0,1239.2755,75.11711,38.490093,1793.7734,0.003014126915083853
1.0,393.72876,74.30719,36.562042,1752.9646,0.003014126915083853
1.0,273.79626,75.74592,38.549572,1907.079,0.003014126915083853
1.0,568.3701,75.95575,38.177265,1744.4677,0.003014126915083853
1.0,601.45105,76.26683,39.7134,2059.3745,0.003014126915083853
1.0,262.3679,77.16217,40.27932,2051.8677,0.003014126915083853
1.0,395.2961,77.24066,40.61125,1761.4885,0.003014126915083853
1.0,168.86884,76.779,41.33713,1840.7645,0.003014126915083853
1.0,869.557,74.96014,38.0209,1902.4081,0.003014126915083853
1.0,1207.0128,74.85339,36.608746,1817.4543,0.003014126915083853
1.0,317.54144,72.89448,36.25462,1871.7871,0.003014126915083853
1.0,1805.1235,73.89322,34.98006,1548.8594,0.003014126915083853
1.0,388.58752,76.27748,39.068474,1895.0066,0.003014126915083853
1.0,805.8806,75.26509,38.717915,1880.1279,0.003014126915083853
1.0,1136.917,76.04735,38.581158,1972.6931,0.003014126915083853
1.0,1719.6807,75.60442,39.39801,1950.9958,0.003014126915083853
1.0,478.1692,75.42151,38.400707,1905.6292,0.003014126915083853
1.0,935.6254,74.371826,37.729664,1857.8296,0.003014126915083853
1.0,648.18494,75.58432,38.155907,1926.7291,0.003014126915083853
1.0,514.2222,75.20263,38.1503,1940.4688,0.003014126915083853
1.0,1402.4541,77.396164,38.52251,1809.2722,0.003014126915083853
1.0,1211.1646,75.269516,39.624973,1749.3032,0.003014126915083853
1.0,1599.4395,76.63264,39.236446,1831.2451,0.003014126915083853
1.0,939.7088,75.33588,41.31543,1972.4716,0.003014126915083853
1.0,154.06876,78.38607,40.199,2108.7534,0.003014126915083853
1.0,1657.2532,76.23006,38.08347,1860.1885,0.003014126915083853
1.0,703.4437,75.25053,38.41694,1921.2096,0.003014126915083853
1.0,1137.8265,75.56367,38.09559,1919.6632,0.003014126915083853
1.0,1154.4523,75.57062,38.22233,1866.6357,0.003014126915083853
1.0,127.3152,75.12148,36.94145,1829.5505,0.003014126915083853
1.0,532.1252,73.7226,37.211506,1893.1976,0.003014126915083853
1.0,530.20197,76.30751,37.4908,1823.203,0.003014126915083853
1.0,506.3573,76.10525,39.044735,1904.2026,0.003014126915083853
1.0,362.2201,75.16117,38.6662,1847.001,0.003014126915083853
1.0,769.53296,75.17877,38.421867,1937.265,0.003014126915083853
1.0,87.41543,73.43606,35.395573,1641.6188,0.003014126915083853
1.0,712.478,74.97261,39.607925,1971.8427,0.003014126915083853
1.0,1327.1724,76.44974,39.492264,1946.1263,0.003014126915083853
1.0,481.38135,75.45947,39.028427,1889.2822,0.003014126915083853
1.0,969.3406,74.98291,38.15621,1829.6439,0.003014126915083853
1.0,1537.7177,76.17708,39.277355,1977.0284,0.003014126915083853
1.0,667.45123,77.03859,39.23092,1992.6722,0.003014126915083853
1.0,2117.6934,76.706436,38.26229,1865.043,0.003014126915083853
1.0,735.0389,75.35864,37.89247,1885.0376,0.003014126915083853
1.0,291.7433,76.45322,40.19875,1962.9397,0.003014126915083853
