ss_store_sk,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_sales_price,tpcds-06667g-ssales_store-inc_rate
1,41.796204,60.183773,27.805132,1305.4877,0.0077114425553155485
1,44.893223,63.71951,24.141563,1069.4398,0.0077114425553155485
1,62.881588,91.00757,44.42046,1951.4102,0.0077114425553155485
1,17.773159,27.133467,15.902583,768.3569,0.0077114425553155485
1,88.8158,141.2808,46.908173,1856.7568,0.0077114425553155485
1,10.724207,16.219355,9.748782,481.06046,0.0077114425553155485
1,49.256298,70.87166,27.661512,1250.1729,0.0077114425553155485
1,7.605116,11.836784,5.329723,218.36766,0.0077114425553155485
1,32.256424,46.213776,18.677889,855.6088,0.0077114425553155485
1,41.287792,58.208904,27.2664,1274.6688,0.0077114425553155485
1,19.935448,29.416908,15.801157,721.9197,0.0077114425553155485
1,48.57091,71.05095,41.673172,1960.0448,0.0077114425553155485
1,11.690116,17.868933,8.7625475,467.65857,0.0077114425553155485
1,5.1566067,7.0816865,7.499804,406.60568,0.0077114425553155485
1,30.75709,43.97577,18.19101,816.1951,0.0077114425553155485
1,89.30764,151.0331,105.75059,4662.9106,0.0077114425553155485
1,72.64116,107.347786,70.527855,3551.6777,0.0077114425553155485
1,12.033865,17.170645,12.458509,629.71906,0.0077114425553155485
1,2.047261,2.1134346,4.663695,214.12233,0.0077114425553155485
1,85.75831,127.27852,27.59841,993.87305,0.0077114425553155485
1,57.68646,87.51887,61.491215,3896.8442,0.0077114425553155485
1,73.367744,109.88305,80.11873,4504.3657,0.0077114425553155485
1,95.63093,178.51884,146.22028,5706.538,0.0077114425553155485
1,9.865009,13.716229,10.291289,559.4445,0.0077114425553155485
1,79.68499,114.69203,24.216677,1022.8053,0.0077114425553155485
1,12.4588585,17.657972,10.353671,486.5282,0.0077114425553155485
1,70.09766,100.50884,37.374428,1571.0276,0.0077114425553155485
1,58.267582,85.42971,54.383076,2448.344,0.0077114425553155485
1,35.43905,50.87466,21.052736,960.6855,0.0077114425553155485
1,53.086845,78.57318,43.177124,1909.5325,0.0077114425553155485
1,80.46737,117.69513,22.71561,959.7873,0.0077114425553155485
1,10.74556,15.634099,11.1869545,557.78754,0.0077114425553155485
1,61.439434,89.81681,57.058094,3320.5466,0.0077114425553155485
1,81.081245,119.70016,24.615255,1129.6069,0.0077114425553155485
1,34.674328,51.13197,27.051594,1363.0746,0.0077114425553155485
1,60.3872,88.17157,62.91717,4009.0479,0.0077114425553155485
1,87.53781,139.01675,107.028015,5635.1587,0.0077114425553155485
1,22.846756,35.136898,22.652246,1138.3538,0.0077114425553155485
1,25.73386,36.29422,13.872897,678.52936,0.0077114425553155485
1,78.64933,118.20673,89.88691,5111.68,0.0077114425553155485
1,80.10632,119.911026,78.30967,3769.829,0.0077114425553155485
1,11.179349,17.640692,10.027947,517.0703,0.0077114425553155485
1,90.99091,155.57712,117.346664,5079.753,0.0077114425553155485
1,58.91048,86.29205,44.40437,1965.0748,0.0077114425553155485
1,82.0084,120.41275,69.12716,3150.5967,0.0077114425553155485
1,32.21638,48.27053,26.546904,1261.0779,0.0077114425553155485
1,54.043633,79.2219,53.928135,2690.3582,0.0077114425553155485
1,29.894173,43.67778,18.68792,867.18805,0.0077114425553155485
1,4.881379,7.699555,5.118802,359.84457,0.0077114425553155485
1,50.725933,71.77464,29.952589,1185.4296,0.0077114425553155485
1,51.294872,73.10395,31.930214,1439.7994,0.0077114425553155485
1,43.729866,64.08972,34.980095,1653.4359,0.0077114425553155485
1,18.047176,26.363104,13.734841,657.94507,0.0077114425553155485
1,83.930305,127.94616,85.10965,3921.4688,0.0077114425553155485
1,34.233387,48.919624,10.670305,392.6796,0.0077114425553155485
1,31.206968,43.76746,16.948938,724.9302,0.0077114425553155485
1,20.98037,29.88725,16.064129,725.6715,0.0077114425553155485
1,71.07367,103.76337,64.94327,3366.5347,0.0077114425553155485
1,47.259857,68.34428,38.412388,1819.1335,0.0077114425553155485
1,90.02738,147.35504,84.848694,3574.3032,0.0077114425553155485
1,56.979393,81.819435,40.363174,1759.2522,0.0077114425553155485
1,38.39709,55.330227,22.877066,945.59454,0.0077114425553155485
1,68.15532,98.641624,45.007553,1939.2567,0.0077114425553155485
1,87.96932,136.90103,51.051376,2012.094,0.0077114425553155485
1,34.613754,48.848854,21.282045,893.0609,0.0077114425553155485
1,78.109024,115.15512,65.43998,3042.3179,0.0077114425553155485
1,43.076683,63.329758,37.331608,1767.8964,0.0077114425553155485
1,74.30416,110.47675,70.28708,4596.2656,0.0077114425553155485
1,39.130444,58.466187,37.195995,2388.1443,0.0077114425553155485
1,54.847034,79.94159,18.732773,912.2607,0.0077114425553155485
1,81.31067,123.965836,100.94326,5870.8755,0.0077114425553155485
1,98.43509,188.57658,136.75615,5136.6445,0.0077114425553155485
1,36.868465,54.596775,26.829203,1284.1656,0.0077114425553155485
1,49.883934,73.74488,36.382294,1636.5986,0.0077114425553155485
1,23.315983,34.279865,17.287937,830.8611,0.0077114425553155485
1,37.315037,53.603176,20.528769,884.7959,0.0077114425553155485
1,83.65605,135.73672,99.97957,6067.3936,0.0077114425553155485
1,10.582262,16.632187,5.93463,193.45033,0.0077114425553155485
1,54.497738,79.98546,44.12991,2109.8054,0.0077114425553155485
1,82.6214,121.899704,69.75044,3121.6802,0.0077114425553155485
1,56.566574,81.64255,34.352947,1505.2809,0.0077114425553155485
1,39.344936,56.257088,27.490046,1256.7878,0.0077114425553155485
1,74.09905,111.97374,88.22864,5574.2046,0.0077114425553155485
1,95.101685,159.92825,77.82609,2899.1255,0.0077114425553155485
1,17.57198,27.496674,13.289863,658.59924,0.0077114425553155485
1,4.8806176,8.3722105,4.2160897,292.6608,0.0077114425553155485
1,65.53296,97.28216,72.44374,4246.201,0.0077114425553155485
1,92.208595,151.72697,111.42251,5510.488,0.0077114425553155485
1,45.948383,69.06651,46.017483,2679.1882,0.0077114425553155485
1,1.4401923,3.1016607,4.66126,400.0581,0.0077114425553155485
1,18.924334,27.959639,14.673226,670.4754,0.0077114425553155485
1,41.467815,58.795536,26.679626,1209.4434,0.0077114425553155485
1,7.778318,11.797037,8.70007,444.19833,0.0077114425553155485
1,54.605053,82.04864,54.071934,2907.2988,0.0077114425553155485
1,40.71002,58.60241,26.644194,1214.0886,0.0077114425553155485
1,42.37119,60.42808,27.925346,1242.5988,0.0077114425553155485
1,15.895133,24.523876,12.814536,565.7171,0.0077114425553155485
1,42.986187,63.43346,36.56226,2024.7932,0.0077114425553155485
1,56.812057,82.195755,41.244278,1823.1348,0.0077114425553155485
1,37.780052,58.046688,36.462246,1930.0845,0.0077114425553155485
1,67.79932,97.80449,41.734844,1836.0728,0.0077114425553155485
1,60.847797,93.3035,69.63815,3927.6719,0.0077114425553155485
1,58.278625,84.32455,28.799952,1257.8989,0.0077114425553155485
1,60.644836,90.118004,65.16675,3613.5312,0.0077114425553155485
1,19.233778,28.537836,14.8378315,678.49066,0.0077114425553155485
1,84.06512,126.34144,49.311493,2125.1743,0.0077114425553155485
1,49.29581,70.17657,20.460644,942.92114,0.0077114425553155485
1,72.96546,107.101166,57.85852,2578.072,0.0077114425553155485
1,59.284386,85.58547,30.927118,1348.0233,0.0077114425553155485
1,27.680527,39.33946,14.4688835,643.33417,0.0077114425553155485
1,50.08745,73.74243,44.44347,2162.0667,0.0077114425553155485
1,43.25217,62.692722,35.125477,1596.8632,0.0077114425553155485
1,45.898735,66.18043,23.191683,947.6501,0.0077114425553155485
1,32.795174,49.028084,27.262709,1300.7142,0.0077114425553155485
1,78.16327,116.6955,79.529175,4440.4175,0.0077114425553155485
1,40.61275,58.21388,26.838993,1167.67,0.0077114425553155485
1,44.281734,62.647038,23.382874,1018.9116,0.0077114425553155485
1,38.941566,55.929928,26.198431,1194.8029,0.0077114425553155485
1,17.483887,26.90385,14.474264,658.61566,0.0077114425553155485
1,37.975838,55.529358,26.059807,1255.6696,0.0077114425553155485
1,36.01422,52.47576,19.872364,926.7608,0.0077114425553155485
1,76.543785,111.53153,37.97145,1621.0265,0.0077114425553155485
1,37.973793,54.602226,25.668922,1137.9725,0.0077114425553155485
1,44.31992,63.423782,27.45038,1219.0569,0.0077114425553155485
1,76.62694,114.20937,75.543076,3838.9888,0.0077114425553155485
1,90.95403,155.33522,109.438225,4925.215,0.0077114425553155485
1,34.019356,49.202106,23.395868,1089.7601,0.0077114425553155485
1,4.036482,4.736703,7.710024,420.84384,0.0077114425553155485
1,44.96648,68.93858,50.191822,2968.2493,0.0077114425553155485
1,60.68585,86.32636,28.26925,1152.1025,0.0077114425553155485
1,19.477362,29.324236,15.045482,581.44214,0.0077114425553155485
1,14.892689,22.724627,12.627919,582.2473,0.0077114425553155485
1,82.90521,122.29685,40.817627,1680.7903,0.0077114425553155485
1,45.616528,65.367035,29.111439,1306.9878,0.0077114425553155485
1,70.065155,100.979034,49.343155,2141.7053,0.0077114425553155485
1,82.13053,120.91251,60.981155,2710.9827,0.0077114425553155485
1,77.95364,119.216934,96.60066,5298.4526,0.0077114425553155485
1,50.891045,74.537025,43.503586,1992.0465,0.0077114425553155485
1,73.659515,106.74295,23.932728,1034.0311,0.0077114425553155485
1,38.15443,55.556152,25.793802,1181.445,0.0077114425553155485
1,62.787212,94.885025,75.5587,5205.2944,0.0077114425553155485
1,11.574489,17.159666,9.630391,440.83078,0.0077114425553155485
1,46.539505,66.31024,30.876417,1404.1494,0.0077114425553155485
1,76.98237,115.735115,86.93663,5888.662,0.0077114425553155485
1,38.29076,53.545322,20.064865,850.5531,0.0077114425553155485
1,80.81379,116.38324,40.140785,1642.1635,0.0077114425553155485
1,55.177177,79.480804,30.955236,1395.1385,0.0077114425553155485
1,12.123923,18.048151,11.274546,572.35675,0.0077114425553155485
1,75.10343,110.60414,66.635506,3111.5144,0.0077114425553155485
1,86.49475,142.93187,114.98765,8402.343,0.0077114425553155485
1,87.5854,145.66185,79.12902,3287.4026,0.0077114425553155485
1,20.624937,30.449324,14.837422,698.5815,0.0077114425553155485
1,57.701763,85.21049,48.897762,2188.6135,0.0077114425553155485
1,21.085129,31.529232,17.524296,811.408,0.0077114425553155485
1,48.361603,69.474075,27.65724,1219.0481,0.0077114425553155485
1,64.89153,95.10665,49.834377,2276.4546,0.0077114425553155485
1,58.16401,83.93769,30.558535,1412.7941,0.0077114425553155485
1,68.705154,100.12966,52.37827,2381.5503,0.0077114425553155485
1,47.563236,68.04235,24.497677,1108.6688,0.0077114425553155485
1,12.530504,19.1597,10.977596,497.20312,0.0077114425553155485
1,50.46941,74.043205,40.82696,1824.9393,0.0077114425553155485
1,81.43762,119.0795,21.77641,775.37836,0.0077114425553155485
1,29.229372,46.37395,28.017504,1483.2738,0.0077114425553155485
1,82.08437,120.08986,25.69346,1072.9009,0.0077114425553155485
1,22.149023,32.54683,17.08585,797.6397,0.0077114425553155485
1,23.541378,33.9925,16.648531,666.05927,0.0077114425553155485
1,50.352478,72.37268,29.355751,1314.4032,0.0077114425553155485
1,45.899532,67.70545,38.310436,2119.463,0.0077114425553155485
1,5.805601,8.543625,7.285759,476.60352,0.0077114425553155485
1,16.069721,24.031935,13.542025,621.3978,0.0077114425553155485
1,99.89326,196.23871,162.16257,8335.245,0.0077114425553155485
1,26.231558,37.67129,18.359833,829.50934,0.0077114425553155485
1,45.198368,63.42402,29.493889,1334.558,0.0077114425553155485
1,24.25857,35.670822,17.64888,783.48474,0.0077114425553155485
1,10.887481,16.00046,9.326439,446.32602,0.0077114425553155485
1,88.37776,146.46945,80.1418,3266.4172,0.0077114425553155485
1,35.965816,52.097633,28.944357,1334.6399,0.0077114425553155485
1,58.057587,83.82977,33.180313,1517.2784,0.0077114425553155485
1,64.45099,91.97952,29.78196,1215.6398,0.0077114425553155485
1,72.08954,106.185455,69.54908,3823.122,0.0077114425553155485
1,48.22434,70.15057,44.20937,2403.8518,0.0077114425553155485
1,-2.3637202,-5.155422,5.845551,338.2603,0.0077114425553155485
1,66.186134,96.01012,49.157173,2220.912,0.0077114425553155485
1,20.393583,29.925896,15.536582,714.9158,0.0077114425553155485
1,26.214504,38.455513,17.587366,828.3969,0.0077114425553155485
1,29.103943,42.303646,17.70514,825.72473,0.0077114425553155485
1,25.551065,38.893673,22.609224,1157.0803,0.0077114425553155485
1,7.110919,9.317125,9.772825,507.83188,0.0077114425553155485
1,81.7775,118.883575,34.700016,1381.3303,0.0077114425553155485
1,48.01711,72.62323,47.015568,2394.9724,0.0077114425553155485
1,19.669264,29.892435,13.269932,572.9901,0.0077114425553155485
1,70.18676,102.46795,66.40795,3330.8435,0.0077114425553155485
1,58.7564,83.95512,20.919046,811.01776,0.0077114425553155485
1,63.115124,96.60771,67.72699,5092.455,0.0077114425553155485
1,15.968132,23.14552,11.733358,559.6283,0.0077114425553155485
1,75.94145,113.92027,87.340996,4661.9434,0.0077114425553155485
1,42.751854,60.33992,25.62007,1148.7429,0.0077114425553155485
1,14.582256,20.356655,11.289176,489.53467,0.0077114425553155485
1,55.00472,79.89908,19.332342,917.719,0.0077114425553155485
1,28.307684,40.8121,19.90087,857.72437,0.0077114425553155485
1,80.59849,115.92478,28.238878,1114.3541,0.0077114425553155485
1,77.31663,112.85557,63.674046,3025.8772,0.0077114425553155485
1,82.75433,123.45772,26.0822,1109.9535,0.0077114425553155485
1,76.77104,112.771675,65.97981,3103.1064,0.0077114425553155485
1,86.78196,127.676315,46.256603,2009.9673,0.0077114425553155485
1,28.921352,42.03387,21.725443,1034.5422,0.0077114425553155485
1,86.317055,130.74667,60.55476,2534.3765,0.0077114425553155485
1,33.5096,48.678413,26.276772,1168.8765,0.0077114425553155485
1,52.691044,77.81732,48.42443,2278.8438,0.0077114425553155485
1,46.32526,69.40846,50.343708,2760.4917,0.0077114425553155485
1,33.182243,48.00547,22.638935,1043.9856,0.0077114425553155485
1,40.633305,58.700264,26.98102,1256.3196,0.0077114425553155485
1,10.258833,15.161727,8.909563,475.6618,0.0077114425553155485
1,30.302027,44.222874,20.357502,953.7869,0.0077114425553155485
1,37.14179,56.382385,32.65746,1686.1099,0.0077114425553155485
1,19.116129,27.16094,14.216453,691.85144,0.0077114425553155485
1,10.525879,15.088252,10.074002,573.518,0.0077114425553155485
1,81.51806,121.085365,80.876656,3966.1409,0.0077114425553155485
1,46.072056,67.19369,29.75368,1400.5247,0.0077114425553155485
1,87.77275,137.3669,79.581856,3418.4822,0.0077114425553155485
1,73.03329,107.53321,77.64251,4291.2803,0.0077114425553155485
1,30.43229,44.12461,19.962938,823.9986,0.0077114425553155485
1,69.62345,102.27989,59.374245,3070.4836,0.0077114425553155485
1,83.29139,121.56384,31.248344,1304.4635,0.0077114425553155485
1,55.59913,80.71691,42.507404,1955.0771,0.0077114425553155485
1,60.75534,87.75402,45.76738,2033.9022,0.0077114425553155485
1,24.67185,37.587677,20.79596,819.63165,0.0077114425553155485
1,18.594723,28.849226,13.5089,373.83105,0.0077114425553155485
1,27.985588,42.14974,24.510778,1218.2162,0.0077114425553155485
1,43.93694,64.18481,34.51378,1477.7498,0.0077114425553155485
1,59.180508,85.997536,35.77312,1595.437,0.0077114425553155485
1,56.69774,82.95285,44.482452,2107.927,0.0077114425553155485
1,92.2868,154.85686,86.11595,3468.25,0.0077114425553155485
1,75.325806,110.246796,64.20998,2925.2595,0.0077114425553155485
1,59.076027,87.05625,58.660904,3140.9846,0.0077114425553155485
1,63.739594,90.14532,25.569529,975.1002,0.0077114425553155485
1,68.00682,98.23086,49.687176,2206.8105,0.0077114425553155485
1,71.64245,102.62603,27.979944,1194.8181,0.0077114425553155485
1,12.641452,19.331665,11.518904,611.60205,0.0077114425553155485
1,33.59327,48.45597,16.935884,699.6345,0.0077114425553155485
1,81.195694,120.22389,79.11607,3831.8647,0.0077114425553155485
1,49.164864,70.41663,36.23152,1711.4149,0.0077114425553155485
1,30.54835,44.414345,19.479284,902.66473,0.0077114425553155485
1,15.00847,22.000267,12.673029,607.85144,0.0077114425553155485
1,25.539993,41.042606,28.231007,1411.7136,0.0077114425553155485
1,84.45621,124.00889,44.38675,1912.8187,0.0077114425553155485
1,84.7434,124.99821,28.683498,1087.7001,0.0077114425553155485
1,41.54342,59.076138,27.413904,1283.6748,0.0077114425553155485
1,47.121624,66.009315,20.013014,724.5566,0.0077114425553155485
1,64.81653,99.5248,85.18808,5933.9736,0.0077114425553155485
1,93.0289,161.04909,80.88485,3257.9329,0.0077114425553155485
1,33.78561,51.8301,27.589035,1583.2205,0.0077114425553155485
1,8.278313,12.395607,10.198283,278.83173,0.0077114425553155485
1,48.333427,69.27598,34.24842,1536.9761,0.0077114425553155485
1,35.229843,50.401615,23.7287,1091.1666,0.0077114425553155485
1,6.920619,10.778168,6.567529,-445.36356,0.0077114425553155485
1,14.834176,22.991661,11.666873,617.86896,0.0077114425553155485
1,94.689514,162.10692,120.52981,6291.099,0.0077114425553155485
1,68.45376,101.70272,81.343666,4773.747,0.0077114425553155485
1,52.985992,76.190155,30.427235,1337.4774,0.0077114425553155485
1,9.749854,15.836056,9.365223,455.52972,0.0077114425553155485
1,36.789085,53.899536,23.755692,1115.0032,0.0077114425553155485
1,57.6214,82.382576,22.853037,912.3576,0.0077114425553155485
1,33.12974,50.258675,11.433646,763.0392,0.0077114425553155485
1,45.47527,66.8311,35.734684,1614.4266,0.0077114425553155485
1,86.32443,141.12326,110.01662,6678.6333,0.0077114425553155485
1,15.806649,23.466707,13.023355,634.08875,0.0077114425553155485
1,91.61983,149.1443,40.156254,1385.3219,0.0077114425553155485
1,82.363434,123.0062,52.12994,2269.9631,0.0077114425553155485
1,4.320284,5.5494523,6.255108,391.15317,0.0077114425553155485
1,23.130785,34.961445,19.660036,700.441,0.0077114425553155485
1,12.414372,19.208776,11.485673,560.5585,0.0077114425553155485
1,62.529022,95.199066,75.27179,6691.0107,0.0077114425553155485
1,22.35116,32.833576,16.770369,766.40656,0.0077114425553155485
1,13.189701,19.20871,10.348923,569.0418,0.0077114425553155485
1,37.391212,54.362263,30.206303,1372.5087,0.0077114425553155485
1,90.1324,149.15074,93.987785,3954.8743,0.0077114425553155485
1,28.831652,42.4204,16.612198,821.91187,0.0077114425553155485
1,74.36165,106.91826,24.33889,961.0449,0.0077114425553155485
1,15.688591,23.557392,14.107757,681.2587,0.0077114425553155485
1,86.82989,137.07758,73.93811,3063.3745,0.0077114425553155485
1,34.875473,50.452385,24.299417,1146.354,0.0077114425553155485
1,67.26968,98.167336,54.91144,2738.248,0.0077114425553155485
1,35.849804,51.10087,20.978916,891.9513,0.0077114425553155485
1,91.26211,147.69203,83.33334,3442.9949,0.0077114425553155485
1,99.71288,187.91208,157.87917,9823.255,0.0077114425553155485
1,77.6001,112.453476,46.617683,1902.067,0.0077114425553155485
1,48.232014,69.89886,41.203835,1857.0168,0.0077114425553155485
1,65.00749,92.77203,27.92632,1150.0518,0.0077114425553155485
1,72.22179,104.17033,19.969625,794.2571,0.0077114425553155485
1,87.6282,139.61809,29.03971,1032.3776,0.0077114425553155485
1,85.8074,138.58078,114.08871,8240.038,0.0077114425553155485
1,10.601838,15.902408,9.311662,477.38278,0.0077114425553155485
1,5.043753,7.5493135,5.397128,264.95627,0.0077114425553155485
1,17.411657,25.830761,13.017423,685.0351,0.0077114425553155485
1,77.337906,112.11411,54.71198,2405.1914,0.0077114425553155485
1,67.12812,96.537865,46.257145,2025.2837,0.0077114425553155485
1,29.250284,43.450684,19.117788,855.92865,0.0077114425553155485
1,82.503456,119.56613,33.875027,1356.2876,0.0077114425553155485
1,33.805977,48.25427,22.307856,1014.97253,0.0077114425553155485
1,11.982831,15.3601675,10.335531,529.8177,0.0077114425553155485
1,45.304363,64.57484,21.581339,765.4577,0.0077114425553155485
1,73.99411,108.987236,65.33648,3014.803,0.0077114425553155485
1,76.09854,109.61986,47.377605,2000.6547,0.0077114425553155485
1,44.53257,64.03942,29.20716,1370.1047,0.0077114425553155485
1,70.45247,103.91,71.172356,3648.8015,0.0077114425553155485
1,46.821278,68.279976,39.63528,1928.0382,0.0077114425553155485
1,61.239872,87.218796,25.79137,1072.4198,0.0077114425553155485
1,34.64201,51.506325,23.964083,1060.2982,0.0077114425553155485
1,81.08654,121.69401,81.48969,3654.2917,0.0077114425553155485
1,90.26397,150.312,95.90483,4290.058,0.0077114425553155485
1,95.11806,165.43686,70.85178,2647.2122,0.0077114425553155485
1,17.060865,25.372292,12.200193,591.56006,0.0077114425553155485
1,75.43129,110.16089,58.43472,2742.7446,0.0077114425553155485
1,78.70889,117.51247,87.66875,4510.018,0.0077114425553155485
1,9.170325,12.758647,8.643817,494.5605,0.0077114425553155485
1,40.51383,59.45804,22.595299,980.9108,0.0077114425553155485
1,54.859802,77.432816,24.019793,919.868,0.0077114425553155485
1,11.522968,16.814478,9.755322,448.23032,0.0077114425553155485
1,95.00788,163.87866,105.55454,4887.9644,0.0077114425553155485
1,12.4185,17.91888,10.883393,422.16678,0.0077114425553155485
1,19.157288,29.24481,16.022053,707.37463,0.0077114425553155485
1,81.24611,121.72364,92.852715,4821.148,0.0077114425553155485
1,22.909555,33.2955,16.1672,780.8934,0.0077114425553155485
1,-7.4771276,-11.193388,0.8245874,202.08849,0.0077114425553155485
1,56.073547,81.47499,43.86925,1882.8455,0.0077114425553155485
1,82.67872,120.41415,25.995865,1107.402,0.0077114425553155485
1,54.115505,76.94098,25.310827,1003.61017,0.0077114425553155485
1,81.62532,119.72467,54.215794,2236.723,0.0077114425553155485
1,39.20763,57.75962,26.599892,1271.2773,0.0077114425553155485
1,73.63605,109.03726,70.94518,3651.313,0.0077114425553155485
1,39.588985,56.854454,27.01862,1223.8557,0.0077114425553155485
1,28.19396,42.575832,21.240652,922.7321,0.0077114425553155485
1,52.839226,78.409584,45.373383,2074.6873,0.0077114425553155485
1,67.60172,97.42643,31.249273,1254.493,0.0077114425553155485
1,65.45484,96.61947,61.43102,2943.6895,0.0077114425553155485
1,50.10213,72.13938,35.28968,1588.819,0.0077114425553155485
1,43.778572,61.465206,19.09343,744.90857,0.0077114425553155485
1,88.20814,144.42459,104.989624,5045.9946,0.0077114425553155485
1,73.54641,107.723915,66.21001,3363.004,0.0077114425553155485
1,9.173151,13.426973,10.653891,457.59244,0.0077114425553155485
1,63.17069,90.40583,26.882063,1085.9763,0.0077114425553155485
1,33.695225,48.41196,23.177238,1060.9999,0.0077114425553155485
1,37.39036,53.21411,20.95575,926.3225,0.0077114425553155485
1,65.51965,92.93416,31.727922,1174.2941,0.0077114425553155485
1,56.855698,82.14272,37.765495,1708.7915,0.0077114425553155485
1,41.106976,58.22148,23.231714,993.82776,0.0077114425553155485
1,11.5517645,16.43275,11.368871,604.1909,0.0077114425553155485
1,16.734554,24.591564,13.257322,681.76447,0.0077114425553155485
1,57.80799,84.37876,47.54499,2196.8032,0.0077114425553155485
1,65.8978,98.277664,71.98664,3958.0332,0.0077114425553155485
1,22.427834,34.13074,17.724094,879.5258,0.0077114425553155485
1,66.11999,94.71077,39.33009,1646.5149,0.0077114425553155485
1,44.596756,64.55452,24.064995,1053.382,0.0077114425553155485
1,11.276778,17.498468,11.083893,535.58734,0.0077114425553155485
1,72.33385,102.45734,27.116058,1027.2084,0.0077114425553155485
1,12.149512,17.309528,10.959759,507.92502,0.0077114425553155485
1,35.037655,50.720398,24.148716,1176.0164,0.0077114425553155485
1,85.12218,129.93108,70.181496,3155.2505,0.0077114425553155485
1,36.702076,53.80709,24.607605,1143.0392,0.0077114425553155485
1,85.02009,125.65655,19.211637,649.0995,0.0077114425553155485
1,32.280876,48.67427,26.641113,1322.8158,0.0077114425553155485
1,90.84277,145.07512,41.42599,1475.5741,0.0077114425553155485
1,29.482248,44.538616,30.9866,1714.1365,0.0077114425553155485
1,56.40388,79.73541,25.35824,1019.72906,0.0077114425553155485
1,42.95213,65.06279,39.41903,2337.2617,0.0077114425553155485
1,8.824803,12.478221,7.7438703,442.83533,0.0077114425553155485
1,86.32092,138.81981,107.67518,5807.64,0.0077114425553155485
1,44.874367,63.707855,26.235971,1224.4423,0.0077114425553155485
1,43.312477,65.030235,39.405655,1809.8783,0.0077114425553155485
1,35.48441,52.24551,28.970789,1520.2704,0.0077114425553155485
1,85.11573,124.11745,40.00257,1620.9502,0.0077114425553155485
1,40.89427,59.221783,25.379263,1190.0787,0.0077114425553155485
1,79.85855,120.828926,81.70058,4278.8716,0.0077114425553155485
1,59.02771,84.373375,40.452473,1756.0938,0.0077114425553155485
1,21.43599,31.81153,13.773893,653.4601,0.0077114425553155485
1,29.611462,44.48579,23.94197,831.3541,0.0077114425553155485
1,81.60231,119.96656,66.50514,2888.6404,0.0077114425553155485
1,1.3634576,2.5926142,3.410374,204.3134,0.0077114425553155485
1,19.101212,27.978806,14.706844,673.0236,0.0077114425553155485
1,43.514896,61.240242,23.381203,1003.8642,0.0077114425553155485
1,7.461855,12.070624,8.471236,488.52905,0.0077114425553155485
1,64.49366,93.37878,51.767372,2375.4482,0.0077114425553155485
1,70.22572,106.85447,83.77912,5716.8223,0.0077114425553155485
1,81.14421,119.652756,70.81655,3303.461,0.0077114425553155485
1,5.202427,6.6319585,6.4333034,312.6598,0.0077114425553155485
1,39.788834,56.672417,24.449331,1104.6233,0.0077114425553155485
