l_partkey,l_extendedprice,l_quantity,l_partkey_bucket,tpch-2g-lineitem_parts_rate
33580,51583.13062416208,31.554782108498475,4,0.0019981259751430214
20700,16721.969875688443,12.356397550860862,0,0.0020021347484537075
78888,34711.45167800264,12.533131775061484,0,0.0020021347484537075
4273,22372.714844254064,22.041728352417017,1,0.0019971744013970068
34957,78243.16045571292,41.998088795471865,1,0.0019971744013970068
35247,80866.180411389,48.00945651860532,3,0.0020005052548505804
39677,53134.63963539782,29.27776946949596,5,0.0020029414818464927
4473,41837.65844096036,23.125403312740346,3,0.0020005052548505804
2405,82544.55388985745,47.8514183266419,5,0.0020029414818464927
53411,33550.20134819727,13.709289476225848,5,0.0020029414818464927
6218,21949.717129377623,22.168665807486136,2,0.0019993612803110763
2084,44833.25417023512,46.58809020816757,2,0.0019993612803110763
1279,18333.0364566687,12.307573849279544,1,0.0019971744013970068
33845,57822.198296198876,41.06442524895425,5,0.0020029414818464927
72164,38458.72579114433,25.73893136119004,2,0.0019993612803110763
4293,39598.03606757895,25.129227202812142,3,0.0020005052548505804
35571,75794.81649410377,42.18304960557146,3,0.0020005052548505804
33708,76536.98041455064,42.193514795901955,0,0.0020021347484537075
6599,38146.932884881884,25.209223953622494,5,0.0020029414818464927
3112,81206.54189510782,47.68009704674004,4,0.0019981259751430214
80558,37222.306686321586,25.800613720424206,2,0.0019993612803110763
2416,62985.97833668681,38.440204619151864,4,0.0019981259751430214
6328,19727.87640166683,10.02107327975931,4,0.0019981259751430214
6599,19073.00144225032,10.719943341676064,5,0.0020029414818464927
428,37397.258890674006,27.604023170250503,2,0.0019993612803110763
1317,38822.704636894334,26.5785110598261,3,0.0020005052548505804
73425,4533.520792029594,2.7531289322604735,3,0.0020005052548505804
72022,37220.704007154956,26.244436445994506,4,0.0019981259751430214
4789,23136.95793056267,7.785929546191282,1,0.0019971744013970068
34928,80051.78646547435,47.99585256240507,2,0.0019993612803110763
4409,37305.88952696379,26.073429878496132,5,0.0020029414818464927
20708,11948.23826862465,4.377999565879124,2,0.0019993612803110763
4789,40217.82852584256,24.379927073415264,1,0.0019971744013970068
3882,5348.950689567777,3.1278233179830868,0,0.0020021347484537075
4787,35721.80768286798,26.977821240064277,5,0.0020029414818464927
2149,39813.74731710098,25.62283618523289,1,0.0019971744013970068
6191,39311.136723437194,25.18801958957834,5,0.0020029414818464927
36275,61864.24795664964,47.73634317929233,5,0.0020029414818464927
73051,18608.682198368126,11.277941599007733,1,0.0019971744013970068
69981,16891.275556837994,12.451029017251651,3,0.0020005052548505804
65876,16805.503648267182,12.69721597251104,2,0.0019993612803110763
66047,60665.14437244082,39.940298757149236,5,0.0020029414818464927
74011,41414.097395438876,38.630574235691014,1,0.0019971744013970068
9091,39263.83271120333,25.35383592429139,1,0.0019971744013970068
190,24257.257582368613,20.668745589092925,4,0.0019981259751430214
805,39315.65960892953,26.131391690161887,1,0.0019971744013970068
6326,17027.050056572854,12.154547446217252,2,0.0019993612803110763
102885,29912.69722886011,14.70840773643583,3,0.0020005052548505804
4281,23643.363210755007,21.02333146372672,3,0.0020005052548505804
9091,41497.66462556971,39.18481119941869,1,0.0019971744013970068
35000,54369.15096258558,28.326786635799802,2,0.0019993612803110763
68625,39146.004571433055,24.725069512109936,3,0.0020005052548505804
4277,38693.240421953844,25.451710526514493,5,0.0020029414818464927
82540,38116.10420634086,26.113223960763417,4,0.0019981259751430214
34958,80311.0278588245,40.91569138760909,2,0.0019993612803110763
98862,58638.62277995304,41.01029732397401,0,0.0020021347484537075
87050,34785.76707839882,13.0573388048854,2,0.0019993612803110763
321,63237.36852556982,47.86669486356503,3,0.0020005052548505804
69981,20792.512748782327,9.559191401262522,3,0.0020005052548505804
33732,58483.513678898526,40.414138570994744,0,0.0020021347484537075
4803,16226.314004019485,12.366804563842406,3,0.0020005052548505804
67911,15469.168487305213,13.086783712882582,3,0.0020005052548505804
20830,32621.847359523414,14.319277784483571,4,0.0019981259751430214
6328,37157.837355792624,25.93466295085772,4,0.0019981259751430214
65770,43288.60343714228,38.528562615044706,4,0.0019981259751430214
14939,17615.27396172161,11.988353904565692,5,0.0020029414818464927
68241,54530.95020191998,28.533571116061815,3,0.0020005052548505804
6896,37261.52757577153,25.501545224005888,2,0.0019993612803110763
72104,16832.836146348047,11.90763944382466,2,0.0019993612803110763
4275,40409.65048947493,23.876551845092422,3,0.0020005052548505804
4267,16473.04466304,11.658494191648005,1,0.0019971744013970068
300,39558.14392614039,24.13515134517498,0,0.0020021347484537075
4291,37040.340158863255,25.999849119298442,1,0.0019971744013970068
99408,79464.58319679381,41.222065339418315,0,0.0020021347484537075
69983,18614.723803597837,10.349800506772317,5,0.0020029414818464927
2287,38307.74925084445,25.801342819083143,1,0.0019971744013970068
33194,79157.08295271193,41.31130466658332,2,0.0019993612803110763
72295,22466.592164590078,20.826285658409105,1,0.0019971744013970068
101045,58421.59320509243,40.395010988363325,5,0.0020029414818464927
2373,58652.26364218509,40.72853164773845,3,0.0020005052548505804
6330,21639.718951089133,9.192842915642899,0,0.0020021347484537075
20798,44114.18198180312,21.862941413830242,2,0.0019993612803110763
99345,77297.54111669994,27.77311432204929,3,0.0020005052548505804
65736,24746.918609052722,20.168202127882928,0,0.0020021347484537075
36724,77162.28412822091,48.51175284871073,4,0.0019981259751430214
72297,19635.33379123278,10.83443640405194,3,0.0020005052548505804
33067,55309.03561978592,41.646134677439804,1,0.0019971744013970068
6199,22716.517501699072,21.366338301990247,1,0.0019971744013970068
69847,36026.02532831619,11.87479378440746,1,0.0019971744013970068
364,43244.8893221716,37.68261462175525,4,0.0019981259751430214
3368,6143.161522163708,2.455403946461171,2,0.0019993612803110763
70037,19767.615346074537,10.106734886875996,5,0.0020029414818464927
35249,79180.7726632282,41.41728653891336,5,0.0020029414818464927
67983,21331.11631641923,21.682047977489884,3,0.0020005052548505804
2472,38932.87946329355,24.70666742957109,0,0.0020021347484537075
2921,39196.016487038076,26.097761248658404,5,0.0020029414818464927
3051,58750.674619028774,40.03037185778536,3,0.0020005052548505804
868,81384.79400303791,39.95188911556984,4,0.0019981259751430214
67983,22557.446866379396,22.235722971750167,3,0.0020005052548505804
4807,17535.92954389639,11.802163450508539,1,0.0019971744013970068
4297,16013.419602962678,12.096806310181947,1,0.0019971744013970068
32904,79865.92664830036,41.199309618879894,0,0.0020021347484537075
33578,71573.86459965694,31.7070105562295,2,0.0019993612803110763
74268,59695.22322795524,40.374002535936505,0,0.0020021347484537075
35602,75983.4629238439,42.56396450012292,4,0.0019981259751430214
33387,77807.66523360311,48.51079014177049,3,0.0020005052548505804
2279,57776.115049576816,39.89626339475793,5,0.0020029414818464927
6346,15265.834967382896,13.091804693167196,4,0.0019981259751430214
69963,21224.862512631724,21.6968145229132,3,0.0020005052548505804
4281,19743.256436380703,10.590626955556086,3,0.0020005052548505804
66052,44485.79592866092,21.87172352971475,4,0.0019981259751430214
16595,39582.08940987095,10.143038114141294,5,0.0020029414818464927
6841,37426.14874370371,25.892348423541517,1,0.0019971744013970068
33162,58341.19986615993,41.53991529100523,0,0.0020021347484537075
33035,58370.520540557656,40.4313982041582,5,0.0020029414818464927
6649,38110.286689106135,25.86347282344982,1,0.0019971744013970068
6338,11561.150605872524,4.481242670070072,2,0.0019993612803110763
36723,81922.10686283295,47.4337705887734,3,0.0020005052548505804
2664,43242.43691083642,38.23754832101295,0,0.0020021347484537075
65922,37770.53847909426,25.6329221776582,0,0.0020021347484537075
837,75953.68377580882,42.247841474004396,3,0.0020005052548505804
68625,40645.86458462153,24.93223807112978,3,0.0020005052548505804
4989,37777.29470841231,27.22566806664736,3,0.0020005052548505804
33387,53078.609461399996,30.208146075757867,3,0.0020005052548505804
14987,17782.05368168254,11.295829167211322,5,0.0020029414818464927
2099,20445.04599486835,22.55118221105078,5,0.0020029414818464927
37174,52255.84051423732,30.578621629410918,4,0.0019981259751430214
8569,78147.95547534099,41.675626012086234,1,0.0019971744013970068
69967,18593.899605229413,11.267318299333777,1,0.0019971744013970068
3112,81204.85077398636,47.46190519854321,4,0.0019981259751430214
9157,38960.33835278162,25.910035192900267,1,0.0019971744013970068
70475,18746.629460548837,10.469665054643732,5,0.0020029414818464927
75967,38657.68800267428,24.8388766815087,1,0.0019971744013970068
33162,58970.725924072714,41.171632902988144,0,0.0020021347484537075
33162,58674.47936845727,41.64530805138386,0,0.0020021347484537075
35644,79468.28894770429,41.18161701729671,4,0.0019981259751430214
4787,18279.93134595702,10.790660855829538,5,0.0020029414818464927
88968,3649.360575004155,3.0407592273543655,0,0.0020021347484537075
72422,4477.588234148129,2.5336644745807164,2,0.0019993612803110763
2372,64695.022022959136,47.487916980259996,2,0.0019993612803110763
2375,62064.20597913165,38.390647878531865,5,0.0020029414818464927
88962,33942.74638904137,12.718251500201003,0,0.0020021347484537075
72414,4436.858330254772,3.0878432597758176,0,0.0020021347484537075
72096,18810.379563703133,10.845149594451486,0,0.0020021347484537075
35214,60635.268491018905,40.2419235264701,0,0.0020021347484537075
12531,16365.450701555012,11.232959456496193,3,0.0020005052548505804
50005,53293.785155335034,29.32610595348783,1,0.0019971744013970068
6318,17725.48195708943,11.73700708441971,0,0.0020021347484537075
74269,59122.465492842544,39.38993789165529,1,0.0019971744013970068
67983,52084.73996182539,29.517866559388075,3,0.0020005052548505804
66058,43547.90547859521,38.11332157182656,4,0.0019981259751430214
37302,52572.8094806806,30.141677091924578,0,0.0020021347484537075
18635,21545.517032936827,22.32773721374407,5,0.0020029414818464927
3400,61069.7977585652,48.004865272773195,4,0.0019981259751430214
304,39323.59287080436,26.31142851216399,4,0.0019981259751430214
69963,17597.185464669255,11.371295656430908,3,0.0020005052548505804
33288,60532.72271090605,48.17762305362938,0,0.0020021347484537075
6328,21708.368438346155,22.046627558426714,4,0.0019981259751430214
36084,82590.51781448167,47.62052179104733,0,0.0020021347484537075
4295,12471.390072240021,14.293363454816951,5,0.0020029414818464927
69576,79074.41889678901,47.71021575832931,0,0.0020021347484537075
72084,52824.27571803532,28.703371454161207,0,0.0020021347484537075
21189,12086.216401646634,14.210081001316786,3,0.0020005052548505804
69321,81557.43492904259,47.57136443622746,3,0.0020005052548505804
4155,7312.255506512066,6.540050676931124,3,0.0020005052548505804
3112,4499.075515650982,2.719173749427057,4,0.0019981259751430214
35761,80397.94541138023,48.091877369798176,1,0.0019971744013970068
70033,52079.19852773347,28.977560033238195,1,0.0019971744013970068
74287,32433.470115398544,28.294061440740503,1,0.0019971744013970068
33837,76839.11415203508,42.030011350882766,3,0.0020005052548505804
66058,45136.61844106214,37.352123229364985,4,0.0019981259751430214
68241,45017.215721045686,36.68778445825558,3,0.0020005052548505804
4723,17534.838168860904,12.02642008795454,1,0.0019971744013970068
4279,17405.36586057471,11.579658241215173,1,0.0019971744013970068
122,20105.418618705102,23.225880689955467,2,0.0019993612803110763
21221,13028.310944341045,13.535725444026934,5,0.0020029414818464927
70355,39994.37134058206,9.969424950828243,5,0.0020029414818464927
4277,38176.24005891536,24.823568290180763,5,0.0020029414818464927
6191,37742.9692753259,26.019439050597807,5,0.0020029414818464927
2790,56099.53661541676,40.712362270290946,0,0.0020021347484537075
869,81341.16354526498,39.37107971159615,5,0.0020029414818464927
4693,60141.12147611739,38.631613084997774,1,0.0019971744013970068
86647,15989.561890456522,12.657631116191851,1,0.0019971744013970068
82407,39010.69578103814,25.949987808174278,3,0.0020005052548505804
67857,40213.81766512295,24.336886893809833,3,0.0020005052548505804
102815,33694.476816319264,13.602868189294671,5,0.0020029414818464927
353,60774.726497512434,48.04948935461627,5,0.0020029414818464927
509,38267.81964417861,26.154898229173238,5,0.0020029414818464927
20542,18872.47807684949,10.87491714839655,4,0.0019981259751430214
100916,60666.8823193326,47.99409049406762,2,0.0019993612803110763
33194,80251.59686399897,40.586339320689014,2,0.0019993612803110763
72414,6388.892478322715,8.742991298222732,0,0.0020021347484537075
621,42324.128286224855,39.103211496932026,3,0.0020005052548505804
3528,63236.95477933916,47.68587430992956,0,0.0020021347484537075
2792,73589.03162329033,42.83591430120728,2,0.0019993612803110763
321,63195.466349468945,47.5834468475931,3,0.0020005052548505804
331,42637.73617460848,38.655752929976394,1,0.0019971744013970068
1122,82148.15416466795,47.818553285109786,0,0.0020021347484537075
94737,37539.95665644755,25.92440693752665,3,0.0020005052548505804
4291,22308.597922868208,21.781287342118688,1,0.0019971744013970068
2760,78270.8268702475,40.834302121519436,0,0.0020021347484537075
80238,18798.185581401503,10.587316506574906,0,0.0020021347484537075
2116,79257.11136556425,41.20134965611341,4,0.0019981259751430214
73423,5567.395661517029,2.2636763632771806,1,0.0019971744013970068
34544,53431.19357574504,29.86570788849672,2,0.0019993612803110763
36371,60639.613358248374,48.00416377568506,5,0.0020029414818464927
72598,39591.52648434045,23.965928082537253,4,0.0019981259751430214
4205,39509.69202097094,24.766973538500515,5,0.0020029414818464927
69981,17850.063960932093,11.264974278580997,3,0.0020005052548505804
4281,38278.565920201116,25.86085473125908,3,0.0020005052548505804
33288,59069.242198800304,40.98640488952094,0,0.0020021347484537075
72528,25246.31076048126,18.71048653590512,0,0.0020021347484537075
98992,59199.945590320574,40.80333704484244,4,0.0019981259751430214
4285,53603.96719453443,28.226417244835638,1,0.0019971744013970068
4335,31655.025948748083,14.044349401928331,3,0.0020005052548505804
2479,39158.484654917644,25.300430596314033,1,0.0019971744013970068
493,21702.23285864375,23.10941885855403,1,0.0019971744013970068
72398,5676.481078379193,8.289067836789979,2,0.0019993612803110763
37054,28467.14306260232,16.244259264771205,4,0.0019981259751430214
35312,62702.485056595215,47.6548740023201,2,0.0019993612803110763
67983,41311.41352094601,34.90269861046389,3,0.0020005052548505804
4147,19414.960474895368,10.766633270736056,1,0.0019971744013970068
67935,17302.808386046323,11.652047311151367,3,0.0020005052548505804
72275,21513.807231157065,22.042648150199987,5,0.0020029414818464927
876,42053.10535248996,39.57916186001083,0,0.0020021347484537075
73439,3469.909065968269,3.57699666057134,5,0.0020029414818464927
6298,16122.159417438335,12.53930253320715,4,0.0019981259751430214
69963,21207.520363565367,22.282816847996102,3,0.0020005052548505804
813,38295.5990695,27.650896095904944,3,0.0020005052548505804
69841,36104.08204793577,12.062856984787356,1,0.0019971744013970068
74259,61765.54182664654,38.57289899357544,3,0.0020005052548505804
6585,40455.26232227701,24.000167765619718,3,0.0020005052548505804
70310,39508.37345311112,24.758388248619525,2,0.0019993612803110763
3251,18609.784468994647,11.142347409297875,5,0.0020029414818464927
4795,18683.58575488007,10.660500183077763,1,0.0019971744013970068
37301,52704.17124987897,30.432265795668073,5,0.0020029414818464927
66143,65615.25213878046,46.940693168522415,5,0.0020029414818464927
70485,20566.948591281962,10.284035628504459,3,0.0020005052548505804
4295,16656.09059245244,11.674346249558548,5,0.0020029414818464927
6328,37581.127819117144,25.716953095680697,4,0.0019981259751430214
33331,52168.153967326245,30.514552850616614,1,0.0019971744013970068
80,45691.38791599377,37.13442780752949,2,0.0019993612803110763
69336,5119.5273002932745,2.4845222381935375,0,0.0020021347484537075
36723,5357.392544562778,2.986998073970337,3,0.0020005052548505804
72214,54918.30282663566,27.453625127766188,4,0.0019981259751430214
36723,81204.1033171371,47.667425253191496,3,0.0020005052548505804
6342,13546.051271074977,13.68821524749067,0,0.0020021347484537075
20560,36200.08877422165,12.225240257575908,4,0.0019981259751430214
20951,30844.02033679527,15.059166562720982,5,0.0020029414818464927
1386,82525.1626401751,47.808648252466305,0,0.0020021347484537075
236,57432.49401874284,40.332914245255466,2,0.0019993612803110763
71528,18980.8056747976,10.572714135606683,2,0.0019993612803110763
6199,20704.14314971524,22.616715314042448,1,0.0019971744013970068
21340,34218.39471729321,13.09526720157426,4,0.0019981259751430214
10624,41224.34018210949,23.981151080482345,4,0.0019981259751430214
4269,38765.74396233112,25.46628867039359,3,0.0020005052548505804
22762,13644.75261434238,13.572427209715306,4,0.0019981259751430214
3625,78978.48981759437,47.85012453595874,1,0.0019971744013970068
100628,53248.047583584346,30.462248446297053,2,0.0019993612803110763
3400,63488.01790661311,47.55491950365185,4,0.0019981259751430214
1346,64768.70607854195,47.40078577072522,2,0.0019993612803110763
43810,59859.49430852374,38.80367775890299,4,0.0019981259751430214
4269,17431.008634079008,11.354376437784204,3,0.0020005052548505804
65992,22932.259737863034,21.797034188259904,4,0.0019981259751430214
4597,37928.199440359924,26.594161024685427,1,0.0019971744013970068
6390,37519.45693292525,26.3131394432607,0,0.0020021347484537075
86268,23631.409385439136,20.614283374404078,0,0.0020021347484537075
3080,6347.608027981987,2.3377097180696644,2,0.0019993612803110763
69965,17510.115164833267,11.825575112584545,5,0.0020029414818464927
304,42098.3185969019,24.421066388659888,4,0.0019981259751430214
96670,18076.134763415652,10.786660238208679,4,0.0019981259751430214
33675,77440.05894772874,41.621914011689505,3,0.0020005052548505804
172,20029.61254406897,24.01898896500846,4,0.0019981259751430214
4333,37606.535487412075,26.295409402815572,1,0.0019971744013970068
67939,16392.12855620777,12.50629630562363,1,0.0019971744013970068
6392,37378.91341771984,25.397210018828854,2,0.0019993612803110763
98896,78999.41977727499,40.73543660060617,4,0.0019981259751430214
66018,58798.3266977594,39.99679989887075,0,0.0020021347484537075
72020,22938.037125010113,21.230695317030207,2,0.0019993612803110763
6392,38701.88344174533,25.165570128743457,2,0.0019993612803110763
20710,16213.744123827095,11.80942826798917,4,0.0019981259751430214
72400,40836.10156100015,22.95009988807183,4,0.0019981259751430214
363,42835.102991877095,39.434105618677776,3,0.0020005052548505804
3054,39384.26676567052,25.314248241276818,0,0.0020021347484537075
68199,41293.08956191804,19.379295346797676,3,0.0020005052548505804
103665,53920.02889739222,29.477851143599324,3,0.0020005052548505804
72400,25071.266734719182,19.62766584375229,4,0.0019981259751430214
2287,57702.07149212776,39.879990517240564,1,0.0019971744013970068
67815,60940.09044248198,40.0526904863953,3,0.0020005052548505804
194,61874.64798401065,39.329929430833424,2,0.0019993612803110763
4267,22919.658986829374,21.13155857763281,1,0.0019971744013970068
868,80400.7974264207,40.61431347901261,4,0.0019981259751430214
876,40582.53065861906,40.357555783799796,0,0.0020021347484537075
66015,63912.535366269316,47.610018641984595,3,0.0020005052548505804
35763,79448.6343362727,48.076401018064445,3,0.0020005052548505804
74267,60999.015244671966,38.32389995499382,5,0.0020029414818464927
70163,36864.4325912154,27.769939832615155,5,0.0020029414818464927
4275,16102.142400772529,12.330702801592627,3,0.0020005052548505804
100,56927.0035499852,26.835615218383886,4,0.0019981259751430214
20708,2097.7559562503848,5.752521199314035,2,0.0019993612803110763
33580,53294.77431727466,29.618568716494373,4,0.0019981259751430214
5820,14998.949280876777,12.416510978625238,0,0.0020021347484537075
33451,76685.07263861307,48.67399460899797,1,0.0019971744013970068
121477,35482.53600889568,27.11256089322997,1,0.0019971744013970068
35282,77936.4286907042,41.59203864092729,2,0.0019993612803110763
103257,32591.28614107708,13.09806163661923,3,0.0020005052548505804
72398,53975.154998649516,29.311546190247196,2,0.0019993612803110763
4295,18980.13378001702,10.996405493314036,5,0.0020029414818464927
67793,24276.59226264576,20.391394008480837,5,0.0020029414818464927
69843,23914.680678915203,20.50065962845995,3,0.0020005052548505804
6855,5794.280050128913,10.141751373006748,3,0.0020005052548505804
20702,17429.30982984324,12.106272146680906,2,0.0019993612803110763
4468,38961.23439613387,25.60912690945103,4,0.0019981259751430214
44,38359.71352107064,25.986168180334207,2,0.0019993612803110763
65922,35040.57953678367,28.550876104242537,0,0.0020021347484537075
72279,32012.32973983913,14.07362221378828,3,0.0020005052548505804
2087,80676.67557417354,47.69915331167556,5,0.0020029414818464927
4281,37717.446089246885,25.71591803597738,3,0.0020005052548505804
805,56280.59685858431,28.194526837106427,1,0.0019971744013970068
69841,24361.892936904245,20.952235154160963,1,0.0019971744013970068
2285,32156.12752631341,14.14848760166728,5,0.0020029414818464927
80494,32660.37202016655,13.412686038070344,4,0.0019981259751430214
69965,17143.0145558716,11.761190846071544,5,0.0020029414818464927
33322,79468.75143662977,40.98861096670716,4,0.0019981259751430214
34187,79284.17981461943,40.926354781260606,5,0.0020029414818464927
34350,72457.7136374865,44.09491279241166,0,0.0020021347484537075
4791,18776.201002587695,11.0388251325764,3,0.0020005052548505804
164,39611.93462619608,24.423526139308883,2,0.0019993612803110763
4269,23794.18542967713,20.640046136786474,3,0.0020005052548505804
69975,21004.019777913825,9.963984023031715,3,0.0020005052548505804
72422,5010.077875241725,1.9853981226399817,2,0.0019993612803110763
4291,16422.3347664245,12.35123082408682,1,0.0019971744013970068
4331,37856.73868214172,26.494763892909837,5,0.0020029414818464927
72470,18511.994723510626,10.845043784147014,2,0.0019993612803110763
71974,53178.45525486365,27.35243818132049,4,0.0019981259751430214
67857,44386.35384917435,38.05471963984249,3,0.0020005052548505804
37816,74201.12403714992,43.532526675773305,4,0.0019981259751430214
2351,37986.41832213901,25.985847285021084,5,0.0020029414818464927
70413,35332.290040527594,12.886708915759932,3,0.0020005052548505804
876,38348.40734804057,26.863759805166804,0,0.0020021347484537075
4287,14525.190823293335,3.4093344346874157,3,0.0020005052548505804
2227,21059.284031582563,22.381844069422673,1,0.0019971744013970068
74268,61204.73221051113,39.887482657755605,0,0.0020021347484537075
67855,57749.504466170685,39.58316853602194,1,0.0019971744013970068
6346,16823.00378340357,12.117337077431118,4,0.0019981259751430214
6326,21016.85115229109,9.210665433153466,2,0.0019993612803110763
33291,57914.747690838994,40.81071702591923,3,0.0020005052548505804
40,39432.34193716573,26.117345053078278,4,0.0019981259751430214
65944,19263.25843699705,10.861733541277403,4,0.0019981259751430214
35443,54316.8955581832,29.43032034425998,1,0.0019971744013970068
4295,16112.73654712364,12.83697121077033,5,0.0020029414818464927
66015,61173.87035799455,47.7421493522934,3,0.0020005052548505804
1005,42894.17212617511,38.44645269707423,3,0.0020005052548505804
66016,62040.49640560762,47.67207033460909,4,0.0019981259751430214
41,38195.82604717253,25.22405789472017,5,0.0020029414818464927
4275,15311.628228543195,12.654894595476954,3,0.0020005052548505804
2664,56514.15394675671,41.148410676158754,0,0.0020021347484537075
621,39460.64379426742,25.147862681166437,3,0.0020005052548505804
2533,60089.598902442325,40.16958591190826,1,0.0019971744013970068
14559,16565.39750859683,11.859266431011033,3,0.0020005052548505804
4287,16071.520342164573,12.371800017905707,3,0.0020005052548505804
2217,18196.365794571087,11.541828930181085,3,0.0020005052548505804
292,41008.458257663224,40.13588392501743,4,0.0019981259751430214
4853,22621.17063852202,21.231726930363813,5,0.0020029414818464927
6326,13073.019186227297,13.252607261562861,2,0.0019993612803110763
68199,61121.83405827987,39.248522433656106,3,0.0020005052548505804
35182,83365.29070787887,47.66341424668668,4,0.0019981259751430214
4795,17934.510239260133,11.697624516542534,1,0.0019971744013970068
108,39263.66203627909,40.55727710585414,0,0.0020021347484537075
20702,22241.00803183948,21.89231252530044,2,0.0019993612803110763
66058,40866.652372438904,39.16204448285691,4,0.0019981259751430214
14551,16960.33544469072,11.494094347375768,1,0.0019971744013970068
40570,3797.566248062877,3.3186890142837298,4,0.0019981259751430214
20692,5824.374958448978,5.171915416640953,4,0.0019981259751430214
4337,38442.4440277924,26.486707812244525,5,0.0020029414818464927
98896,78895.82809747409,40.79651703625516,4,0.0019981259751430214
68078,61671.2486352322,38.37567294412164,2,0.0019993612803110763
4289,18814.004163654594,11.08894984801816,5,0.0020029414818464927
72414,6009.934524848334,7.803765787476747,0,0.0020021347484537075
6322,12004.644743420376,13.972202968332354,4,0.0019981259751430214
6197,23343.38579833934,21.176850768379634,5,0.0020029414818464927
74269,40068.45674611082,24.923872583050382,1,0.0019971744013970068
65994,40373.50591146432,25.1463252173452,0,0.0020021347484537075
68177,39303.76856207371,24.577421289725322,5,0.0020029414818464927
6342,17624.818499469544,11.756987528295424,0,0.0020021347484537075
98768,53144.78333154652,29.99190475700786,2,0.0019993612803110763
33160,82715.10427248685,47.711043161222186,4,0.0019981259751430214
72102,35389.646181378674,27.876408915038475,0,0.0020021347484537075
3691,44156.562438753,46.808255483006114,1,0.0019971744013970068
72598,36799.20563053494,26.495803930702735,4,0.0019981259751430214
227,76568.06410836794,42.55417034211786,5,0.0020029414818464927
2373,61148.998785095195,38.91369723355984,3,0.0020005052548505804
6713,26000.752354686654,18.196225374453967,5,0.0020029414818464927
101078,60101.88046471862,40.324588606169876,2,0.0019993612803110763
70494,5132.78625505002,10.775139815369563,0,0.0020021347484537075
876,42724.8907002506,39.07427120050613,0,0.0020021347484537075
36469,4886.393465819401,3.194049185869834,1,0.0019971744013970068
613,74073.39767642718,43.17939543344076,1,0.0019971744013970068
80574,30354.38520017667,14.979094374645232,0,0.0020021347484537075
4153,21533.814260197752,22.203006201150163,1,0.0019971744013970068
2085,24840.459074032522,20.540918204778336,3,0.0020005052548505804
557,40334.61388345377,25.394055824683015,5,0.0020029414818464927
123598,39608.385836612826,24.604751767396422,4,0.0019981259751430214
68743,58805.601824283156,39.403947237764385,1,0.0019971744013970068
4277,37749.675551007575,25.28646877821832,5,0.0020029414818464927
72150,24128.888906657823,20.323791169012505,0,0.0020021347484537075
