a_education_num,a_relationship,a_fnlwgt,a_age,a_hours_per_week,a_education_num-a_relationship,census2-adult-a_rate
1, Not-in-family,268357.3098537614,20.83494948407982,47.300912598291525,1- Not-in-family,1.0
1, Not-in-family,169734.06750061674,39.743142560825795,47.33339174086007,1- Not-in-family,1.0
1, Not-in-family,169020.89812683692,39.32970823552385,46.69574900720753,1- Not-in-family,1.0
1, Not-in-family,171836.78160946703,50.671864127086565,45.96020796865742,1- Not-in-family,1.0
1, Not-in-family,171675.36305442566,39.4959184517756,39.04936455536806,1- Not-in-family,1.0
1, Not-in-family,319902.03737535956,38.92052752734248,39.016430076087204,1- Not-in-family,1.0
1, Not-in-family,168633.64746200014,51.176147890986414,31.239988418367698,1- Not-in-family,1.0
1, Not-in-family,170459.26977072837,28.52869056573497,39.02471548460075,1- Not-in-family,1.0
1, Not-in-family,318947.81779094023,51.603049374660486,39.04518153406699,1- Not-in-family,1.0
1, Other-relative,70692.73026613228,39.21416759314061,32.60507286835812,1- Other-relative,1.0
1, Other-relative,257082.13408467846,51.21785076039721,32.90931940216482,1- Other-relative,1.0
1, Other-relative,263886.93015779566,29.04729574891766,44.62478643449245,1- Other-relative,1.0
1, Other-relative,163856.554440104,51.576653336769716,47.516922241116035,1- Other-relative,1.0
1, Other-relative,317176.59041927895,39.017290707250204,39.04897599756842,1- Other-relative,1.0
1, Other-relative,163853.49921362745,39.929978542355855,48.35194571745871,1- Other-relative,1.0
1, Other-relative,69348.7606885644,28.617209682297226,47.35195003617692,1- Other-relative,1.0
1, Own-child,74578.59322589966,28.846155839641664,39.05165739031853,1- Own-child,1.0
1, Own-child,162641.95417361474,28.623185522472053,47.58328690126098,1- Own-child,1.0
1, Own-child,309926.3583062871,50.926771377746675,47.41795528132665,1- Own-child,1.0
1, Own-child,255756.7899551379,50.77565424326631,39.030845262289866,1- Own-child,1.0
1, Own-child,316757.37221630954,39.262212874255226,31.38032111875152,1- Own-child,1.0
1, Own-child,170015.31451083353,20.94901656744508,47.267968881974014,1- Own-child,1.0
1, Own-child,168422.84321553414,39.396826973587984,31.684748662183775,1- Own-child,1.0
1, Own-child,72527.97867187108,20.814437422103236,48.179928760975876,1- Own-child,1.0
1, Own-child,165271.2581456799,20.695264382588462,39.0747289886894,1- Own-child,1.0
1, Own-child,269704.120461792,29.151495072682348,46.819520588003996,1- Own-child,1.0
1, Own-child,314272.5626406358,28.68011370746029,39.07738679015748,1- Own-child,1.0
1, Own-child,69914.18675119545,39.569824371865714,39.07220914179921,1- Own-child,1.0
1, Own-child,165917.2725128807,39.47331030353472,39.060048797432444,1- Own-child,1.0
1, Own-child,167951.48995557643,28.508800311289782,31.783293582328383,1- Own-child,1.0
1, Own-child,168964.31334180175,28.80291096269883,47.60595519781552,1- Own-child,1.0
1, Own-child,164746.82628074667,28.784585960411633,43.44750384887597,1- Own-child,1.0
1, Own-child,256407.2511948549,28.746146273420006,47.99935886583676,1- Own-child,1.0
1, Own-child,262864.64703454735,39.43064949443396,39.04723512348596,1- Own-child,1.0
1, Own-child,318591.034860067,39.04319281008405,39.03213618597932,1- Own-child,1.0
1, Own-child,257590.58744227968,28.56981660897048,39.02517191137754,1- Own-child,1.0
1, Own-child,74267.34235268134,20.72502263004136,39.064280798373126,1- Own-child,1.0
1, Own-child,166491.15848147057,39.79459420053751,47.746957957443165,1- Own-child,1.0
1, Own-child,164899.4265345312,58.49724010700581,39.04854928301665,1- Own-child,1.0
1, Own-child,258270.23519674828,20.68750492032331,39.057258766108866,1- Own-child,1.0
1, Own-child,70317.48936118041,51.46199209594414,39.06175910325985,1- Own-child,1.0
1, Own-child,68564.15736759662,39.340552389243165,39.047522665941166,1- Own-child,1.0
1, Own-child,69122.16732500597,51.40653718513568,39.10013746245734,1- Own-child,1.0
1, Own-child,256933.95693222666,52.372673647603236,46.83724271714783,1- Own-child,1.0
1, Unmarried,166448.67859722773,50.81603220234283,31.88508894227259,1- Unmarried,1.0
1, Unmarried,165329.77591301294,51.01631746113042,39.058655025727084,1- Unmarried,1.0
1, Unmarried,74737.45583187627,20.722220039787604,47.90420813682904,1- Unmarried,1.0
1, Unmarried,259806.1505692442,51.037137637049824,39.055671200886884,1- Unmarried,1.0
1, Unmarried,168066.09285052386,51.65459012596584,39.03352744869074,1- Unmarried,1.0
1, Unmarried,69473.6349233211,50.89791696404793,39.08535541848786,1- Unmarried,1.0
1, Unmarried,165094.94798462506,28.477019311044767,39.03430945164432,1- Unmarried,1.0
1, Unmarried,264986.9086582113,58.67666151686106,47.13696552393082,1- Unmarried,1.0
1, Unmarried,166162.3930438482,39.19314221479574,48.30817144675288,1- Unmarried,1.0
1, Unmarried,167129.61170193256,39.136088766767074,39.029887429317704,1- Unmarried,1.0
1, Unmarried,166484.64039086574,50.97651407989463,14.74810077099993,1- Unmarried,1.0
1, Unmarried,259270.72043345938,50.93064223714154,39.0747608646625,1- Unmarried,1.0
1, Unmarried,327044.0762266413,20.5817872190922,39.04016391459496,1- Unmarried,1.0
1, Unmarried,313052.59400772315,50.49777774474185,46.88922429842694,1- Unmarried,1.0
1, Unmarried,256985.03618799872,39.1712877234971,39.04264470481288,1- Unmarried,1.0
1, Unmarried,75487.87488613452,20.71673374350501,31.38870785022077,1- Unmarried,1.0
1, Unmarried,257636.33107510314,57.94587535633942,48.5816010606819,1- Unmarried,1.0
1, Unmarried,69129.59696011453,39.37426866408377,39.10255248869563,1- Unmarried,1.0
1, Unmarried,166279.2500686696,39.29912999474747,39.02998212966955,1- Unmarried,1.0
1, Unmarried,166833.49045461093,39.742681285664936,48.02677695708527,1- Unmarried,1.0
1, Unmarried,316065.42290931934,28.502681723259776,39.045759527475056,1- Unmarried,1.0
1, Unmarried,166029.98609592914,39.04630506266011,39.049401217437165,1- Unmarried,1.0
1, Unmarried,164437.02903833584,28.204845850255484,14.528431575337143,1- Unmarried,1.0
1, Unmarried,310289.03297933034,50.10827727688841,39.03193798375255,1- Unmarried,1.0
1, Unmarried,257544.33737507745,51.15087388539471,39.1079321864047,1- Unmarried,1.0
1, Unmarried,73375.28445432824,20.537747030445967,32.27665970140418,1- Unmarried,1.0
1, Unmarried,71771.87641742213,57.55161496260004,39.087595901690136,1- Unmarried,1.0
1, Unmarried,302063.53848280717,50.62967486123523,39.04050414661401,1- Unmarried,1.0
1, Unmarried,169187.5772634976,50.19743207811432,39.05183265443111,1- Unmarried,1.0
1, Wife,73048.72688904896,28.992007626173823,47.3907263590055,1- Wife,1.0
1, Wife,165116.763617451,39.16415988097941,39.02095631220713,1- Wife,1.0
1, Wife,167073.62550620394,28.430769791374907,32.01249831258901,1- Wife,1.0
1, Wife,72437.62126556436,51.238648921373944,15.062443638533994,1- Wife,1.0
1, Wife,322365.1049871486,39.06314489029742,39.081305277445395,1- Wife,1.0
1, Wife,167936.29031728525,20.772261391735597,39.07904919562738,1- Wife,1.0
1, Wife,257833.27788153524,39.41518651321395,39.03289006884769,1- Wife,1.0
1, Wife,71082.58532005305,50.003039647820735,39.06324106230056,1- Wife,1.0
1, Wife,70008.0766814212,58.1913411099454,47.9304377374063,1- Wife,1.0
1, Wife,165412.91428557708,28.252381802338697,38.9912543581617,1- Wife,1.0
1, Wife,265076.2625136865,28.220447353058166,39.01553752948728,1- Wife,1.0
1, Wife,74941.60743117445,20.672703259693467,39.038460288359126,1- Wife,1.0
1, Wife,312059.39634249196,50.67777702445096,30.973727565510362,1- Wife,1.0
1, Wife,254911.89287263202,50.223516866069765,39.067881669146566,1- Wife,1.0
1, Wife,314706.5272518296,39.78589253774868,47.890757144810465,1- Wife,1.0
1, Wife,168790.3307562917,39.6233169365816,39.071327499300764,1- Wife,1.0
10, Husband,67763.65815678191,57.76411589965247,39.08430402146855,10- Husband,0.011417653941787334
10, Husband,255928.97018606975,39.66915059296627,48.10874368513113,10- Husband,0.011417653941787334
10, Husband,66294.6884013615,51.12945748158046,47.93505232245958,10- Husband,0.011417653941787334
10, Husband,68963.17186705515,39.35487252799895,48.495235000169,10- Husband,0.011417653941787334
10, Husband,255513.9536217631,20.813288356906817,39.06357692397012,10- Husband,0.011417653941787334
10, Husband,160814.31395217005,39.435900707354534,47.62377290940545,10- Husband,0.011417653941787334
10, Husband,163586.5358267282,51.34554849616892,14.475535977690509,10- Husband,0.011417653941787334
10, Husband,255787.25013021159,28.512766685783877,47.46140512085698,10- Husband,0.011417653941787334
10, Husband,161508.02277534848,39.61758498922406,47.82323225164606,10- Husband,0.011417653941787334
10, Husband,308538.5560223257,28.53747855829199,39.039171691126306,10- Husband,0.011417653941787334
10, Husband,64099.02036205676,50.765914516392385,47.087789212089895,10- Husband,0.011417653941787334
10, Husband,165686.08298093863,20.65819009442896,14.790244283492463,10- Husband,0.011417653941787334
10, Husband,253926.4069963363,39.3723453158027,39.05015028276071,10- Husband,0.011417653941787334
10, Husband,68049.96524421469,39.33449850171017,39.05855784679335,10- Husband,0.011417653941787334
10, Husband,162978.26445246983,28.59480821753225,47.113979557187584,10- Husband,0.011417653941787334
10, Husband,163140.47247757902,38.95353600180499,39.06155914473732,10- Husband,0.011417653941787334
10, Husband,68583.39283653977,39.489725311363856,49.128151626027304,10- Husband,0.011417653941787334
10, Husband,164415.78991148973,51.30959067538835,39.05731855342994,10- Husband,0.011417653941787334
10, Husband,163150.89155417093,39.15603863010089,31.90539043317604,10- Husband,0.011417653941787334
10, Husband,163081.6305851427,39.05728625237862,31.926758881441636,10- Husband,0.011417653941787334
10, Husband,72100.904338534,20.431631846002077,39.080762814985626,10- Husband,0.011417653941787334
10, Husband,167045.65840853244,57.6860412550586,32.02184632574735,10- Husband,0.011417653941787334
10, Husband,66557.89306303712,58.455105774081034,39.09009076784786,10- Husband,0.011417653941787334
10, Husband,161997.88838528283,58.191596513458535,39.045847955342055,10- Husband,0.011417653941787334
10, Husband,163489.28468419274,52.16846547198728,47.92353410899979,10- Husband,0.011417653941787334
10, Husband,69073.53774504343,28.50331463098998,46.43733951809365,10- Husband,0.011417653941787334
10, Husband,164799.68164207603,58.254159945937445,39.133406567227134,10- Husband,0.011417653941787334
10, Husband,162319.82940146673,28.609886540609867,39.03283496083487,10- Husband,0.011417653941787334
10, Husband,164030.28492831154,28.23220114338483,14.881379901744637,10- Husband,0.011417653941787334
10, Husband,69579.1047094838,39.6958423975618,48.91339966796314,10- Husband,0.011417653941787334
10, Husband,255863.92005350563,28.35554337341298,31.500763071872196,10- Husband,0.011417653941787334
10, Husband,64137.02207195178,51.36787468877417,48.64383736815792,10- Husband,0.011417653941787334
10, Husband,161876.5748529719,38.96325459650995,39.072800801275626,10- Husband,0.011417653941787334
10, Husband,64714.56285285586,39.44094657154295,48.51811478033024,10- Husband,0.011417653941787334
10, Husband,257308.73841547073,58.71932539229474,48.06799492711665,10- Husband,0.011417653941787334
10, Husband,309929.3567568367,28.488962679162594,39.02106659458634,10- Husband,0.011417653941787334
10, Husband,71641.8728442264,20.768813589594174,39.081374404029845,10- Husband,0.011417653941787334
10, Husband,70700.19430169786,52.02527833878976,47.694618980288475,10- Husband,0.011417653941787334
10, Husband,304950.63993704435,39.20407914902979,47.06494693409602,10- Husband,0.011417653941787334
10, Husband,67564.03705449402,28.580424914846255,47.38165536084408,10- Husband,0.011417653941787334
10, Husband,69373.69137626798,39.245078940596876,47.687553638794874,10- Husband,0.011417653941787334
10, Husband,68711.203920356,20.847540038591028,48.06932848987885,10- Husband,0.011417653941787334
10, Husband,164683.2628809004,59.401751560415256,49.720129478915034,10- Husband,0.011417653941787334
10, Husband,305840.61132363824,28.491182830467267,39.05873121067133,10- Husband,0.011417653941787334
10, Husband,162768.605136104,51.216172516314565,32.791200501601786,10- Husband,0.011417653941787334
10, Husband,66249.08519800776,58.01490624207044,39.05148400553227,10- Husband,0.011417653941787334
10, Husband,163239.96385486156,28.24166403026036,14.914314064293428,10- Husband,0.011417653941787334
10, Husband,66406.57941425641,38.883501205005466,39.07926294255763,10- Husband,0.011417653941787334
10, Husband,66410.71322649861,28.58815280331785,39.06327882646081,10- Husband,0.011417653941787334
10, Husband,165529.46632654144,28.444939594059253,39.04724225856707,10- Husband,0.011417653941787334
10, Husband,255075.78184288336,39.40199903569776,32.28043115394141,10- Husband,0.011417653941787334
10, Husband,70543.97477351385,20.71914507568666,48.10648306163708,10- Husband,0.011417653941787334
10, Husband,164832.3340560233,39.337436195547895,48.38606786038662,10- Husband,0.011417653941787334
10, Husband,163311.50702759158,28.387640369368583,14.472442918377542,10- Husband,0.011417653941787334
10, Husband,164384.0006968551,20.789845626397653,39.07030163872497,10- Husband,0.011417653941787334
10, Husband,71421.64759539747,28.456146773330204,39.06377603579359,10- Husband,0.011417653941787334
10, Husband,305854.76941028563,50.44420778738107,39.05694103036534,10- Husband,0.011417653941787334
10, Husband,162304.52888171843,39.382257887468775,47.904549757259346,10- Husband,0.011417653941787334
10, Husband,307888.54878583166,20.61340429354937,39.08259895066044,10- Husband,0.011417653941787334
10, Husband,164417.86680760205,50.90715594219825,31.5597061075571,10- Husband,0.011417653941787334
10, Husband,252880.78151318306,51.06701957691252,47.345407101400774,10- Husband,0.011417653941787334
10, Husband,253997.00203766223,50.473438522807,39.065839798733705,10- Husband,0.011417653941787334
10, Husband,164940.2926699276,20.793715301533762,32.32682296281176,10- Husband,0.011417653941787334
10, Husband,308491.8597734818,20.762383498138302,47.452348079140194,10- Husband,0.011417653941787334
10, Husband,162851.81596182988,50.84016495817171,48.430792325116734,10- Husband,0.011417653941787334
10, Husband,72289.69426261398,59.48211476188673,33.01612577530865,10- Husband,0.011417653941787334
10, Husband,166329.42707339316,58.29564719771232,39.057866094356086,10- Husband,0.011417653941787334
10, Husband,253925.98329744049,39.269360504475614,39.03009721438755,10- Husband,0.011417653941787334
10, Husband,259898.56575411756,58.88586368334775,39.06360345848175,10- Husband,0.011417653941787334
10, Husband,160149.1519582974,39.13067637849214,39.0225869481461,10- Husband,0.011417653941787334
10, Husband,162521.73807275586,51.103878064270276,15.44958206369207,10- Husband,0.011417653941787334
10, Husband,257458.7399435861,20.798468116626356,39.129245419445795,10- Husband,0.011417653941787334
10, Husband,254187.8739621262,51.291142275060466,39.026022060818214,10- Husband,0.011417653941787334
10, Husband,311272.8032886628,20.654033328574638,46.76119547636112,10- Husband,0.011417653941787334
10, Husband,306431.7608232298,28.522376934785008,39.0389498006791,10- Husband,0.011417653941787334
10, Husband,164319.37673017924,39.90550222150283,39.088980675576465,10- Husband,0.011417653941787334
10, Husband,166299.6357795067,39.198809872646166,39.0732474740793,10- Husband,0.011417653941787334
10, Husband,68428.90024008563,58.95494140778533,49.79970156570259,10- Husband,0.011417653941787334
10, Husband,312496.99817367713,50.03560272795275,39.04666323253175,10- Husband,0.011417653941787334
10, Husband,312951.6044879319,39.106705916711036,48.78756010199179,10- Husband,0.011417653941787334
10, Husband,164380.02980987247,21.021874336903167,39.01716436115555,10- Husband,0.011417653941787334
10, Husband,70021.49804132147,28.395098404833806,32.34741173113492,10- Husband,0.011417653941787334
10, Husband,163997.29137481985,28.673491934877053,30.44495466818666,10- Husband,0.011417653941787334
10, Husband,165275.73067510148,58.120685716470945,39.042878576915705,10- Husband,0.011417653941787334
10, Husband,68813.47374434014,51.43620907082164,48.39718716357707,10- Husband,0.011417653941787334
10, Husband,161441.44413296232,29.196608630970058,47.65966118413689,10- Husband,0.011417653941787334
10, Husband,68353.83671562781,39.51208557962777,49.07815664604637,10- Husband,0.011417653941787334
10, Husband,164935.11007116345,58.34611705290676,47.67454496295588,10- Husband,0.011417653941787334
10, Husband,67504.07777756656,39.02859605402372,48.37800453667214,10- Husband,0.011417653941787334
10, Husband,162360.28917529449,28.334878379691435,39.037787796424624,10- Husband,0.011417653941787334
10, Husband,65854.9434729102,39.40343696946282,39.05360625153131,10- Husband,0.011417653941787334
10, Husband,66869.65217062268,20.773503802118277,47.715492046188196,10- Husband,0.011417653941787334
10, Husband,158053.44751561322,51.237128674034544,47.59089028710692,10- Husband,0.011417653941787334
10, Husband,66544.94524917712,39.21824205355043,15.215365827427059,10- Husband,0.011417653941787334
